Date,forward_stage,WTI,USDKRW,VIX,1,2,3,4,5,6,7,8,9,10,11,per_cn,pbr_cn
2011-04-01,down,107.94,1099.2,17.4,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,96.45,2.01
2011-04-04,down,108.47,1085.2,17.5,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,96.71,2.02
2011-04-05,down,108.34,1086.5,17.25,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,96.9,2.02
2011-04-06,down,108.83,1087.2,16.9,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,96.7,2.02
2011-04-07,neutral,110.3,1083.3,17.11,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,97.23,2.03
2011-04-08,neutral,112.79,1087.7,17.87,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,100.45,2.1
2011-04-11,neutral,109.92,1079.6,16.59,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,100.16,2.09
2011-04-12,up,106.25,1087.0,17.09,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,97.49,2.04
2011-04-13,neutral,107.11,1090.0,16.92,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,97.94,2.05
2011-04-14,down,108.11,1088.3,16.27,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,98.19,2.05
2011-04-15,down,109.66,1088.3,15.32,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,97.08,2.03
2011-04-18,down,107.12,1089.3,16.96,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,96.64,2.02
2011-04-19,neutral,108.15,1090.1,15.83,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,94.95,1.98
2011-04-20,down,111.45,1084.3,15.07,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,95.07,1.99
2011-04-21,down,112.29,1076.5,14.69,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,94.22,1.97
2011-04-25,down,112.28,1080.8,15.77,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,96.69,2.02
2011-04-26,down,112.21,1079.3,15.62,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,96.88,2.02
2011-04-27,down,112.76,1078.1,15.35,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,38.62,1.95
2011-04-28,down,112.86,1070.0,14.62,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,38.04,1.92
2011-04-29,down,113.93,1068.8,14.75,1686110.4,3.0,123.11,89.325,105.2,109.5,100.8,3.5,59.3,0.5,0.7,38.11,1.92
2011-05-02,down,113.52,1069.6,15.99,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,39.09,1.97
2011-05-03,down,111.05,1068.0,16.7,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,38.58,1.95
2011-05-04,down,109.24,1073.7,17.08,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,38.46,1.94
2011-05-06,down,97.18,1083.7,18.4,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,37.59,1.9
2011-05-09,down,102.55,1095.5,17.16,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,37.17,1.88
2011-05-11,down,98.21,1077.7,16.95,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,37.68,1.9
2011-05-12,down,98.97,1079.7,16.03,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,36.49,1.84
2011-05-13,down,99.65,1086.9,17.07,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,36.1,1.82
2011-05-16,down,97.37,1091.0,18.24,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,35.51,1.79
2011-05-17,down,96.91,1095.6,17.55,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,35.34,1.78
2011-05-18,down,100.1,1062.7,16.23,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,35.92,1.81
2011-05-19,down,98.44,1087.8,15.52,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,34.81,1.76
2011-05-20,down,99.49,1080.7,17.43,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,34.7,1.75
2011-05-23,down,97.7,1087.0,18.27,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,33.98,1.72
2011-05-24,down,99.59,1095.2,17.82,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,33.99,1.72
2011-05-25,down,101.32,1093.1,17.07,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,34.09,1.72
2011-05-26,down,100.23,1102.2,16.09,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,34.8,1.76
2011-05-27,down,100.59,1084.9,15.98,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,35.27,1.78
2011-05-31,down,102.7,1075.3,15.45,1694221.7,3.0,124.98,89.497,104.95,108.8,100.7,3.3,59.5,0.5,0.7,35.5,1.79
2011-06-01,down,100.29,1073.4,18.3,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,35.84,1.81
2011-06-02,down,100.4,1082.8,18.09,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,35.79,1.81
2011-06-03,down,100.22,1076.6,17.95,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,35.91,1.81
2011-06-07,down,99.09,1081.1,18.07,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,35.64,1.8
2011-06-08,down,100.74,1079.9,18.79,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,34.91,1.76
2011-06-09,down,101.93,1078.2,17.77,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,34.86,1.76
2011-06-10,down,99.29,1083.6,18.86,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,32.6,1.78
2011-06-13,down,97.3,1071.3,19.61,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,32.0,1.75
2011-06-14,down,99.37,1081.2,18.26,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,32.74,1.79
2011-06-15,down,94.81,1083.4,21.32,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,33.28,1.82
2011-06-16,down,94.95,1084.4,22.73,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,32.49,1.78
2011-06-17,down,93.01,1087.6,21.85,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,33.31,1.82
2011-06-20,down,93.26,1087.7,19.99,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,33.58,1.84
2011-06-21,down,93.4,1081.7,18.86,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,33.72,1.85
2011-06-22,down,95.41,1079.3,18.52,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,34.08,1.87
2011-06-23,down,91.02,1080.3,19.29,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,33.79,1.85
2011-06-24,down,91.16,1074.8,21.1,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,34.37,1.88
2011-06-27,down,90.61,1079.2,20.56,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,34.12,1.87
2011-06-28,down,92.89,1081.9,19.17,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,34.29,1.88
2011-06-29,down,94.77,1080.5,17.27,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,35.16,1.92
2011-06-30,down,95.42,1068.9,16.52,1697684.4,3.25,123.87,89.67,106.09,108.2,100.6,3.3,59.6,0.5,0.7,35.34,1.93
2011-07-01,down,94.94,1067.9,15.87,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,36.31,1.99
2011-07-05,down,96.89,1060.2,16.06,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,36.66,2.01
2011-07-06,down,96.65,1067.6,16.34,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,37.16,2.03
2011-07-07,down,98.67,1065.8,15.95,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,37.5,2.05
2011-07-08,down,96.2,1062.0,15.95,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,37.56,2.06
2011-07-11,down,95.15,1059.6,18.39,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,37.4,2.05
2011-07-12,down,97.43,1056.1,19.87,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,36.76,2.01
2011-07-13,down,98.05,1067.8,19.91,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,37.14,2.03
2011-07-14,down,95.69,1049.6,20.8,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,37.61,2.05
2011-07-15,down,97.24,1057.1,19.53,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,38.2,2.09
2011-07-18,down,95.93,1059.2,20.95,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,37.91,2.07
2011-07-19,down,97.5,1056.3,19.21,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,37.91,2.07
2011-07-20,down,98.14,1058.0,19.09,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,38.72,2.11
2011-07-21,down,99.13,1048.0,17.56,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,39.26,2.14
2011-07-22,down,99.87,1050.4,17.52,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,39.76,2.17
2011-07-25,down,99.2,1032.3,19.35,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,39.3,2.15
2011-07-26,down,99.59,1052.1,20.23,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,38.32,2.09
2011-07-27,down,97.4,1048.3,22.98,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,38.18,2.08
2011-07-28,down,97.44,1052.3,23.74,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,38.14,2.08
2011-07-29,down,95.7,1049.0,25.25,1705385.6,3.25,122.42,90.102,107.68,107.6,100.5,3.3,59.4,0.5,0.0,37.73,2.06
2011-08-01,down,94.89,1055.3,23.66,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,37.96,2.07
2011-08-02,down,93.79,1046.8,24.79,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,36.7,2.0
2011-08-03,down,91.93,1056.4,23.38,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,35.31,1.93
2011-08-04,down,86.63,1056.9,31.66,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,34.33,1.87
2011-08-05,down,86.88,1067.4,32.0,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,32.62,1.78
2011-08-08,neutral,81.31,1056.5,48.0,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,31.32,1.71
2011-08-09,up,79.3,1087.7,35.06,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,30.22,1.65
2011-08-10,neutral,82.89,1076.7,42.99,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,30.83,1.68
2011-08-11,up,85.72,1084.4,39.0,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,31.03,1.69
2011-08-12,up,85.38,1077.7,36.36,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,30.96,1.69
2011-08-16,neutral,86.65,1047.8,32.85,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,32.37,1.77
2011-08-17,down,87.58,1069.2,31.58,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,32.82,1.79
2011-08-18,neutral,82.38,1067.9,42.67,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,32.3,1.76
2011-08-19,up,82.26,1075.8,43.05,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,29.97,1.64
2011-08-22,up,84.12,1089.2,42.44,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,29.32,1.6
2011-08-23,up,85.44,1084.5,36.27,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,30.78,1.68
2011-08-24,up,85.16,1076.2,35.9,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,31.15,1.7
2011-08-25,up,85.3,1082.7,39.76,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,30.83,1.68
2011-08-26,neutral,85.37,1088.3,35.59,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,31.15,1.7
2011-08-29,down,87.27,1076.6,32.28,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,32.08,1.75
2011-08-30,down,88.9,1072.2,32.89,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,32.21,1.76
2011-08-31,down,88.81,1071.8,31.62,1719535.1,3.25,124.44,90.707,103.29,106.9,100.3,3.2,59.5,0.5,0.0,32.76,1.79
2011-09-01,down,88.93,1065.8,31.82,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,32.74,1.79
2011-09-02,down,86.45,1062.5,33.92,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,32.48,1.77
2011-09-06,up,86.02,1071.8,37.0,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,30.14,1.65
2011-09-07,up,89.34,1076.0,33.38,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,31.54,1.72
2011-09-08,neutral,89.05,1067.9,34.32,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,31.39,1.71
2011-09-09,up,87.24,1078.5,38.52,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,30.72,1.68
2011-09-14,up,88.91,1075.8,34.6,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,29.53,1.61
2011-09-15,up,89.4,1104.3,31.97,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,30.02,1.64
2011-09-16,neutral,87.96,1111.9,30.98,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,31.7,1.73
2011-09-19,neutral,85.7,1117.5,32.73,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,31.53,1.72
2011-09-20,neutral,86.89,1141.7,32.86,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,32.0,1.75
2011-09-21,down,85.92,1140.3,37.32,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,32.19,1.76
2011-09-22,neutral,80.51,1164.0,41.35,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,31.23,1.7
2011-09-23,up,79.85,1176.1,41.25,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,29.02,1.58
2011-09-26,up,80.24,1161.6,39.02,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,27.3,1.49
2011-09-27,up,84.45,1180.6,37.71,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,28.8,1.57
2011-09-28,up,81.21,1166.5,41.08,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,28.51,1.56
2011-09-29,up,82.14,1179.7,38.84,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,29.53,1.61
2011-09-30,up,79.2,1177.0,42.96,1729897.0,3.25,125.94,90.62,107.92,106.2,100.1,3.3,58.8,0.5,0.0,29.62,1.62
2011-10-04,neutral,75.67,1187.2,40.82,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,27.73,1.51
2011-10-05,up,79.68,1152.5,37.81,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,25.5,1.39
2011-10-06,up,82.59,1184.9,36.27,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,26.23,1.43
2011-10-07,up,82.98,1180.2,36.2,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,27.82,1.52
2011-10-10,up,85.41,1163.8,33.02,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,28.3,1.55
2011-10-11,neutral,85.81,1170.9,32.86,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,29.17,1.59
2011-10-12,neutral,85.57,1171.8,31.26,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,29.33,1.6
2011-10-13,neutral,84.23,1165.3,30.7,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,29.81,1.63
2011-10-14,neutral,86.8,1157.2,28.24,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,29.96,1.64
2011-10-17,down,86.38,1153.8,33.39,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,30.71,1.68
2011-10-18,neutral,88.34,1150.4,31.56,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,30.35,1.66
2011-10-19,neutral,86.11,1147.5,34.44,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,30.33,1.66
2011-10-20,up,85.3,1133.6,34.78,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,28.82,1.57
2011-10-21,up,87.4,1137.3,31.32,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,30.01,1.64
2011-10-24,neutral,91.27,1148.4,29.26,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,31.95,1.74
2011-10-25,neutral,93.17,1132.8,32.22,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,31.52,1.72
2011-10-26,neutral,90.2,1131.1,29.86,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,31.96,1.74
2011-10-27,neutral,93.96,1130.7,25.46,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,32.44,1.77
2011-10-28,neutral,93.32,1106.3,24.53,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,32.84,1.79
2011-10-31,neutral,93.19,1104.0,29.96,1741703.8,3.25,118.92,90.448,105.41,105.4,99.9,3.2,59.5,0.5,1.1,32.21,1.76
2011-11-01,neutral,92.19,1116.9,34.77,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,31.48,1.72
2011-11-02,neutral,92.51,1123.7,32.74,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,31.83,1.74
2011-11-03,up,94.07,1124.8,30.5,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,31.54,1.72
2011-11-04,neutral,94.26,1124.0,30.16,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,32.52,1.78
2011-11-07,neutral,95.52,1106.4,29.85,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,33.05,1.8
2011-11-08,neutral,96.8,1115.7,27.48,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,33.11,1.81
2011-11-09,neutral,95.74,1113.9,36.16,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,32.72,1.79
2011-11-10,up,97.78,1123.5,32.81,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,30.74,1.68
2011-11-11,up,98.99,1130.3,30.04,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,31.37,1.71
2011-11-14,up,98.14,1124.9,31.13,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,32.63,1.78
2011-11-15,up,99.37,1125.5,31.22,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,32.1,1.75
2011-11-16,up,102.59,1129.5,33.51,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,31.32,1.71
2011-11-17,up,98.82,1139.0,34.51,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,32.04,1.75
2011-11-18,up,97.41,1136.8,32.0,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,31.27,1.71
2011-11-21,up,96.92,1137.4,32.91,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,30.91,1.69
2011-11-22,up,98.01,1146.2,31.97,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,30.96,1.69
2011-11-23,up,96.17,1144.8,33.98,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,30.01,1.64
2011-11-25,up,96.77,1155.3,34.47,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,29.38,1.6
2011-11-28,up,98.21,1155.6,32.13,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,30.27,1.65
2011-11-29,up,99.79,1128.0,30.64,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,31.13,1.7
2011-11-30,up,100.36,1140.3,27.8,1751343.0,3.25,118.36,90.534,105.43,104.7,99.7,3.3,59.4,0.5,1.1,31.14,1.7
2011-12-01,up,100.2,1140.2,27.41,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,32.33,1.76
2011-12-02,up,100.96,1127.2,27.52,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,32.59,1.78
2011-12-05,up,100.99,1124.6,27.84,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,32.61,1.78
2011-12-06,up,101.28,1130.5,28.13,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,32.36,1.77
2011-12-07,up,100.49,1127.0,28.67,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,32.86,1.79
2011-12-08,neutral,98.34,1127.1,30.59,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,32.62,1.78
2011-12-09,up,99.41,1131.2,26.38,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,31.84,1.74
2011-12-12,up,97.77,1145.6,25.67,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,32.66,1.78
2011-12-13,up,100.14,1134.5,25.41,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,32.49,1.77
2011-12-14,up,94.95,1163.3,26.04,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,32.45,1.77
2011-12-15,up,93.87,1156.7,25.11,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,31.4,1.71
2011-12-16,up,93.53,1154.9,24.29,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,31.72,1.73
2011-12-19,up,93.88,1156.5,24.92,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,30.51,1.67
2011-12-20,up,97.22,1175.8,23.22,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,30.74,1.68
2011-12-21,up,98.67,1155.5,21.43,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,31.71,1.73
2011-12-22,up,99.53,1150.0,21.16,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,31.71,1.73
2011-12-23,up,99.68,1152.1,20.73,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,32.02,1.75
2011-12-27,up,101.34,1147.5,21.91,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,31.4,1.71
2011-12-28,up,99.36,1155.5,23.52,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,31.09,1.7
2011-12-29,up,99.65,1155.7,22.65,1753606.2,3.25,126.45,90.879,106.88,104.1,99.6,3.2,59.4,0.5,1.1,31.17,1.7
