날짜,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,레이블,WTI,환율,VIX,PER,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률
2021-06-18,0.7960644294241058,-1.4328254048537203,-0.0167521697133253,0.5494297769564997,0.61403139937087,-1.0205006311527232,0.6817464535333915,0.6524859423194039,down,71.64,1133.54,20.7,5.82,0.49,3405825.3,0.5,102.05,139.06,130.49,104.6,102.2,3.7,60.6,0.9,1.7
2021-06-21,0.658319131866935,-1.84681654239954,-0.0183754713195983,-0.0410270148236012,0.6183150478609427,-0.9480488039784774,0.7050136921433494,0.4702193628877002,down,73.66,1134.25,17.89,5.69,0.48,3405825.3,0.5,102.05,139.06,130.49,104.6,102.2,3.7,60.6,0.9,1.7
2021-06-22,0.7841248725488128,0.8642302384714334,-0.0177797353903059,0.5561141934672181,0.7950155480764378,-0.8562764895577657,0.702498314996327,0.4263403715430305,down,73.06,1130.34,16.66,5.8,0.49,3405825.3,0.5,102.05,139.06,130.49,104.6,102.2,3.7,60.6,0.9,1.7
2021-06-23,0.692474093747896,-0.3737158034074138,-0.0181958049282244,0.1550492028241302,0.8689084845301903,-0.7657117055899584,0.3270782758032203,0.5748538807096045,down,73.08,1132.51,16.32,5.76,0.48,3405825.3,0.5,102.05,139.06,130.49,104.6,102.2,3.7,60.6,0.9,1.7
2021-06-24,0.7704237417083127,0.5575846732579888,-0.0215022969378949,0.5382890827719694,0.993134290742296,-0.6630716170931102,0.6980964049890376,0.7166167758231521,down,73.3,1132.61,15.97,5.82,0.49,3405825.3,0.5,102.05,139.06,130.49,104.6,102.2,3.7,60.6,0.9,1.7
2021-06-25,0.8419632177397811,2.176676990669026,-0.0202225679046001,0.9092741991168254,1.062743578705976,-0.5543938763317412,1.1760180629233112,0.3723354591188224,down,74.05,1130.8,15.62,5.97,0.5,3405825.3,0.5,102.05,139.06,130.49,104.6,102.2,3.7,60.6,0.9,1.7
2021-06-28,0.9780937391621788,0.5603439389593723,-0.0164779420633336,1.7069479027291885,0.9256668270236524,-0.5556014067846455,1.2030583672538024,0.1664417305015267,down,72.91,1125.34,15.76,6.0,0.5,3405825.3,0.5,102.05,139.06,130.49,104.6,102.2,3.7,60.6,0.9,1.7
2021-06-29,0.8738183469439439,-1.3119974240761705,-0.0159042704277187,1.3292783698736148,0.6964916328047678,-0.7753719492131912,1.1496066028795748,0.0415553705205446,down,72.98,1129.04,16.02,5.88,0.49,3405825.3,0.5,102.05,139.06,130.49,104.6,102.2,3.7,60.6,0.9,1.7
2021-06-30,0.7794762745850717,-0.6907470679628189,-0.0168877075173442,0.9560651146918524,0.5583439689999261,-0.9649542303191346,1.2068314329743364,-0.0360766910892553,down,73.47,1130.51,15.83,5.85,0.49,3405825.3,0.5,102.05,139.06,130.49,104.6,102.2,3.7,60.6,0.9,1.7
2021-07-01,0.7046583136739122,-1.2924657919044154,-0.0173920342299727,0.6385553304327412,0.4169835688275299,-1.0627641970043666,1.0169204583741387,-0.0664544543278725,down,75.23,1129.6,15.48,5.77,0.48,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
