,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,레이블,WTI,환율,VIX,PER,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률
2013-07-03,0.1557681704103351,-0.0076260347384058,0.9053457853468446,-1.037809297003371,-2.2993222641160704,1.1633719111407623,-1.7346340346375804,0.536632568585811,up,101.24,1133.0,16.2,45.47,1.06,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-05,0.1558727081039266,-0.0079517162487852,-1.2732714393989768,-0.6349304670771071,-2.0485163428310886,0.8774186436432949,-1.683835734120513,0.4648604949868919,up,103.22,1138.9,14.89,45.98,1.07,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-08,0.155932051723925,-0.0074719899113649,-0.0506973396369436,-0.3958821587832623,-1.915924677438392,0.7136777684787704,-1.5158549903652112,0.454607341615618,up,103.14,1141.6,14.78,46.9,1.09,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-09,0.1560338439831394,-0.0067038038760751,0.1134523731401957,0.0482118967109064,-1.8775849187706235,0.6163824658447774,-1.3444107261201093,0.4956199551007145,up,103.53,1147.4,14.35,47.06,1.1,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-10,0.1559785129210768,-0.0072207753987108,-1.011835868251285,-0.189806030943741,-1.8408426500473456,0.513154522806273,-1.68614474778038,0.546885721957085,up,106.52,1140.9,14.21,46.74,1.09,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-11,0.1560123028826417,-0.0059846296250114,-0.3080747633666984,-0.0476135027344709,-1.7162384343771002,0.3589058722889671,-1.5343270996441447,0.541759145271448,up,104.91,1134.6,14.01,47.57,1.11,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-12,0.1559610688534189,-0.0069985391453564,-0.254507217449925,-0.2567807724915852,-1.6651187561534095,0.2366934799560246,-1.7386748085423471,0.6955564458405592,up,105.95,1123.4,13.84,47.44,1.11,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-15,0.1560128097320652,-0.0064490382703739,-4.307349273550567,-0.0527654059304594,-1.554891949983577,0.1263463684321058,-1.451202607888944,0.6955564458405592,up,106.32,1123.8,13.79,48.26,1.12,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-16,0.1559809626932903,-0.0073329495821289,-0.7443992528523572,-0.1733199407165796,-1.511759721482338,0.0076935603418705,-1.2041381462832077,0.5315059919001731,up,106.0,1120.9,14.42,48.16,1.12,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-17,0.1560133165814887,-0.0065078385436399,0.3162406632634106,-0.0548261672088542,-1.4254952644798604,0.0243049534745035,-0.7890929409221696,0.6032780654990922,up,106.48,1113.8,13.78,48.98,1.14,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-18,0.1559463279826862,-0.0073379910746932,-0.333905890135855,-0.2938744755026991,-1.4079228750904669,0.0432894027689412,-0.8162238514256032,0.5109996851576254,up,108.04,1116.1,13.77,48.47,1.13,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-19,0.1559793999075679,-0.006560053167602,-3.08904641311722,-0.1836237471085551,-1.2801236795312405,-0.0611250683504656,-1.0090264920244725,0.6545438323554627,up,108.05,1123.6,12.54,48.99,1.14,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-22,0.15601204945793,-0.0065063021778021,-1.2041920558615165,-0.0774945412712022,-1.185871772806311,-0.1679125956316776,-0.4288868099829654,0.3725821146454249,up,106.91,1118.4,12.29,50.25,1.17,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-23,0.1559690094943867,-0.0077039351865608,-0.0307137055951006,-0.2135047856452856,-1.238588940974492,-0.1679125956316776,-0.9374470685686046,0.2905568876752319,up,107.23,1117.6,12.66,49.95,1.16,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-24,0.1560258188672677,-0.0071020802304737,0.0319635195061853,-0.0414312188992858,-1.2258090214185693,-0.1109592477483647,-1.0350028956979722,0.2290379674475867,up,105.39,1116.3,13.18,50.31,1.17,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-25,0.1559468348321097,-0.0068746334219856,-0.1795458704348826,-0.2722364820795492,-1.2513688605304143,-0.1002804950202435,-1.0321166286231391,0.3264429244746915,up,105.49,1115.0,12.97,50.25,1.17,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-26,0.1560295780004918,-0.0066994534365018,-0.0059574394933977,-0.0383400769816929,-1.2673437599753177,-0.0884152142112198,-1.0165307864190392,0.3725821146454249,up,104.7,1115.4,12.72,50.33,1.17,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-29,0.1558619797911297,-0.0081700679584948,-0.0654100825923227,-0.5236493580437658,-1.2865136393092018,-0.0551924279459542,-1.3380609385554758,0.454607341615618,up,104.55,1086.9,13.39,50.14,1.17,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
