,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,레이블,WTI,환율,VIX,PER,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률
2013-06-19,-0.6555867745977709,-0.0316619293337426,2.3542715510260663,1.0655852849491634,0.1867029641298096,-0.259997298025901,1.1240208007126515,-0.5949199979153992,up,98.24,1133.5,16.64,12.11,1.82,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-20,-0.6556005227168529,-0.0318643180344449,2.222399971527153,0.8480823323690488,0.0721783029632306,-0.2012215533936283,0.9712328198052332,-0.6368597583303377,up,95.4,1129.6,20.49,11.78,1.77,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-21,-0.6556188453442521,-0.0299660756874239,-0.0010600532468208,0.5555408611487942,0.0107810557295066,-0.0339367417479288,0.1318420604990481,-0.63610408697151,up,93.69,1144.9,18.9,11.7,1.76,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-24,-0.655641066141373,-0.0321230617667796,2.500591021478936,0.187960871288401,-0.031570514811307,-0.0248943194968101,-0.1762489298080914,-0.6213684954743695,up,95.18,1156.9,20.11,11.55,1.73,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-25,-0.6556557365403577,-0.0318067161609646,0.0098540388054759,-0.0643425537045318,-0.0217970754557346,-0.0147215944643013,-0.5296104329766876,-0.6648195986069635,up,95.32,1160.6,18.47,11.39,1.71,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-26,-0.6556339707346553,-0.0310323082389242,-2.5691927930631384,0.2890997442381543,0.0446121919603341,-0.10740642253827,-0.3139467397616902,-0.7003361524718663,up,95.5,1152.3,17.21,11.25,1.69,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-27,-0.6556170991609697,-0.0310786811361177,-0.8217711890782085,0.5762036416439056,0.1019998230481823,-0.1673124699519324,0.0004318217762068,-0.7547444903074623,up,97.05,1155.1,16.86,11.78,1.77,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-06-28,-0.6555994159809697,-0.0303857530339033,-0.3149695951339349,0.8937579524108723,0.0869637625011478,-0.065585219626845,0.4160402801293069,-0.7638125466133949,up,96.56,1147.2,16.86,11.87,1.78,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1
2013-07-01,-0.655615574324864,-0.0311661731755371,0.4648799176439267,0.666467366964653,0.0190508890303756,0.1197844365210922,0.6562255011442603,-0.7335856922602861,up,97.99,1121.9,16.37,11.78,1.77,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
2013-07-02,-0.6556291625820962,-0.0333046297790974,0.657792458319787,0.4718022244054505,-0.0643992470056655,0.2927207620737411,0.492119892021478,-0.7264068143514227,up,99.6,1134.3,16.44,11.77,1.77,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8
