,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,레이블,WTI,환율,VIX,PER,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률
2015-05-12,-0.6556664374466413,-0.0320313363848009,0.2605157025869969,-0.80059004818822,0.4593568620493676,0.0587480863260398,-0.9936331898066236,-0.8499590815197551,down,60.75,1095.95,13.86,10.89,1.5,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
2015-05-13,-0.6556503282910086,-0.0310150885020432,-0.3481674991447941,-0.3786343201827974,0.5222577153377951,0.2599419814134349,-0.2630174127925507,-0.8235105839607849,down,60.5,1092.38,13.76,10.92,1.51,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
2015-05-14,-0.6556379697403132,-0.0308002757807904,-0.4033335928213701,-0.0262795370030124,0.5876645787173949,0.4317480041846941,0.1972328012989306,-0.8031074572724365,down,59.88,1091.4,12.74,11.0,1.52,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
2015-05-15,-0.6556499716761128,-0.0317776258977185,1.5789988054065942,-0.4156098221214173,0.6320209573311465,0.6487661382115473,0.1909452300681726,-0.7736362742781553,down,59.69,1088.24,12.38,10.92,1.51,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
2015-05-18,-0.6556396913294648,-0.0307996090718853,-0.957605852822992,-0.1295934394785663,0.7021892398839739,0.8895206306475876,0.3600808961755611,-0.75550016166629,down,59.43,1081.84,12.73,10.89,1.5,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
2015-05-19,-0.6556274803435538,-0.0308656398922442,-1.2006545312843435,0.2260238879899205,0.782381562801491,1.0703690756699655,0.8090134820516782,-0.7502104621544958,down,57.26,1088.24,12.85,11.0,1.52,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
2015-05-20,-0.6556126500827194,-0.0309733751675302,0.4923478379580855,0.6947427508000676,0.8415234009531598,1.323556898701295,1.341570765296876,-0.7498326264750821,down,58.98,1093.5,12.88,11.16,1.54,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
2015-05-21,-0.6556271606198543,-0.0317474190265504,-0.4371803030910929,0.2825746556607506,0.8736003301201667,1.5315326104770288,1.1409972430356976,-0.744542926963288,down,60.72,1095.41,12.11,11.03,1.52,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
2015-05-22,-0.6556149004456818,-0.0303552842149522,-2.5648589623836315,0.6751674850678574,0.9588046732200284,1.7609840750991708,1.4710947326504895,-0.7558779973457038,down,59.72,1091.48,12.13,11.11,1.53,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
2015-05-26,-0.655600193155501,-0.0316781752760408,0.9408036997330969,1.1862994236311268,0.9876237892685112,1.982523420251584,1.649032998480939,-0.7759032883546384,down,58.03,1095.75,14.06,11.2,1.55,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
2015-05-27,-0.65561450693959,-0.0315525298760731,-1.4413021387636455,0.8132818599562305,0.9938888144964422,2.01191129256772,1.7188250391423523,-0.7781703024311216,down,57.51,1105.87,13.27,10.97,1.51,2171395.4,1.75,94.89,98.46,99.02,97.8,100.6,3.7,60.4,0.5,0.6
