날짜,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,레이블,WTI,환율,VIX,PER,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률
2020-10-26,-0.3552401788148029,-1.2302297027968825,-0.0446382354714581,-1.9382001753218856,-1.6164448661855162,1.978885846376284,-0.8887465357964495,-0.9484066067381848,up,38.56,1127.76,32.46,7.52,0.65,3154881.6,0.5,100.18,108.07,106.95,83.9,99.7,4.2,59.9,1.3,1.0
2020-10-27,-0.3802944283996146,-0.1562794365010868,-0.0452442051932231,-2.219525258559131,-1.6866278411421525,2.2383981808926894,-1.3481135372319333,-0.9586771755395962,up,39.57,1131.64,33.35,7.45,0.64,3154881.6,0.5,100.18,108.07,106.95,83.9,99.7,4.2,59.9,1.3,1.0
2020-10-28,-0.3596581636676422,0.9423261972038304,-0.0445791164742128,-2.1341899833105,-1.716977235717995,2.359335967851791,-1.1659507608006208,-0.9843535975431252,up,37.39,1128.23,40.28,7.63,0.65,3154881.6,0.5,100.18,108.07,106.95,83.9,99.7,4.2,59.9,1.3,1.0
2020-10-29,-0.3761614748276036,0.1520250271222826,-0.0452614482340863,-2.3086115349175915,-1.8194064424114644,2.5067288957081955,-1.8533040942293315,-0.9894888819438312,up,36.17,1134.18,37.59,7.45,0.64,3154881.6,0.5,100.18,108.07,106.95,83.9,99.7,4.2,59.9,1.3,1.0
2020-10-30,-0.3944604830567835,-3.3539564959677706,-0.0450274355366568,-2.495223840131631,-1.836477976860376,2.5029495898657244,-1.565351133969896,-0.8867831939297148,up,35.79,1129.52,38.02,7.44,0.64,3154881.6,0.5,100.18,108.07,106.95,83.9,99.7,4.2,59.9,1.3,1.0
2020-11-02,-0.2904525686825195,-1.0593208720608034,-0.0451678431551145,-2.11543497776135,-1.826993791055425,2.499170284023252,-1.6026888459092334,-0.9381360379367728,up,36.81,1135.61,37.13,7.47,0.64,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-03,-0.2539400616084082,0.0500783945707362,-0.0450964077001097,-1.963519432813238,-1.8042317451235432,2.354296893395162,-1.5302763136632458,-0.8662420563268916,up,37.66,1132.14,35.55,7.59,0.65,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-04,-0.2855785337803548,-0.6395846198956454,-0.0451037975747654,-2.287043278536069,-1.808025419445524,2.228320031979431,-1.688113005043172,-0.7789422215148927,up,39.15,1130.33,29.57,7.58,0.65,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-05,-0.2589281090229043,1.0885875905185975,-0.0451900127790815,-2.1876417491255764,-1.783366536352651,2.0985638647212284,-1.6654840887163007,-0.6967776711035994,up,38.79,1129.74,27.58,7.67,0.66,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-06,-0.2816165989768407,-1.2018018765466012,-0.0451382836564918,-2.410826315160457,-1.7681918390647295,1.9751065405338115,-1.7741028870852822,-0.5581249922845426,up,37.14,1122.63,24.86,7.64,0.66,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-09,-0.2563058212392835,2.07776493679985,-0.0453649064792657,-2.327366540466741,-1.7112867242350247,1.8604675966454969,-1.7299765002478835,-0.4913662950753665,up,40.29,1121.15,25.75,7.8,0.67,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-10,-0.2147482604945105,2.348117772901755,-0.0451506001142513,-2.186703998848119,-1.6942151897861133,1.7458286527571816,-0.8027566537543394,-0.542719139082425,up,41.36,1118.69,24.8,7.94,0.68,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
