,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,레이블,WTI,환율,VIX,PER,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률
2013-08-09,0.6556984960912039,-0.0190322665247919,0.0588186031922266,1.130461008465315,-0.0487085393883869,-0.7113503549903069,0.704780671277594,-1.211765568078326,up,105.97,1111.6,13.41,37.74,1.02,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-12,0.6556002708732291,-0.0202421624449335,0.2512869953339854,0.9067122035328752,-0.1401515050360811,-0.6031968629446929,0.3948769031329711,-1.1464800017438943,up,106.11,1110.6,12.81,37.61,1.01,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-13,0.6555314302801734,-0.0203577157922654,0.0597268125338608,0.7460198799904871,-0.2254470444217453,-0.4845769039269229,0.0975611023597933,-1.090795253988056,up,106.83,1113.2,12.31,37.62,1.01,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-14,0.6556176883726771,-0.0185018960902685,0.2641407606659036,1.0348592463578177,-0.3238058646142231,-0.3392093070914203,0.4464276266541269,-0.9621442850349112,up,106.85,1117.6,13.04,37.69,1.01,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-16,0.6555388949227938,-0.0186021172897231,-0.3171543541426495,0.8680646826809082,-0.4659650969236636,-0.1833752432837615,0.0544023570862676,-0.8718965903961379,neutral,107.46,1117.3,14.37,37.66,1.01,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-19,0.6554650779013244,-0.0190022320378723,0.1252888573076539,0.7114405192282006,-0.634250890846731,-0.0159117717292624,0.1527083879870764,-0.9102998647105096,up,107.1,1112.5,15.1,37.64,1.01,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-20,0.6551799996450551,-0.0233566410798788,0.6168537890163086,0.0340918642963613,-0.8217473918386416,0.1166634765847155,-0.4838831047974289,-0.9295015018676952,up,104.97,1117.5,14.91,37.12,1.0,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-21,0.6549752551617496,-0.0232474113192318,1.1419427650502387,-0.5466379885055613,-0.9470012019275,0.293430474336687,-1.01257773439812,-1.0946355814194928,up,103.85,1119.5,15.94,36.55,0.98,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-22,0.654752619233433,-0.0191071908276737,0.1091435562089214,-1.279923844670511,-0.9892647574789554,0.4364721896228212,-1.8403864458250525,-1.3020132627170993,up,105.03,1117.8,14.76,36.09,0.97,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-23,0.6545740602424946,-0.0183431358169792,-0.2741593511132132,-1.9532043395126697,-0.9308642079896716,0.2597051918708501,-2.032802518502855,-1.298172935285662,up,106.42,1120.1,13.98,36.08,0.97,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-26,0.6547175472617557,-0.0191913200289154,-0.2360743347509697,-1.666399053190179,-0.8394212423419776,0.0085099845391016,-1.7504723931718738,-1.2808914618441951,up,105.92,1112.8,14.99,36.28,0.98,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-27,0.6548065305412478,-0.0198781941342215,0.2022713292450393,-1.4751955289751857,-0.7502835615425446,-0.2205893480736502,-1.3704356639577715,-1.2194462229412004,up,109.01,1111.0,16.77,36.38,0.98,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-28,0.6549275051462565,-0.0173596141008211,-0.9198544140998944,-1.2026288029665777,-0.6442404585225295,-0.4485257399117184,-1.046745074406328,-1.1868034397739846,up,110.1,1116.4,16.49,36.48,0.98,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-29,0.6550567737986213,-0.0187435488956293,-0.5112855471101745,-0.8893804760611623,-0.5243656464129474,-0.7171650588637271,-1.0371542421233224,-1.2962527715699437,up,108.8,1113.9,16.81,36.83,0.99,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
2013-08-30,0.6551790517539288,-0.0171631494419234,-0.2797069483019214,-0.5669787889539651,-0.4321542524824994,-0.9218426352081146,-0.8093719754019361,-1.3538576830415008,up,107.65,1111.7,17.01,37.11,1.0,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8
