OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,Date
0.6557059607338244,-0.018341455476807784,0.47440697069149146,0.5395607554391906,-0.4459859615720666,0.40274690715698475,0.3295393582049948,-0.11727225011873682,2013-06-18
0.6556137783217806,-0.019873749774708786,1.2377424604028275,0.2527554691166998,-0.7210832867979028,0.4271686634253493,0.1509101069340128,-0.021264064332807937,2013-06-19
0.6555260983925872,-0.020092369935503365,1.853958320810096,-0.033032777183370866,-0.9854226160651868,0.4841527613848661,0.029825849361065655,-0.030864882911400965,2013-06-20
0.6554307168479918,-0.01944813924298636,1.1757007713007475,-0.35340038424572734,-1.2105721029120304,0.6306832989950529,-0.6463278265908386,-0.149915033285953,2013-06-21
0.6552797651861103,-0.02190980189655666,1.3530419823700643,-0.8954827161956829,-1.3242994887595827,0.8086132375217082,-1.1918064126867898,-0.2996878031120016,2013-06-24
0.6551642409550785,-0.02106553422863178,0.12612507836460085,-1.3439973660829825,-1.2904886443184185,0.8179167637191802,-1.6090076169975391,-0.46098155523236206,2013-06-25
0.6553217093684541,-0.019050750266678327,-0.8144243574127658,-0.93311319702523,-1.1052974281747692,0.6876673969545697,-1.2931095786760378,-0.5800317056069141,2013-06-26
0.6554285840929573,-0.018518967224484293,-1.4654645505374724,-0.6259671102543355,-0.8978217918312612,0.39925808483293257,-1.199598963916732,-0.6549180905199388,2013-06-27
0.6555295344979205,-0.017835400253020977,-0.4650523567748974,-0.3127187833489203,-0.7495151332597909,0.1480628775011845,-0.9214648277095658,-0.8392538072289221,2013-06-28
0.6553956448763144,-0.020837446536643347,-0.14772864062621652,-0.8039491141778669,-0.7011041514463057,-0.05312587651915112,-1.0970969438921083,-0.9410224841620065,2013-07-01
0.6554868793972318,-0.018304732777035645,-0.2030349258422495,-0.5252801480347374,-0.594292620143537,-0.18221230250907774,-0.9520356056116465,-0.885337736406168,2013-07-02
0.6553990809816477,-0.020997050804768422,-0.5681093710775157,-0.8527670352540352,-0.5228287898474399,-0.32060225469647596,-1.3368677509672515,-0.8680562629647007,2013-07-03
0.6555179228316219,-0.017781779807700304,-1.3959868572787286,-0.4968030274069723,-0.37990112925524566,-0.4473627991370342,-0.9436436273640164,-0.9352619930148509,2013-07-04
0.6556488502934579,-0.015751954378870312,0.12091171249765476,-0.06252693783355599,-0.32534272117973057,-0.5450498242104919,-0.5474223686723421,-1.1560808203224875,2013-07-05
0.6554782298907033,-0.020546898127142173,0.7503187833213127,-0.6991939918685882,-0.36376413531741725,-0.4822510223775549,-1.215783493394304,-1.161841311469643,2013-07-08
0.6555798912140113,-0.018448670869115724,0.2661763579659428,-0.3584855843578279,-0.30690044239364106,-0.4148004574458819,-1.3590465506217022,-1.2405680238141048,2013-07-09
0.6554696988705656,-0.01931149112442722,-1.0109363057953036,-0.7907275938864042,-0.24158403835957376,-0.5020210155471835,-1.7588643714195038,-1.2002445857840147,2013-07-10
0.6555410276778283,-0.01765024665482252,-0.5865300161743974,-0.5629106288642846,-0.11325651513970043,-0.6834397763978906,-1.5238889804858633,-1.3327358821685966,2013-07-11
0.6556322621987457,-0.01768437362425387,0.0411345525083051,-0.25474750207097,-0.0863615252433198,-0.7799638606966642,-1.4423669060803146,-1.3730593201986865,2013-07-12
0.6555397243275295,-0.01917745658504225,0.4757959589344295,-0.6015581497162509,-0.07176138787099888,-0.7636826898510879,-1.427980657655806,-1.2904922804227879,2013-07-15
0.6554308353343826,-0.01992279326918298,0.010131383652165942,-1.035834239289668,-0.03333997373331227,-0.7474015190055115,-2.2042386455615826,-1.3000930990013808,2013-07-16
0.6555115245665186,-0.01688371065628757,-0.6817711595681184,-0.7978468740433455,0.07577684241771775,-0.8392738402055493,-1.0587336147600852,-1.3154544087271294,2013-07-17
0.6556576182863773,-0.018746501602637806,-0.09460707129993201,-0.33102550375248346,0.141093246451785,-0.938123806053691,-0.10084924049488744,-1.4076222670816212,2013-07-18
0.6557923373127189,-0.019109240893679658,-0.8701612868318384,0.15918778705404316,0.20564122220309855,-0.9404496876030589,-0.36999197143673596,-1.484428815710364,2013-07-19
0.6558744483815445,-0.021282257313420917,0.02822551045778787,0.48260651418366024,0.28248405047847175,-0.8857914711929101,0.007647049706614626,-1.49018930685752,2013-07-22
0.6559663938208068,-0.018045983339125805,-0.05928653362018579,0.8650135626136476,0.3631690201676137,-0.8253185509093409,0.6778064554816402,-1.4921094705732385,2013-07-23
0.6558798987555214,-0.01912498356472487,0.0344338572595179,0.6107535570086027,0.3931377231950092,-0.7346091704839876,0.6472356775795596,-1.4498658688274297,2013-07-24
0.6559807306740938,-0.018901350431582562,0.15064608783618183,1.0338422063353978,0.4377065635947257,-0.6729733094257343,0.5039726203521614,-1.3768996476301238,2013-07-25
0.6558904440443029,-0.018352651795006607,-0.21394500748761297,0.7836503608200335,0.4845806888427034,-0.6066856852687451,0.47879668560927124,-1.3039334264328177,2013-07-26
0.6559586922054047,-0.0180829100255652,-0.3236255867339963,1.0663874870528436,0.5483602363112632,-0.4857398447016071,1.0530477685542399,-1.2808914618441951,2013-07-29
0.6560608274742759,-0.018071321033031912,-0.13836309333891886,1.507782856783202,0.5683393716628603,-0.3647940041344686,1.5541687553412893,-1.2866519529913507,2013-07-30
0.6561775365692156,-0.017243606883154582,-0.2984695377510674,2.0529163088004183,0.5721815130766289,-0.3461869517395243,2.3094467976279907,-1.284731789275632,2013-07-31
0.65607623070508,-0.018881219497358073,0.001286465923766833,1.8505253443388014,0.5114756787390841,-0.35897930026104885,2.414945952741054,-1.2559293335398534,2013-08-01
0.6559752803001169,-0.020109372224218863,0.07368932600047039,1.6349128595857243,0.4261801393534197,-0.46480691075729474,2.3999602772988573,-1.2002445857840147,2013-08-02
0.6558853491294984,-0.020103938529369925,0.5121751100506028,1.4335389351465284,0.33166346057471063,-0.5776121659016447,2.0840622389773564,-1.1656816389010805,2013-08-05
