OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,Date
0.1563241419904341,-0.005950894241063679,0.11103628691685231,1.039438071619004,-0.0676288116630808,0.06939302054879287,1.8408736176659932,0.24954427419013545,2013-06-04
0.15624967736263537,-0.009109560342886139,-0.00010994676608417874,0.7571137764788594,-0.23536525583456533,0.07176607671059752,1.5418563487132568,0.203405084019402,2013-06-05
0.15636785775320872,-0.00756599571175127,-0.12730388155114986,1.4608637530508253,-0.29127740389172685,0.07413913287240217,1.141242478726386,0.11112670367793508,2013-06-07
0.1564304958944597,-0.006875908792612739,0.7019401554233721,1.87198562809067,-0.42227157933993376,0.1239733122703012,0.7885406421817481,0.22903796744758675,2013-06-10
0.15636929382657522,-0.006315301987093371,0.3173531283857024,1.6875474936742991,-0.6267502922346959,0.17736707591090697,0.8410707029437157,0.12650643373484594,2013-06-11
0.15628401641107573,-0.0076751392343635295,0.5904178771920552,1.4175877662045258,-0.8472039045743612,0.32686961410460363,0.35155980705197654,0.13163301042048287,2013-06-12
0.15621073443193179,-0.0068454541574190925,-0.09041077765047287,1.1702964127971003,-1.002160429189923,0.5404446686670268,0.6251779257461797,0.16751904721994243,2013-06-13
0.15612059970945735,-0.007948941908649032,0.11846003304279334,0.8457265114498536,-1.147532014138543,0.7231699931259894,0.49125513347391153,0.2546708508757724,2013-06-14
0.15600144785748904,-0.007058777619097471,0.32038342070473363,0.3645387529445717,-1.2976960689206343,0.9296258792029987,0.2222550420994416,0.3520758079028763,2013-06-17
0.15592955971425965,-0.006320568636720106,-0.3398442602956938,0.04409037415411607,-1.459042553314157,1.1206569002282778,-0.21414853961536304,0.42897445818743235,2013-06-18
0.1560458816569469,-0.006002745029911027,0.20778628180596312,0.6592276157550871,-1.6235840175966612,1.2725324945837782,-0.15873221177856237,0.4751136483581658,2013-06-19
0.15590210537048815,-0.007033239042948896,0.8542538660402417,-0.009489419084159805,-1.8743899388816427,1.497972829955226,-0.2591743059827636,0.5622654520139958,2013-06-20
0.15581936220210602,-0.005711315440269775,0.3653583486910172,-0.45358347457832854,-2.075673671887424,1.674765514009676,-0.6730650045138684,0.6442906789841888,2013-06-21
0.15572973432905507,-0.007627632652368058,1.061078367649405,-0.9790776005691082,-2.2482025858923795,1.7352784461356965,-1.0546295118068394,0.6391641022985518,2013-06-24
0.15568445578055806,-0.00721898349129343,0.4073061180628393,-1.2593411344308572,-2.289737324449128,1.6973095475468212,-1.5141232301203111,0.6084046421847292,2013-06-25
0.1557427012268056,-0.006723969067242172,-1.8825952233669918,-1.0233839680546053,-2.229032706558496,1.5893354921847067,-1.4483163408141104,0.5007465317863514,2013-06-26
0.15581598320594953,-0.006843187004991015,-1.1336366974716632,-0.7111786343777302,-2.1363782897780563,1.4113562800493538,-1.4131038825011435,0.2956834643608689,2013-06-27
0.15585817842045374,-0.006385074187385064,0.09886811207217987,-0.5205582161261728,-2.1299883300000952,1.3235532020625802,-0.9160886922148379,0.23416454413322368,2013-06-28
0.15581471608239086,-0.007213090453160795,-0.25614927864451903,-0.7534242405848318,-2.2178502769470634,1.301009168525435,-1.2543591933853082,0.367455537959788,2013-07-01
0.1558544615246816,-0.006175361808697798,0.193932173902719,-0.5854721963956223,-2.2434101160589086,1.2286309555903914,-1.42407169738551,0.5571388753283588,2013-07-02
0.15576817041033517,-0.007626034738405863,0.9053457853468446,-1.037809297003371,-2.2993222641160704,1.1633719111407623,-1.7346340346375804,0.536632568585811,2013-07-03
