Date,forward_stage,WTI,USDKRW,VIX,M2,1,2,3,4,5,6,7,8
2007-01-02,neutral,61,914,12,1144712,5,77,77,64,109,101,3,60
2007-01-03,neutral,58,914,12,1144712,5,77,77,64,109,101,3,60
2007-01-04,up,56,925,12,1144712,5,77,77,64,109,101,3,60
2007-01-05,up,56,925,12,1144712,5,77,77,64,109,101,3,60
2007-01-08,up,56,924,12,1144712,5,77,77,64,109,101,3,60
2007-01-09,up,56,928,12,1144712,5,77,77,64,109,101,3,60
2007-01-10,up,54,930,11,1144712,5,77,77,64,109,101,3,60
2007-01-11,up,52,930,11,1144712,5,77,77,64,109,101,3,60
2007-01-12,up,53,928,10,1144712,5,77,77,64,109,101,3,60
2007-01-16,up,51,925,11,1144712,5,77,77,64,109,101,3,60
2007-01-17,up,52,925,11,1144712,5,77,77,64,109,101,3,60
2007-01-18,up,50,924,11,1144712,5,77,77,64,109,101,3,60
2007-01-19,up,52,927,10,1144712,5,77,77,64,109,101,3,60
2007-01-22,up,51,931,11,1144712,5,77,77,64,109,101,3,60
2007-01-23,up,55,923,10,1144712,5,77,77,64,109,101,3,60
2007-01-24,up,55,928,10,1144712,5,77,77,64,109,101,3,60
2007-01-25,up,54,929,11,1144712,5,77,77,64,109,101,3,60
2007-01-26,up,55,929,11,1144712,5,77,77,64,109,101,3,60
2007-01-29,up,54,925,11,1144712,5,77,77,64,109,101,3,60
2007-01-30,up,57,931,11,1144712,5,77,77,64,109,101,3,60
2007-01-31,up,58,924,10,1144712,5,77,77,64,109,101,3,60
2007-02-01,up,57,926,10,1153967,5,71,77,61,110,101,3,60
2007-02-02,up,59,931,10,1153967,5,71,77,61,110,101,3,60
2007-02-05,up,59,925,11,1153967,5,71,77,61,110,101,3,60
2007-02-06,up,59,917,11,1153967,5,71,77,61,110,101,3,60
2007-02-07,up,58,919,10,1153967,5,71,77,61,110,101,3,60
2007-02-08,up,60,920,10,1153967,5,71,77,61,110,101,3,60
2007-02-09,up,60,922,11,1153967,5,71,77,61,110,101,3,60
2007-02-12,up,58,926,12,1153967,5,71,77,61,110,101,3,60
2007-02-13,up,59,927,10,1153967,5,71,77,61,110,101,3,60
2007-02-14,up,58,927,10,1153967,5,71,77,61,110,101,3,60
2007-02-15,up,58,923,10,1153967,5,71,77,61,110,101,3,60
2007-02-16,up,59,925,10,1153967,5,71,77,61,110,101,3,60
2007-02-20,up,58,896,10,1153967,5,71,77,61,110,101,3,60
2007-02-21,up,60,928,10,1153967,5,71,77,61,110,101,3,60
2007-02-22,up,61,895,10,1153967,5,71,77,61,110,101,3,60
2007-02-23,up,61,927,11,1153967,5,71,77,61,110,101,3,60
2007-02-26,up,61,925,11,1153967,5,71,77,61,110,101,3,60
2007-02-27,up,61,928,18,1153967,5,71,77,61,110,101,3,60
2007-02-28,up,62,929,15,1153967,5,71,77,61,110,101,3,60
2007-03-01,up,62,904,16,1159543,5,82,77,70,111,101,3,60
2007-03-02,up,62,904,19,1159543,5,82,77,70,111,101,3,60
2007-03-05,up,60,910,20,1159543,5,82,77,70,111,101,3,60
2007-03-06,up,61,934,16,1159543,5,82,77,70,111,101,3,60
2007-03-07,up,62,934,15,1159543,5,82,77,70,111,101,3,60
2007-03-08,up,62,935,14,1159543,5,82,77,70,111,101,3,60
2007-03-09,up,60,935,14,1159543,5,82,77,70,111,101,3,60
2007-03-12,up,59,932,14,1159543,5,82,77,70,111,101,3,60
2007-03-13,up,58,932,18,1159543,5,82,77,70,111,101,3,60
2007-03-14,up,58,936,17,1159543,5,82,77,70,111,101,3,60
2007-03-15,up,58,929,16,1159543,5,82,77,70,111,101,3,60
2007-03-16,up,57,934,17,1159543,5,82,77,70,111,101,3,60
2007-03-19,up,57,932,15,1159543,5,82,77,70,111,101,3,60
2007-03-20,up,57,927,13,1159543,5,82,77,70,111,101,3,60
2007-03-21,up,60,920,12,1159543,5,82,77,70,111,101,3,60
2007-03-22,up,62,929,13,1159543,5,82,77,70,111,101,3,60
2007-03-23,up,62,927,13,1159543,5,82,77,70,111,101,3,60
2007-03-26,up,63,927,13,1159543,5,82,77,70,111,101,3,60
2007-03-27,up,63,927,13,1159543,5,82,77,70,111,101,3,60
2007-03-28,up,64,930,15,1159543,5,82,77,70,111,101,3,60
2007-03-29,up,66,929,15,1159543,5,82,77,70,111,101,3,60
2007-03-30,up,66,932,15,1159543,5,82,77,70,111,101,3,60
2007-04-02,up,66,926,15,1167387,5,82,78,69,113,101,3,60
2007-04-03,up,65,929,13,1167387,5,82,78,69,113,101,3,60
2007-04-04,up,64,923,13,1167387,5,82,78,69,113,101,3,60
2007-04-05,up,64,922,13,1167387,5,82,78,69,113,101,3,60
2007-04-09,up,62,927,13,1167387,5,82,78,69,113,101,3,60
2007-04-10,up,62,922,13,1167387,5,82,78,69,113,101,3,60
2007-04-11,up,62,921,13,1167387,5,82,78,69,113,101,3,60
2007-04-12,up,64,919,13,1167387,5,82,78,69,113,101,3,60
2007-04-13,up,64,918,12,1167387,5,82,78,69,113,101,3,60
2007-04-16,up,64,922,12,1167387,5,82,78,69,113,101,3,60
2007-04-17,up,63,920,12,1167387,5,82,78,69,113,101,3,60
2007-04-18,up,63,916,12,1167387,5,82,78,69,113,101,3,60
2007-04-19,up,62,926,13,1167387,5,82,78,69,113,101,3,60
2007-04-20,up,63,927,12,1167387,5,82,78,69,113,101,3,60
2007-04-23,up,66,925,13,1167387,5,82,78,69,113,101,3,60
2007-04-24,up,65,925,13,1167387,5,82,78,69,113,101,3,60
2007-04-25,up,66,926,13,1167387,5,82,78,69,113,101,3,60
2007-04-26,up,65,928,13,1167387,5,82,78,69,113,101,3,60
2007-04-27,up,66,926,12,1167387,5,82,78,69,113,101,3,60
2007-04-30,up,66,931,14,1167387,5,82,78,69,113,101,3,60
2007-05-01,up,64,892,14,1171925,5,82,78,70,114,101,3,60
2007-05-02,up,64,930,13,1171925,5,82,78,70,114,101,3,60
2007-05-03,up,63,927,13,1171925,5,82,78,70,114,101,3,60
2007-05-04,up,62,927,13,1171925,5,82,78,70,114,101,3,60
2007-05-07,up,61,922,13,1171925,5,82,78,70,114,101,3,60
2007-05-08,up,62,921,13,1171925,5,82,78,70,114,101,3,60
2007-05-09,up,62,924,13,1171925,5,82,78,70,114,101,3,60
2007-05-10,up,62,926,14,1171925,5,82,78,70,114,101,3,60
2007-05-11,up,62,926,13,1171925,5,82,78,70,114,101,3,60
2007-05-14,up,62,923,14,1171925,5,82,78,70,114,101,3,60
2007-05-15,up,63,924,14,1171925,5,82,78,70,114,101,3,60
2007-05-16,up,63,923,14,1171925,5,82,78,70,114,101,3,60
2007-05-17,up,65,890,14,1171925,5,82,78,70,114,101,3,60
2007-05-18,up,65,933,13,1171925,5,82,78,70,114,101,3,60
2007-05-21,up,66,928,13,1171925,5,82,78,70,114,101,3,60
2007-05-22,neutral,65,930,13,1171925,5,82,78,70,114,101,3,60
2007-05-23,down,66,931,13,1171925,5,82,78,70,114,101,3,60
2007-05-24,up,64,931,14,1171925,5,82,78,70,114,101,3,60
2007-05-25,up,65,927,13,1171925,5,82,78,70,114,101,3,60
2007-05-29,up,63,931,14,1171925,5,82,78,70,114,101,3,60
2007-05-30,up,63,931,13,1171925,5,82,78,70,114,101,3,60
2007-05-31,up,64,931,13,1171925,5,82,78,70,114,101,3,60
2007-06-01,up,65,928,13,1185035,5,78,78,71,115,101,3,60
2007-06-04,up,66,931,13,1185035,5,78,78,71,115,101,3,60
2007-06-05,up,66,926,14,1185035,5,78,78,71,115,101,3,60
2007-06-06,up,66,931,15,1185035,5,78,78,71,115,101,3,60
2007-06-07,up,67,928,17,1185035,5,78,78,71,115,101,3,60
2007-06-08,up,65,930,15,1185035,5,78,78,71,115,101,3,60
2007-06-11,up,66,931,15,1185035,5,78,78,71,115,101,3,60
2007-06-12,up,65,931,17,1185035,5,78,78,71,115,101,3,60
2007-06-13,up,66,931,15,1185035,5,78,78,71,115,101,3,60
2007-06-14,neutral,68,931,14,1185035,5,78,78,71,115,101,3,60
2007-06-15,up,68,926,14,1185035,5,78,78,71,115,101,3,60
2007-06-18,neutral,69,931,13,1185035,5,78,78,71,115,101,3,60
2007-06-19,neutral,69,926,13,1185035,5,78,78,71,115,101,3,60
2007-06-20,up,68,931,15,1185035,5,78,78,71,115,101,3,60
2007-06-21,up,69,927,14,1185035,5,78,78,71,115,101,3,60
2007-06-22,neutral,69,925,16,1185035,5,78,78,71,115,101,3,60
2007-06-25,up,69,931,17,1185035,5,78,78,71,115,101,3,60
2007-06-26,up,68,931,19,1185035,5,78,78,71,115,101,3,60
2007-06-27,up,69,925,16,1185035,5,78,78,71,115,101,3,60
2007-06-28,up,70,931,16,1185035,5,78,78,71,115,101,3,60
2007-06-29,up,71,922,16,1185035,5,78,78,71,115,101,3,60
2007-07-02,up,71,920,15,1198509,5,81,78,72,116,102,3,60
2007-07-03,up,71,917,15,1198509,5,81,78,72,116,102,3,60
2007-07-05,up,72,921,15,1198509,5,81,78,72,116,102,3,60
2007-07-06,up,73,918,15,1198509,5,81,78,72,116,102,3,60
2007-07-09,up,72,920,15,1198509,5,81,78,72,116,102,3,60
2007-07-10,up,73,916,18,1198509,5,81,78,72,116,102,3,60
2007-07-11,up,73,918,17,1198509,5,81,78,72,116,102,3,60
2007-07-12,up,73,916,16,1198509,5,81,78,72,116,102,3,60
2007-07-13,neutral,74,916,15,1198509,5,81,78,72,116,102,3,60
2007-07-16,neutral,74,918,16,1198509,5,81,78,72,116,102,3,60
2007-07-17,up,74,917,16,1198509,5,81,78,72,116,102,3,60
2007-07-18,up,75,915,16,1198509,5,81,78,72,116,102,3,60
2007-07-19,up,76,916,15,1198509,5,81,78,72,116,102,3,60
2007-07-20,neutral,76,914,17,1198509,5,81,78,72,116,102,3,60
2007-07-23,neutral,75,915,17,1198509,5,81,78,72,116,102,3,60
2007-07-24,down,74,913,19,1198509,5,81,78,72,116,102,3,60
2007-07-25,neutral,76,912,18,1198509,5,81,78,72,116,102,3,60
2007-07-26,neutral,75,916,21,1198509,5,81,78,72,116,102,3,60
2007-07-27,neutral,77,921,24,1198509,5,81,78,72,116,102,3,60
2007-07-30,neutral,77,920,21,1198509,5,81,78,72,116,102,3,60
2007-07-31,neutral,78,920,24,1198509,5,81,78,72,116,102,3,60
2007-08-01,up,77,931,24,1211902,5,82,78,73,116,102,3,60
2007-08-02,up,77,921,21,1211902,5,82,78,73,116,102,3,60
2007-08-03,up,75,922,25,1211902,5,82,78,73,116,102,3,60
2007-08-06,up,72,922,23,1211902,5,82,78,73,116,102,3,60
2007-08-07,up,72,922,22,1211902,5,82,78,73,116,102,3,60
2007-08-08,up,72,924,21,1211902,5,82,78,73,116,102,3,60
2007-08-09,up,72,923,26,1211902,5,82,78,73,116,102,3,60
2007-08-10,up,71,931,28,1211902,5,82,78,73,116,102,3,60
2007-08-13,up,72,929,27,1211902,5,82,78,73,116,102,3,60
2007-08-14,up,72,934,28,1211902,5,82,78,73,116,102,3,60
2007-08-15,up,73,931,31,1211902,5,82,78,73,116,102,3,60
2007-08-16,up,71,944,31,1211902,5,82,78,73,116,102,3,60
2007-08-17,up,72,949,30,1211902,5,82,78,73,116,102,3,60
2007-08-20,up,71,942,26,1211902,5,82,78,73,116,102,3,60
2007-08-21,up,69,944,25,1211902,5,82,78,73,116,102,3,60
2007-08-22,up,69,942,23,1211902,5,82,78,73,116,102,3,60
2007-08-23,up,70,941,23,1211902,5,82,78,73,116,102,3,60
2007-08-24,up,71,939,21,1211902,5,82,78,73,116,102,3,60
2007-08-27,neutral,72,938,23,1211902,5,82,78,73,116,102,3,60
2007-08-28,down,72,940,26,1211902,5,82,78,73,116,102,3,60
2007-08-29,down,74,941,24,1211902,5,82,78,73,116,102,3,60
2007-08-30,neutral,73,940,25,1211902,5,82,78,73,116,102,3,60
2007-08-31,down,74,937,23,1211902,5,82,78,73,116,102,3,60
2007-09-04,down,75,937,23,1221147,5,75,79,69,116,102,3,60
2007-09-05,neutral,76,938,25,1221147,5,75,79,69,116,102,3,60
2007-09-06,neutral,76,938,24,1221147,5,75,79,69,116,102,3,60
2007-09-07,neutral,77,937,26,1221147,5,75,79,69,116,102,3,60
2007-09-10,up,77,937,27,1221147,5,75,79,69,116,102,3,60
2007-09-11,up,78,931,25,1221147,5,75,79,69,116,102,3,60
2007-09-12,up,80,931,25,1221147,5,75,79,69,116,102,3,60
2007-09-13,up,80,931,25,1221147,5,75,79,69,116,102,3,60
2007-09-14,neutral,79,925,25,1221147,5,75,79,69,116,102,3,60
2007-09-17,neutral,81,931,26,1221147,5,75,79,69,116,102,3,60
2007-09-18,up,82,922,20,1221147,5,75,79,69,116,102,3,60
2007-09-19,neutral,82,924,20,1221147,5,75,79,69,116,102,3,60
2007-09-20,down,83,923,20,1221147,5,75,79,69,116,102,3,60
2007-09-21,down,82,919,19,1221147,5,75,79,69,116,102,3,60
2007-09-24,down,81,921,19,1221147,5,75,79,69,116,102,3,60
2007-09-25,down,80,919,19,1221147,5,75,79,69,116,102,3,60
2007-09-26,down,80,920,18,1221147,5,75,79,69,116,102,3,60
2007-09-27,down,83,918,17,1221147,5,75,79,69,116,102,3,60
2007-09-28,down,82,911,18,1221147,5,75,79,69,116,102,3,60
2007-10-01,down,80,912,18,1233925,5,91,79,81,115,102,3,60
2007-10-02,down,80,913,18,1233925,5,91,79,81,115,102,3,60
2007-10-03,down,80,899,19,1233925,5,91,79,81,115,102,3,60
2007-10-04,down,81,915,18,1233925,5,91,79,81,115,102,3,60
2007-10-05,down,81,917,17,1233925,5,91,79,81,115,102,3,60
2007-10-08,down,79,914,17,1233925,5,91,79,81,115,102,3,60
2007-10-09,down,80,917,16,1233925,5,91,79,81,115,102,3,60
2007-10-10,down,81,916,17,1233925,5,91,79,81,115,102,3,60
2007-10-11,down,83,918,19,1233925,5,91,79,81,115,102,3,60
2007-10-12,down,84,916,18,1233925,5,91,79,81,115,102,3,60
2007-10-15,down,86,917,19,1233925,5,91,79,81,115,102,3,60
2007-10-16,down,88,915,20,1233925,5,91,79,81,115,102,3,60
2007-10-17,down,87,917,19,1233925,5,91,79,81,115,102,3,60
2007-10-18,down,89,917,19,1233925,5,91,79,81,115,102,3,60
2007-10-19,down,89,913,23,1233925,5,91,79,81,115,102,3,60
2007-10-22,down,88,913,22,1233925,5,91,79,81,115,102,3,60
2007-10-23,down,85,916,20,1233925,5,91,79,81,115,102,3,60
2007-10-24,down,87,915,21,1233925,5,91,79,81,115,102,3,60
2007-10-25,down,90,914,21,1233925,5,91,79,81,115,102,3,60
2007-10-26,down,92,908,20,1233925,5,91,79,81,115,102,3,60
2007-10-29,down,94,906,20,1233925,5,91,79,81,115,102,3,60
2007-10-30,down,90,905,21,1233925,5,91,79,81,115,102,3,60
2007-10-31,down,95,899,19,1233925,5,91,79,81,115,102,3,60
2007-11-01,down,93,905,23,1250947,5,94,79,82,114,102,3,60
2007-11-02,down,96,908,23,1250947,5,94,79,82,114,102,3,60
2007-11-05,down,94,907,24,1250947,5,94,79,82,114,102,3,60
2007-11-06,down,97,906,21,1250947,5,94,79,82,114,102,3,60
2007-11-07,down,96,908,26,1250947,5,94,79,82,114,102,3,60
2007-11-08,down,95,907,26,1250947,5,94,79,82,114,102,3,60
2007-11-09,down,96,905,29,1250947,5,94,79,82,114,102,3,60
2007-11-12,down,95,912,31,1250947,5,94,79,82,114,102,3,60
2007-11-13,down,91,916,24,1250947,5,94,79,82,114,102,3,60
2007-11-14,down,94,914,26,1250947,5,94,79,82,114,102,3,60
2007-11-15,down,93,916,28,1250947,5,94,79,82,114,102,3,60
2007-11-16,down,95,918,25,1250947,5,94,79,82,114,102,3,60
2007-11-19,down,95,918,26,1250947,5,94,79,82,114,102,3,60
2007-11-20,down,98,918,25,1250947,5,94,79,82,114,102,3,60
2007-11-21,down,97,931,27,1250947,5,94,79,82,114,102,3,60
2007-11-23,down,98,931,26,1250947,5,94,79,82,114,102,3,60
2007-11-26,down,98,931,29,1250947,5,94,79,82,114,102,3,60
2007-11-27,down,94,931,26,1250947,5,94,79,82,114,102,3,60
2007-11-28,down,91,931,24,1250947,5,94,79,82,114,102,3,60
2007-11-29,down,91,928,24,1250947,5,94,79,82,114,102,3,60
2007-11-30,down,89,919,23,1250947,5,94,79,82,114,102,3,60
2007-12-03,down,89,931,24,1266140,5,93,79,75,113,101,3,60
2007-12-04,down,88,921,24,1266140,5,93,79,75,113,101,3,60
2007-12-05,down,87,931,23,1266140,5,93,79,75,113,101,3,60
2007-12-06,down,90,920,21,1266140,5,93,79,75,113,101,3,60
2007-12-07,down,88,919,21,1266140,5,93,79,75,113,101,3,60
2007-12-10,down,88,923,21,1266140,5,93,79,75,113,101,3,60
2007-12-11,down,90,925,24,1266140,5,93,79,75,113,101,3,60
2007-12-12,down,94,925,22,1266140,5,93,79,75,113,101,3,60
2007-12-13,down,92,921,23,1266140,5,93,79,75,113,101,3,60
2007-12-14,down,91,929,23,1266140,5,93,79,75,113,101,3,60
2007-12-17,down,91,930,25,1266140,5,93,79,75,113,101,3,60
2007-12-18,down,90,930,23,1266140,5,93,79,75,113,101,3,60
2007-12-19,down,91,936,22,1266140,5,93,79,75,113,101,3,60
2007-12-20,down,91,943,21,1266140,5,93,79,75,113,101,3,60
2007-12-21,down,93,938,18,1266140,5,93,79,75,113,101,3,60
2007-12-24,down,94,922,19,1266140,5,93,79,75,113,101,3,60
2007-12-26,down,96,931,19,1266140,5,93,79,75,113,101,3,60
2007-12-27,down,97,939,20,1266140,5,93,79,75,113,101,3,60
2007-12-28,down,96,935,21,1266140,5,93,79,75,113,101,3,60
2007-12-31,down,96,926,23,1266140,5,93,79,75,113,101,3,60
2008-01-02,down,100,937,23,1286034,5,101,79,75,111,101,3,60
2008-01-03,down,99,935,22,1286034,5,101,79,75,111,101,3,60
2008-01-04,down,98,940,24,1286034,5,101,79,75,111,101,3,60
2008-01-07,down,95,939,24,1286034,5,101,79,75,111,101,3,60
2008-01-08,down,96,939,25,1286034,5,101,79,75,111,101,3,60
2008-01-09,down,96,937,24,1286034,5,101,79,75,111,101,3,60
2008-01-10,down,94,933,23,1286034,5,101,79,75,111,101,3,60
2008-01-11,down,93,937,24,1286034,5,101,79,75,111,101,3,60
2008-01-14,down,94,937,23,1286034,5,101,79,75,111,101,3,60
2008-01-15,neutral,92,937,23,1286034,5,101,79,75,111,101,3,60
2008-01-16,neutral,91,938,24,1286034,5,101,79,75,111,101,3,60
2008-01-17,neutral,90,947,28,1286034,5,101,79,75,111,101,3,60
2008-01-18,neutral,91,942,27,1286034,5,101,79,75,111,101,3,60
2008-01-22,up,90,950,31,1286034,5,101,79,75,111,101,3,60
2008-01-23,up,87,948,29,1286034,5,101,79,75,111,101,3,60
2008-01-24,up,89,946,28,1286034,5,101,79,75,111,101,3,60
2008-01-25,up,91,946,29,1286034,5,101,79,75,111,101,3,60
2008-01-28,up,91,949,28,1286034,5,101,79,75,111,101,3,60
2008-01-29,up,92,943,27,1286034,5,101,79,75,111,101,3,60
2008-01-30,up,92,941,28,1286034,5,101,79,75,111,101,3,60
2008-01-31,up,92,941,26,1286034,5,101,79,75,111,101,3,60
2008-02-01,up,89,946,24,1311930,5,91,80,70,110,100,3,60
2008-02-04,up,90,942,26,1311930,5,91,80,70,110,100,3,60
2008-02-05,up,88,943,28,1311930,5,91,80,70,110,100,3,60
2008-02-06,up,87,942,29,1311930,5,91,80,70,110,100,3,60
2008-02-07,up,88,942,28,1311930,5,91,80,70,110,100,3,60
2008-02-08,up,92,941,28,1311930,5,91,80,70,110,100,3,60
2008-02-11,up,94,944,28,1311930,5,91,80,70,110,100,3,60
2008-02-12,up,93,945,26,1311930,5,91,80,70,110,100,3,60
2008-02-13,up,93,946,25,1311930,5,91,80,70,110,100,3,60
2008-02-14,up,95,944,26,1311930,5,91,80,70,110,100,3,60
2008-02-15,up,96,944,25,1311930,5,91,80,70,110,100,3,60
2008-02-19,up,100,944,26,1311930,5,91,80,70,110,100,3,60
2008-02-20,up,101,942,24,1311930,5,91,80,70,110,100,3,60
2008-02-21,up,98,947,25,1311930,5,91,80,70,110,100,3,60
2008-02-22,up,99,947,24,1311930,5,91,80,70,110,100,3,60
2008-02-25,up,99,945,23,1311930,5,91,80,70,110,100,3,60
2008-02-26,up,101,939,22,1311930,5,91,80,70,110,100,3,60
2008-02-27,up,100,941,23,1311930,5,91,80,70,110,100,3,60
2008-02-28,up,103,934,24,1311930,5,91,80,70,110,100,3,60
2008-02-29,up,102,938,27,1311930,5,91,80,70,110,100,3,60
2008-03-03,up,102,945,26,1328751,5,103,81,83,107,100,3,60
2008-03-04,up,100,946,26,1328751,5,103,81,83,107,100,3,60
2008-03-05,up,105,948,25,1328751,5,103,81,83,107,100,3,60
2008-03-06,up,105,947,28,1328751,5,103,81,83,107,100,3,60
2008-03-07,up,105,955,27,1328751,5,103,81,83,107,100,3,60
2008-03-10,up,108,965,29,1328751,5,103,81,83,107,100,3,60
2008-03-11,up,109,969,26,1328751,5,103,81,83,107,100,3,60
2008-03-12,up,110,967,27,1328751,5,103,81,83,107,100,3,60
2008-03-13,up,110,980,27,1328751,5,103,81,83,107,100,3,60
2008-03-14,up,110,996,31,1328751,5,103,81,83,107,100,3,60
2008-03-17,up,106,988,32,1328751,5,103,81,83,107,100,3,60
2008-03-18,up,109,1017,26,1328751,5,103,81,83,107,100,3,60
2008-03-19,up,104,1010,30,1328751,5,103,81,83,107,100,3,60
2008-03-20,up,102,1008,27,1328751,5,103,81,83,107,100,3,60
2008-03-24,up,101,1008,26,1328751,5,103,81,83,107,100,3,60
2008-03-25,up,101,975,26,1328751,5,103,81,83,107,100,3,60
2008-03-26,neutral,106,982,26,1328751,5,103,81,83,107,100,3,60
2008-03-27,neutral,108,986,26,1328751,5,103,81,83,107,100,3,60
2008-03-28,neutral,106,992,26,1328751,5,103,81,83,107,100,3,60
2008-03-31,neutral,102,992,26,1328751,5,103,81,83,107,100,3,60
2008-04-01,neutral,101,992,23,1344402,5,106,81,86,105,100,3,60
2008-04-02,down,105,970,23,1344402,5,106,81,86,105,100,3,60
2008-04-03,down,104,975,23,1344402,5,106,81,86,105,100,3,60
2008-04-04,down,106,973,22,1344402,5,106,81,86,105,100,3,60
2008-04-07,down,109,975,22,1344402,5,106,81,86,105,100,3,60
2008-04-08,down,109,976,22,1344402,5,106,81,86,105,100,3,60
2008-04-09,down,111,974,23,1344402,5,106,81,86,105,100,3,60
2008-04-10,down,110,976,22,1344402,5,106,81,86,105,100,3,60
2008-04-11,down,110,973,23,1344402,5,106,81,86,105,100,3,60
2008-04-14,down,112,979,24,1344402,5,106,81,86,105,100,3,60
2008-04-15,down,114,987,23,1344402,5,106,81,86,105,100,3,60
2008-04-16,down,115,990,21,1344402,5,106,81,86,105,100,3,60
2008-04-17,down,115,992,20,1344402,5,106,81,86,105,100,3,60
2008-04-18,down,117,1000,20,1344402,5,106,81,86,105,100,3,60
2008-04-21,down,117,995,21,1344402,5,106,81,86,105,100,3,60
2008-04-22,down,119,997,21,1344402,5,106,81,86,105,100,3,60
2008-04-23,down,118,991,20,1344402,5,106,81,86,105,100,3,60
2008-04-24,down,116,995,20,1344402,5,106,81,86,105,100,3,60
2008-04-25,down,119,995,20,1344402,5,106,81,86,105,100,3,60
2008-04-28,down,119,995,20,1344402,5,106,81,86,105,100,3,60
2008-04-29,down,116,1004,20,1344402,5,106,81,86,105,100,3,60
2008-04-30,down,113,1002,21,1344402,5,106,81,86,105,100,3,60
2008-05-01,down,113,1002,19,1359570,5,107,82,86,102,100,3,60
2008-05-02,down,116,1008,18,1359570,5,107,82,86,102,100,3,60
2008-05-05,down,120,1007,19,1359570,5,107,82,86,102,100,3,60
2008-05-06,down,122,1015,18,1359570,5,107,82,86,102,100,3,60
2008-05-07,down,124,1029,20,1359570,5,107,82,86,102,100,3,60
2008-05-08,down,124,1040,19,1359570,5,107,82,86,102,100,3,60
2008-05-09,down,126,1041,19,1359570,5,107,82,86,102,100,3,60
2008-05-12,down,124,1038,18,1359570,5,107,82,86,102,100,3,60
2008-05-13,down,126,1049,18,1359570,5,107,82,86,102,100,3,60
2008-05-14,down,124,1047,18,1359570,5,107,82,86,102,100,3,60
2008-05-15,down,124,1046,16,1359570,5,107,82,86,102,100,3,60
2008-05-16,down,126,1036,16,1359570,5,107,82,86,102,100,3,60
2008-05-19,down,127,1040,17,1359570,5,107,82,86,102,100,3,60
2008-05-20,down,129,1048,18,1359570,5,107,82,86,102,100,3,60
2008-05-21,down,133,1039,19,1359570,5,107,82,86,102,100,3,60
2008-05-22,down,131,1042,18,1359570,5,107,82,86,102,100,3,60
2008-05-23,down,132,1045,20,1359570,5,107,82,86,102,100,3,60
2008-05-27,down,129,1044,20,1359570,5,107,82,86,102,100,3,60
2008-05-28,down,131,1031,19,1359570,5,107,82,86,102,100,3,60
2008-05-29,down,127,1031,18,1359570,5,107,82,86,102,100,3,60
2008-05-30,down,127,1029,18,1359570,5,107,82,86,102,100,3,60
2008-06-02,down,128,1022,20,1369707,5,105,82,85,99,99,3,60
2008-06-03,down,124,1016,20,1369707,5,105,82,85,99,99,3,60
2008-06-04,down,122,1020,21,1369707,5,105,82,85,99,99,3,60
2008-06-05,down,128,1021,19,1369707,5,105,82,85,99,99,3,60
2008-06-06,down,139,1026,24,1369707,5,105,82,85,99,99,3,60
2008-06-09,down,134,1037,23,1369707,5,105,82,85,99,99,3,60
2008-06-10,down,131,1027,23,1369707,5,105,82,85,99,99,3,60
2008-06-11,down,136,1030,24,1369707,5,105,82,85,99,99,3,60
2008-06-12,down,137,1029,23,1369707,5,105,82,85,99,99,3,60
2008-06-13,down,135,1043,21,1369707,5,105,82,85,99,99,3,60
2008-06-16,down,135,1038,21,1369707,5,105,82,85,99,99,3,60
2008-06-17,down,134,1021,21,1369707,5,105,82,85,99,99,3,60
2008-06-18,down,137,1026,22,1369707,5,105,82,85,99,99,3,60
2008-06-19,down,132,1027,22,1369707,5,105,82,85,99,99,3,60
2008-06-20,down,135,1031,23,1369707,5,105,82,85,99,99,3,60
2008-06-23,down,137,1034,23,1369707,5,105,82,85,99,99,3,60
2008-06-24,down,137,1033,22,1369707,5,105,82,85,99,99,3,60
2008-06-25,down,135,1027,21,1369707,5,105,82,85,99,99,3,60
2008-06-26,down,140,1039,24,1369707,5,105,82,85,99,99,3,60
2008-06-27,down,140,1041,23,1369707,5,105,82,85,99,99,3,60
2008-06-30,down,140,1046,24,1369707,5,105,82,85,99,99,3,60
2008-07-01,down,141,1046,24,1376462,5,119,83,93,96,99,3,60
2008-07-02,down,144,1036,26,1376462,5,119,83,93,96,99,3,60
2008-07-03,down,145,1043,25,1376462,5,119,83,93,96,99,3,60
2008-07-07,down,141,1039,26,1376462,5,119,83,93,96,99,3,60
2008-07-08,down,136,1025,23,1376462,5,119,83,93,96,99,3,60
2008-07-09,down,136,999,25,1376462,5,119,83,93,96,99,3,60
2008-07-10,down,142,997,26,1376462,5,119,83,93,96,99,3,60
2008-07-11,down,145,996,27,1376462,5,119,83,93,96,99,3,60
2008-07-14,down,145,1004,28,1376462,5,119,83,93,96,99,3,60
2008-07-15,down,139,1007,29,1376462,5,119,83,93,96,99,3,60
2008-07-16,down,135,1008,25,1376462,5,119,83,93,96,99,3,60
2008-07-17,down,129,1011,25,1376462,5,119,83,93,96,99,3,60
2008-07-18,down,129,1013,24,1376462,5,119,83,93,96,99,3,60
2008-07-21,down,131,1015,23,1376462,5,119,83,93,96,99,3,60
2008-07-22,down,128,1016,21,1376462,5,119,83,93,96,99,3,60
2008-07-23,down,124,1010,21,1376462,5,119,83,93,96,99,3,60
2008-07-24,down,125,1004,23,1376462,5,119,83,93,96,99,3,60
2008-07-25,down,123,1008,23,1376462,5,119,83,93,96,99,3,60
