Date,forward_stage,WTI,USDKRW
221010,up,81.69,1132.6
251010,up,82.52,1122.1
261010,up,82.55,1117.9
271010,up,81.94,1123.1
281010,up,82.18,1132.4
291010,up,81.43,1132.4
011110,up,82.95,1117.2
021110,up,83.9,1114.1
031110,up,84.69,1111.0
041110,up,86.49,1101.7
051110,up,86.85,1104.9
081110,up,87.06,1105.2
091110,up,86.72,1119.7
101110,up,87.81,1118.8
111110,up,87.81,1105.6
121110,up,84.88,1114.0
151110,up,84.86,1126.6
161110,up,82.34,1138.1
171110,up,80.44,1131.9
181110,up,81.85,1144.0
191110,neutral,81.51,1126.3
221110,neutral,81.74,1123.6
231110,up,81.25,1128.0
241110,neutral,83.86,1163.4
251110,neutral,83.86,1147.2
261110,up,83.76,1141.0
291110,up,85.73,1154.9
301110,neutral,84.11,1163.0
011210,neutral,86.75,1161.1
021210,down,88.0,1151.1
031210,neutral,89.19,1150.3
061210,down,89.38,1132.8
071210,down,88.69,1135.6
081210,down,88.28,1136.0
091210,down,88.37,1141.0
101210,neutral,87.79,1136.4
131210,down,88.61,1145.9
141210,down,88.28,1144.2
151210,down,88.62,1141.3
161210,down,87.7,1162.0
171210,down,88.02,1151.1
201210,down,88.81,1143.0
211210,down,89.82,1154.6
221210,down,90.48,1158.7
231210,down,91.51,1150.7
241210,down,91.51,1149.1
271210,down,91.0,1125.5
281210,down,91.49,1144.1
291210,down,91.12,1146.5
301210,down,89.84,1139.2
311210,neutral,91.38,1127.1
030111,down,91.55,1122.4
040111,down,89.38,1124.8
050111,neutral,90.3,1122.0
060111,neutral,88.38,1128.0
070111,neutral,88.03,1125.8
100111,neutral,89.25,1124.0
110111,neutral,91.11,1125.4
120111,neutral,91.86,1124.3
130111,neutral,91.4,1105.6
140111,neutral,91.54,1110.9
170111,neutral,91.54,1091.4
180111,down,91.38,1115.4
190111,neutral,90.86,1111.9
200111,neutral,88.86,1116.0
210111,neutral,89.11,1100.2
240111,neutral,87.87,1114.1
250111,neutral,86.19,1120.1
260111,neutral,87.33,1117.3
270111,neutral,85.64,1114.5
280111,up,89.34,1110.8
310111,up,92.19,1117.4
010211,up,90.77,1118.6
020211,up,90.86,1109.9
030211,up,90.54,1109.9
040211,up,89.03,1115.6
070211,up,87.48,1113.4
080211,up,86.94,1099.9
090211,up,86.71,1104.4
100211,up,86.73,1104.0
110211,up,85.58,1122.8
140211,up,84.81,1125.8
150211,up,84.32,1124.8
160211,up,84.99,1121.0
170211,up,86.36,1114.5
180211,up,86.2,1113.0
210211,up,86.2,1107.1
220211,up,93.57,1117.4
230211,up,98.1,1126.5
240211,up,97.28,1126.1
250211,up,97.88,1129.9
280211,up,96.97,1127.1
010311,up,99.63,1121.2
020311,up,102.23,1126.0
030311,up,101.91,1122.5
040311,up,104.42,1115.9
070311,up,105.44,1116.0
080311,up,105.02,1118.4
090311,up,104.38,1115.3
100311,up,102.7,1115.8
110311,up,101.16,1125.0
140311,up,101.19,1119.3
150311,up,97.18,1126.1
160311,up,97.98,1136.2
170311,up,101.42,1138.6
180311,neutral,101.07,1131.8
210311,neutral,102.33,1124.6
220311,neutral,104.0,1118.3
230311,neutral,105.75,1123.5
240311,neutral,105.6,1124.9
250311,down,105.4,1119.1
280311,down,103.98,1113.4
290311,down,104.79,1112.9
300311,down,104.27,1109.6
310311,down,106.72,1098.3
010411,down,107.94,1099.2
040411,down,108.47,1085.2
050411,down,108.34,1086.5
060411,down,108.83,1087.2
070411,down,110.3,1083.3
080411,down,112.79,1087.7
110411,neutral,109.92,1079.6
120411,neutral,106.25,1087.0
130411,neutral,107.11,1090.0
140411,neutral,108.11,1088.3
150411,neutral,109.66,1088.3
180411,neutral,107.12,1089.3
190411,down,108.15,1090.1
200411,down,111.45,1084.3
210411,down,112.29,1076.5
220411,down,112.29,1081.0
250411,down,112.28,1080.8
260411,down,112.21,1079.3
270411,down,112.76,1078.1
280411,down,112.86,1070.0
290411,down,113.93,1068.8
020511,down,113.52,1069.6
030511,down,111.05,1068.0
040511,down,109.24,1073.7
050511,down,99.8,1077.7
060511,down,97.18,1083.7
090511,neutral,102.55,1095.5
100511,down,103.88,1075.1
110511,down,98.21,1077.7
120511,down,98.97,1079.7
130511,down,99.65,1086.9
160511,down,97.37,1091.0
170511,down,96.91,1095.6
180511,down,100.1,1062.7
190511,down,98.44,1087.8
200511,down,99.49,1080.7
230511,down,97.7,1087.0
240511,down,99.59,1095.2
250511,down,101.32,1093.1
260511,down,100.23,1102.2
270511,down,100.59,1084.9
300511,down,100.59,1080.4
310511,down,102.7,1075.3
010611,down,100.29,1073.4
020611,down,100.4,1082.8
030611,down,100.22,1076.6
060611,down,99.01,1072.8
070611,down,99.09,1081.1
080611,down,100.74,1079.9
090611,down,101.93,1078.2
100611,down,99.29,1083.6
130611,down,97.3,1071.3
140611,down,99.37,1081.2
150611,down,94.81,1083.4
160611,down,94.95,1084.4
170611,down,93.01,1087.6
200611,down,93.26,1087.7
210611,down,93.4,1081.7
220611,down,95.41,1079.3
230611,down,91.02,1080.3
240611,down,91.16,1074.8
270611,down,90.61,1079.2
280611,down,92.89,1081.9
290611,down,94.77,1080.5
300611,down,95.42,1068.9
010711,down,94.94,1067.9
040711,down,94.94,1062.6
050711,down,96.89,1060.2
060711,down,96.65,1067.6
070711,down,98.67,1065.8
080711,down,96.2,1062.0
110711,down,95.15,1059.6
120711,down,97.43,1056.1
130711,down,98.05,1067.8
140711,down,95.69,1049.6
150711,down,97.24,1057.1
180711,down,95.93,1059.2
190711,down,97.5,1056.3
200711,down,98.14,1058.0
210711,down,99.13,1048.0
220711,down,99.87,1050.4
250711,down,99.2,1032.3
260711,down,99.59,1052.1
270711,down,97.4,1048.3
280711,down,97.44,1052.3
290711,down,95.7,1049.0
010811,down,94.89,1055.3
020811,down,93.79,1046.8
030811,down,91.93,1056.4
040811,down,86.63,1056.9
050811,down,86.88,1067.4
080811,neutral,81.31,1056.5
090811,up,79.3,1087.7
100811,up,82.89,1076.7
110811,neutral,85.72,1084.4
120811,up,85.38,1077.7
150811,up,87.88,1055.2
160811,neutral,86.65,1047.8
170811,neutral,87.58,1069.2
180811,down,82.38,1067.9
190811,up,82.26,1075.8
220811,up,84.12,1089.2
230811,up,85.44,1084.5
240811,up,85.16,1076.2
250811,up,85.3,1082.7
260811,neutral,85.37,1088.3
290811,down,87.27,1076.6
300811,down,88.9,1072.2
310811,down,88.81,1071.8
010911,down,88.93,1065.8
020911,down,86.45,1062.5
050911,neutral,86.45,1067.8
060911,up,86.02,1071.8
070911,neutral,89.34,1076.0
080911,neutral,89.05,1067.9
090911,up,87.24,1078.5
120911,up,88.19,1081.4
130911,up,90.21,1074.3
140911,up,88.91,1075.8
150911,up,89.4,1104.3
160911,neutral,87.96,1111.9
190911,up,85.7,1117.5
200911,neutral,86.89,1141.7
210911,neutral,85.92,1140.3
220911,neutral,80.51,1164.0
230911,up,79.85,1176.1
260911,up,80.24,1161.6
270911,neutral,84.45,1180.6
280911,up,81.21,1166.5
290911,up,82.14,1179.7
300911,up,79.2,1177.0
031011,up,77.61,1187.6
041011,up,75.67,1187.2
051011,up,79.68,1152.5
061011,up,82.59,1184.9
071011,neutral,82.98,1180.2
101011,neutral,85.41,1163.8
111011,up,85.81,1170.9
121011,neutral,85.57,1171.8
131011,neutral,84.23,1165.3
141011,neutral,86.8,1157.2
171011,down,86.38,1153.8
181011,neutral,88.34,1150.4
191011,down,86.11,1147.5
201011,neutral,85.3,1133.6
211011,neutral,87.4,1137.3
241011,down,91.27,1148.4
251011,neutral,93.17,1132.8
261011,down,90.2,1131.1
271011,down,93.96,1130.7
281011,neutral,93.32,1106.3
311011,neutral,93.19,1104.0
011111,neutral,92.19,1116.9
021111,neutral,92.51,1123.7
031111,up,94.07,1124.8
041111,neutral,94.26,1124.0
071111,neutral,95.52,1106.4
081111,neutral,96.8,1115.7
091111,neutral,95.74,1113.9
101111,up,97.78,1123.5
111111,up,98.99,1130.3
141111,neutral,98.14,1124.9
151111,up,99.37,1125.5
161111,up,102.59,1129.5
171111,up,98.82,1139.0
181111,up,97.41,1136.8
211111,up,96.92,1137.4
221111,up,98.01,1146.2
231111,up,96.17,1144.8
241111,up,96.17,1159.6
251111,up,96.77,1155.3
281111,up,98.21,1155.6
291111,up,99.79,1128.0
301111,up,100.36,1140.3
011211,up,100.2,1140.2
021211,up,100.96,1127.2
051211,neutral,100.99,1124.6
061211,up,101.28,1130.5
071211,up,100.49,1127.0
081211,up,98.34,1127.1
091211,up,99.41,1131.2
121211,up,97.77,1145.6
131211,up,100.14,1134.5
141211,up,94.95,1163.3
151211,up,93.87,1156.7
161211,up,93.53,1154.9
191211,up,93.88,1156.5
201211,up,97.22,1175.8
211211,up,98.67,1155.5
221211,up,99.53,1150.0
231211,up,99.68,1152.1
261211,up,99.68,1148.0
271211,up,101.34,1147.5
281211,up,99.36,1155.5
291211,up,99.65,1155.7
301211,up,98.83,1155.4
020112,up,98.83,1159.4
030112,up,102.96,1152.6
040112,up,103.22,1144.8
050112,up,101.81,1147.2
060112,up,101.56,1153.4
090112,up,101.31,1163.6
100112,up,102.24,1156.2
110112,up,100.87,1156.1
120112,up,99.1,1155.8
130112,up,98.7,1150.6
160112,up,98.7,1153.5
170112,up,100.71,1151.6
180112,up,100.59,1142.4
190112,neutral,100.39,1135.1
200112,neutral,98.46,1130.4
230112,neutral,99.58,1138.0
240112,neutral,98.95,1126.0
250112,neutral,99.4,1127.3
260112,neutral,99.7,1117.7
270112,neutral,99.56,1125.2
300112,neutral,98.78,1118.5
310112,neutral,98.48,1125.7
010212,neutral,97.61,1123.0
020212,down,96.36,1125.4
030212,neutral,97.84,1117.6
060212,neutral,96.91,1114.2
070212,neutral,98.41,1119.2
080212,down,98.71,1116.2
090212,down,99.84,1116.5
100212,down,98.67,1118.3
130212,down,100.91,1119.1
140212,down,100.74,1119.5
150212,down,101.8,1125.5
160212,down,102.31,1123.7
170212,down,103.24,1125.6
200212,down,103.24,1119.0
210212,down,105.84,1120.7
220212,down,106.28,1123.3
230212,down,107.83,1127.1
240212,down,109.77,1126.3
270212,down,108.56,1121.9
280212,down,106.55,1125.2
290212,down,107.07,1124.6
010312,down,108.84,1118.6
020312,down,106.7,1113.7
050312,down,106.72,1095.7
060312,down,104.7,1117.5
070312,down,106.16,1122.8
080312,down,106.58,1122.0
090312,down,107.4,1114.5
120312,down,106.34,1115.7
130312,down,106.71,1122.8
140312,down,105.43,1122.1
150312,down,105.11,1131.8
160312,down,107.06,1123.3
190312,down,108.09,1124.5
200312,down,105.61,1119.1
210312,down,107.27,1126.6
220312,down,105.35,1129.2
230312,down,106.87,1132.3
260312,down,107.03,1107.9
270312,down,107.33,1132.1
280312,down,105.41,1135.3
290312,down,102.78,1136.2
300312,down,103.02,1138.0
020412,down,105.23,1129.6
030412,down,104.01,1124.7
040412,down,101.47,1125.4
050412,down,103.31,1130.0
060412,down,103.31,1129.4
090412,down,102.46,1127.7
100412,down,101.02,1125.2
110412,down,102.7,1138.4
120412,down,103.64,1142.6
130412,down,102.83,1133.5
160412,down,102.93,1119.9
170412,down,104.2,1134.8
180412,down,102.67,1133.1
190412,down,102.27,1139.6
200412,down,103.05,1139.8
230412,down,103.11,1138.9
240412,down,103.55,1140.6
250412,down,104.12,1138.3
260412,down,104.55,1136.9
270412,down,104.93,1131.7
300412,down,104.87,1131.7
010512,down,106.16,1129.0
020512,down,105.22,1129.1
030512,down,102.54,1129.4
040512,down,98.49,1130.1
070512,down,97.94,1120.3
080512,down,97.01,1137.5
090512,down,96.81,1137.0
100512,down,97.08,1143.3
110512,down,96.13,1141.7
140512,down,94.78,1147.7
150512,down,93.98,1152.6
160512,neutral,92.81,1155.0
170512,up,92.56,1165.4
180512,up,91.48,1164.8
210512,up,92.57,1168.7
220512,up,91.66,1165.7
230512,up,89.9,1165.5
240512,up,90.66,1179.9
250512,up,90.86,1176.1
280512,up,90.86,1162.7
290512,up,90.76,1183.6
300512,up,87.82,1175.1
310512,up,86.53,1179.7
010612,up,83.23,1179.0
040612,up,83.98,1184.6
050612,up,84.29,1177.5
060612,up,85.02,1177.4
070612,neutral,84.82,1173.3
080612,neutral,84.1,1163.7
110612,neutral,82.7,1134.1
120612,neutral,83.32,1170.2
130612,neutral,82.62,1168.0
140612,neutral,83.91,1165.3
150612,neutral,84.03,1163.2
180612,neutral,83.27,1131.0
190612,neutral,84.03,1156.4
200612,neutral,81.8,1152.0
210612,neutral,78.2,1150.71
220612,up,79.76,1153.2
250612,up,79.21,1160.6
260612,up,79.36,1161.0
270612,up,80.21,1157.3
280612,up,77.69,1154.4
290612,up,84.96,1157.1
020712,up,83.75,1114.7
030712,up,87.66,1142.6
040712,up,87.66,1132.3
050712,up,87.22,1136.4
060712,up,84.45,1132.6
090712,up,85.99,1126.3
100712,up,83.91,1142.0
110712,up,85.81,1139.0
120712,up,86.08,1139.8
130712,up,87.1,1153.3
160712,up,88.43,1119.8
170712,up,89.22,1145.2
180712,up,89.87,1144.3
190712,up,92.66,1141.2
200712,up,91.44,1137.4
230712,up,88.14,1144.6
240712,up,88.5,1149.1
250712,up,88.97,1148.2
260712,up,89.39,1148.2
270712,up,90.13,1145.7
300712,up,89.78,1115.2
310712,neutral,88.06,1136.6
010812,neutral,88.91,1129.4
020812,neutral,87.13,1126.0
030812,neutral,91.4,1130.9
060812,neutral,92.2,1097.8
070812,neutral,93.67,1127.2
080812,neutral,93.35,1127.8
090812,down,93.36,1129.0
100812,down,92.87,1126.1
130812,down,92.73,1105.9
140812,down,93.43,1127.9
150812,down,94.33,1129.1
160812,down,95.6,1129.6
170812,down,96.01,1132.5
200812,down,95.97,1134.6
210812,down,96.68,1134.4
220812,down,97.26,1129.6
230812,down,96.27,1127.2
240812,down,96.15,1130.7
270812,down,95.47,1112.2
280812,down,96.33,1134.2
290812,down,95.49,1133.7
300812,down,94.62,1134.0
310812,neutral,96.47,1133.6
030912,down,96.47,1132.3
040912,neutral,95.3,1130.5
050912,neutral,95.36,1132.4
060912,neutral,95.53,1135.3
070912,neutral,96.42,1133.0
100912,neutral,96.54,1097.6
110912,neutral,97.17,1127.9
120912,down,97.01,1127.5
130912,down,98.31,1126.0
140912,down,99.0,1127.9
170912,down,96.62,1116.9
180912,down,95.29,1115.4
190912,down,91.98,1117.9
200912,neutral,91.87,1114.8
210912,down,92.89,1117.8
240912,down,91.93,1119.2
250912,neutral,91.37,1119.5
260912,neutral,89.98,1117.2
270912,neutral,91.85,1118.4
280912,down,92.19,1115.4
011012,down,92.48,1099.7
021012,down,91.89,1111.3
031012,down,88.14,1112.1
041012,down,91.71,1112.3
051012,neutral,89.88,1111.3
081012,neutral,89.33,1082.7
091012,neutral,92.39,1110.2
101012,up,91.25,1110.5
111012,up,92.07,1112.6
121012,up,91.86,1112.1
151012,up,91.85,1111.7
161012,neutral,92.09,1109.5
171012,neutral,92.12,1105.7
181012,neutral,92.1,1103.7
191012,neutral,90.05,1103.9
221012,neutral,88.73,1104.5
231012,neutral,86.67,1103.4
241012,neutral,85.73,1102.5
251012,neutral,86.05,1103.0
261012,up,86.28,1097.0
291012,up,86.28,1069.9
301012,up,86.28,1096.9
311012,neutral,86.24,1090.3
011112,neutral,87.09,1089.2
021112,neutral,84.86,1089.8
051112,neutral,85.65,1091.5
061112,neutral,88.71,1089.8
071112,neutral,84.44,1089.1
081112,neutral,85.09,1085.7
091112,neutral,86.07,1088.3
121112,neutral,85.57,1057.1
131112,neutral,85.38,1088.9
141112,neutral,86.32,1088.5
151112,neutral,85.45,1085.4
161112,up,86.67,1087.6
191112,neutral,89.28,1090.0
201112,neutral,86.75,1085.3
211112,up,87.38,1081.9
221112,up,87.38,1081.0
231112,neutral,88.28,1084.2
261112,neutral,87.74,1058.1
271112,neutral,87.18,1084.7
281112,up,86.49,1085.7
291112,up,88.07,1084.4
301112,up,88.91,1082.1
031212,neutral,89.09,1055.7
041212,neutral,88.5,1055.7
051212,neutral,87.88,1082.6
061212,neutral,86.26,1081.7
071212,neutral,85.93,1082.6
101212,neutral,85.56,1082.9
111212,neutral,85.79,1076.6
121212,neutral,86.77,1074.1
131212,neutral,85.89,1072.5
141212,neutral,86.73,1073.1
171212,neutral,87.2,1045.7
181212,neutral,87.93,1071.3
191212,neutral,89.51,1071.7
201212,neutral,90.13,1071.3
211212,neutral,88.66,1073.6
241212,down,88.61,1075.4
251212,down,88.61,1072.3
261212,down,90.98,1072.1
271212,down,90.87,1072.4
281212,down,90.8,1071.6
311212,down,91.82,1038.1
010113,down,91.82,1062.5
020113,down,93.12,1062.5
030113,down,92.92,1062.6
040113,down,93.09,1061.9
070113,down,93.19,1033.1
080113,down,93.15,1062.2
090113,down,93.1,1062.9
100113,down,93.82,1059.5
110113,down,93.56,1057.6
140113,down,94.14,1023.2
150113,down,93.28,1055.3
160113,down,94.24,1056.3
170113,down,95.49,1057.8
180113,down,95.56,1057.1
210113,down,95.56,1038.6
220113,down,96.24,1063.4
230113,down,95.23,1062.9
240113,down,95.95,1066.3
250113,down,95.88,1068.3
280113,down,96.44,1074.1
290113,down,97.57,1090.9
300113,down,97.94,1083.2
310113,down,97.49,1085.4
010213,down,97.77,1087.3
040213,down,96.17,1069.0
050213,neutral,96.64,1088.5
060213,neutral,96.62,1085.8
070213,neutral,95.83,1088.5
080213,neutral,95.72,1089.3
110213,neutral,97.03,1077.2
120213,neutral,97.51,1094.9
130213,down,97.01,1092.4
140213,down,97.31,1085.8
150213,down,95.86,1084.2
180213,down,95.86,1053.0
190213,down,96.66,1082.8
200213,down,94.46,1079.3
210213,down,92.84,1079.6
220213,down,93.13,1085.9
250213,down,93.11,1060.5
260213,down,92.63,1084.9
270213,down,92.76,1089.1
280213,down,92.05,1083.9
010313,down,90.68,1083.2
040313,down,90.12,1060.3
050313,down,90.82,1089.9
060313,down,90.43,1085.5
070313,down,91.56,1083.4
080313,down,91.95,1086.6
110313,down,92.06,1076.2
120313,down,92.54,1093.0
130313,down,92.52,1094.5
140313,down,93.03,1097.7
150313,down,93.45,1106.7
180313,down,93.74,1125.8
190313,down,92.16,1113.5
200313,down,92.96,1112.2
210313,down,92.45,1114.8
220313,down,93.71,1115.2
250313,down,94.81,1089.9
260313,down,96.34,1110.2
270313,down,96.58,1106.6
280313,down,97.23,1110.5
290313,down,97.23,1112.0
010413,down,97.07,1090.0
020413,down,97.19,1086.4
030413,down,94.45,1117.1
040413,down,93.26,1116.8
050413,down,92.7,1123.6
080413,down,93.36,1136.5
090413,down,94.2,1141.3
100413,down,94.64,1138.4
110413,down,93.51,1134.3
120413,down,91.29,1128.9
150413,down,88.71,1104.0
160413,down,88.72,1118.6
170413,down,86.68,1112.8
180413,down,87.73,1120.0
190413,down,88.01,1101.7
220413,down,88.76,1099.2
230413,down,89.18,1118.7
240413,down,91.43,1118.5
250413,down,93.64,1115.7
260413,down,93.0,1110.6
290413,down,94.5,1108.8
300413,down,93.46,1103.2
010513,down,91.03,1100.7
020513,down,93.99,1099.5
030513,down,95.61,1101.5
060513,down,96.16,1072.8
070513,down,95.62,1093.8
080513,down,96.62,1089.3
090513,down,96.39,1056.2
100513,down,96.04,1091.1
130513,down,95.17,1084.3
140513,down,94.21,1112.2
150513,down,94.3,1108.9
160513,down,95.16,1113.8
170513,down,96.02,1116.7
200513,down,96.71,1093.6
210513,down,96.16,1116.5
220513,down,94.28,1110.4
230513,down,94.25,1113.1
240513,down,94.15,1127.7
270513,down,94.15,1105.2
280513,down,95.01,1121.4
290513,down,93.13,1127.0
300513,down,93.61,1131.1
310513,down,91.97,1127.6
030613,down,93.45,1107.5
040613,down,93.31,1118.8
050613,down,93.74,1122.4
060613,down,94.76,1117.8
070613,neutral,96.03,1118.2
100613,down,95.77,1097.1
110613,neutral,95.38,1097.1
120613,neutral,95.88,1097.1
130613,neutral,96.69,1127.2
140613,neutral,97.85,1129.2
170613,up,97.77,1126.5
180613,up,98.44,1125.97
190613,up,98.24,1133.5
200613,up,95.4,1129.6
210613,up,93.69,1144.9
240613,up,95.18,1156.9
250613,up,95.32,1160.6
260613,up,95.5,1152.3
270613,up,97.05,1155.1
280613,up,96.56,1147.2
010713,up,97.99,1121.9
020713,up,99.6,1134.3
030713,up,101.24,1133.0
040713,up,101.24,1140.2
050713,up,103.22,1138.9
080713,up,103.14,1141.6
090713,up,103.53,1147.4
100713,up,106.52,1140.9
110713,up,104.91,1134.6
120713,up,105.95,1123.4
150713,up,106.32,1123.8
160713,up,106.0,1120.9
170713,up,106.48,1113.8
180713,up,108.04,1116.1
190713,up,108.05,1123.6
220713,up,106.91,1118.4
230713,up,107.23,1117.6
240713,up,105.39,1116.3
250713,up,105.49,1115.0
260713,up,104.7,1115.4
290713,up,104.55,1086.9
300713,up,103.08,1111.4
310713,up,105.03,1113.3
010813,up,107.89,1122.5
020813,up,106.94,1122.4
050813,up,106.56,1123.6
060813,up,105.3,1112.9
070813,up,104.37,1113.1
080813,up,103.4,1114.2
090813,up,105.97,1111.6
120813,up,106.11,1110.6
130813,up,106.83,1113.2
140813,up,106.85,1117.6
150813,up,107.33,1117.6
160813,neutral,107.46,1117.3
190813,neutral,107.1,1112.5
200813,up,104.97,1117.5
210813,up,103.85,1119.5
220813,up,105.03,1117.8
230813,up,106.42,1120.1
260813,up,105.92,1112.8
270813,up,109.01,1111.0
280813,up,110.1,1116.4
290813,up,108.8,1113.9
300813,up,107.65,1111.7
020913,up,107.65,1110.1
030913,up,108.54,1097.6
040913,up,107.23,1101.4
050913,up,108.37,1093.2
060913,up,110.53,1096.7
090913,neutral,109.52,1092.2
100913,neutral,107.39,1085.7
110913,down,107.56,1085.1
120913,down,108.6,1085.0
130913,down,108.21,1082.0
160913,down,106.59,1080.3
170913,down,105.42,1080.7
180913,down,108.07,1081.5
190913,down,106.39,1080.9
200913,down,104.68,1070.4
230913,down,103.59,1074.6
240913,down,103.13,1073.0
250913,down,102.66,1073.5
260913,down,103.03,1075.6
270913,down,102.87,1074.6
300913,down,102.33,1075.8
011013,neutral,102.04,1073.3
021013,neutral,104.1,1072.5
031013,down,103.31,1073.2
041013,neutral,103.84,1070.7
071013,neutral,103.03,1069.1
081013,neutral,103.49,1069.1
091013,neutral,101.61,1074.1
101013,down,103.01,1074.6
111013,down,102.02,1070.7
141013,down,102.41,1069.2
151013,down,101.21,1070.2
161013,down,102.29,1063.5
171013,down,100.67,1066.0
181013,down,100.81,1061.7
211013,down,99.22,1040.1
221013,down,97.8,1061.0
231013,down,96.86,1057.0
241013,down,97.11,1057.0
251013,down,97.85,1062.15
281013,down,98.68,1061.1
291013,down,98.2,1060.5
301013,down,96.77,1061.7
311013,down,96.38,1058.2
011113,down,94.61,1060.5
041113,down,94.62,1039.5
051113,down,93.37,1061.5
061113,down,94.8,1060.5
071113,down,94.2,1059.0
081113,down,94.6,1062.4
111113,down,95.14,1046.9
121113,down,93.04,1071.4
131113,down,93.88,1072.4
141113,down,93.76,1069.6
151113,down,93.84,1067.6
181113,down,93.03,1034.7
191113,down,93.34,1054.0
201113,down,93.33,1054.2
211113,down,95.44,1055.9
221113,down,94.84,1061.1
251113,down,94.09,1060.7
261113,down,93.68,1059.0
271113,down,92.3,1059.4
281113,down,92.3,1059.9
291113,down,92.72,1060.1
021213,down,93.82,1057.8
031213,down,96.04,1057.3
041213,down,97.2,1060.2
051213,down,97.38,1060.6
061213,down,97.65,1057.4
091213,down,97.34,1052.8
101213,down,98.51,1051.7
111213,down,97.44,1051.75
121213,neutral,97.5,1051.2
131213,neutral,96.6,1050.3
161213,down,97.48,1052.6
171213,down,97.22,1051.7
181213,down,97.8,1049.7
191213,down,98.77,1051.2
201213,down,99.32,1058.6
231213,down,98.91,1063.4
241213,down,99.22,1059.3
251213,down,99.22,1059.4
261213,down,99.55,1060.4
271213,down,100.32,1058.2
301213,down,99.29,1054.0
311213,down,98.42,1054.3
010114,down,98.42,1054.8
020114,neutral,95.44,1050.75
030114,neutral,93.96,1049.6
060114,neutral,93.43,1053.8
070114,neutral,93.67,1065.4
080114,neutral,92.33,1068.5
090114,neutral,91.66,1064.7
100114,neutral,92.72,1062.0
130114,neutral,91.8,1060.4
140114,neutral,92.59,1058.5
150114,neutral,94.17,1058.3
160114,neutral,93.96,1063.0
170114,neutral,94.37,1062.4
200114,neutral,94.37,1041.6
210114,neutral,94.99,1062.5
220114,neutral,96.73,1064.2
230114,neutral,97.32,1066.5
240114,neutral,96.64,1072.7
270114,up,95.72,1078.4
280114,up,97.41,1082.5
290114,neutral,97.36,1076.9
300114,neutral,98.23,1069.1
310114,neutral,97.49,1079.3
030214,neutral,96.43,1080.2
040214,up,97.19,1083.6
050214,neutral,97.38,1083.0
060214,neutral,97.84,1076.9
070214,neutral,99.88,1077.7
100214,neutral,100.06,1075.3
110214,neutral,99.94,1071.9
120214,neutral,100.37,1069.9
130214,neutral,100.35,1061.4
140214,neutral,100.3,1065.3
170214,neutral,100.3,1058.75
180214,neutral,102.43,1059.4
190214,neutral,103.31,1064.4
200214,up,102.92,1065.3
210214,neutral,102.2,1071.0
240214,neutral,102.82,1072.1
250214,neutral,101.83,1073.3
260214,neutral,102.59,1073.1
270214,neutral,102.4,1065.1
280214,neutral,102.59,1068.7
030314,neutral,104.92,1067.3
040314,neutral,103.33,1069.0
050314,neutral,101.45,1070.1
060314,neutral,101.56,1070.2
070314,neutral,102.58,1063.6
100314,neutral,101.12,1064.2
110314,neutral,100.03,1066.1
120314,neutral,97.99,1064.78
130314,neutral,98.2,1067.03
140314,neutral,98.89,1067.9
170314,neutral,98.08,1071.93
180314,neutral,99.7,1066.9
190314,neutral,100.37,1068.4
200314,up,99.43,1069.6
210314,neutral,99.46,1076.0
240314,neutral,99.6,1079.38
250314,neutral,99.19,1076.8
260314,neutral,100.26,1078.3
270314,neutral,101.28,1076.43
280314,down,101.67,1068.18
310314,down,101.58,1066.55
010414,neutral,99.74,1062.5
020414,down,99.62,1057.6
030414,neutral,100.29,1058.44
040414,neutral,101.14,1056.7
070414,neutral,100.44,1051.45
080414,neutral,102.56,1054.34
090414,neutral,103.6,1046.03
100414,neutral,103.4,1035.11
110414,neutral,103.74,1038.24
140414,neutral,104.05,1038.94
150414,neutral,103.75,1040.91
160414,neutral,103.76,1040.2
170414,neutral,104.3,1036.43
180414,down,104.3,1039.27
210414,down,104.37,1037.6
220414,neutral,102.13,1038.41
230414,neutral,101.44,1039.51
240414,neutral,101.94,1038.6
250414,neutral,100.6,1038.7
280414,neutral,100.84,1039.7
290414,neutral,101.28,1033.44
300414,neutral,99.74,1029.44
010514,neutral,99.42,1032.4
020514,neutral,99.76,1030.71
050514,up,99.48,1029.0
060514,up,99.5,1029.1
070514,up,100.77,1025.51
080514,up,100.26,1022.92
090514,up,99.99,1021.91
120514,up,100.59,1023.1
130514,up,101.7,1023.23
140514,neutral,102.37,1022.6
150514,neutral,101.5,1027.74
160514,neutral,102.02,1028.24
190514,neutral,102.61,999.83
200514,neutral,102.44,1021.7
210514,neutral,104.07,1024.86
220514,neutral,103.74,1025.95
230514,neutral,104.35,1023.98
260514,neutral,104.35,1024.73
270514,neutral,104.11,1024.13
280514,neutral,102.72,1024.38
290514,neutral,103.58,1020.9
300514,neutral,102.71,1018.54
020614,neutral,102.47,1020.2
030614,neutral,102.66,1023.4
040614,neutral,102.64,1022.3
050614,up,102.48,1025.99
060614,neutral,102.66,1019.4
090614,neutral,104.41,1019.0
100614,neutral,104.35,1016.79
110614,neutral,104.4,1016.19
120614,neutral,106.53,1017.6
130614,neutral,106.91,1017.34
160614,neutral,106.9,1017.3
170614,neutral,106.36,1019.5
180614,neutral,105.97,1023.76
190614,neutral,106.43,1017.86
200614,neutral,107.26,1019.23
230614,neutral,106.17,1020.5
240614,neutral,106.03,1018.09
