Date,forward_stage,WTI,USDKRW
190218,neutral,61.68,1065.63
200218,neutral,61.9,1066.71
210218,neutral,61.68,1072.54
220218,neutral,62.77,1074.86
230218,neutral,63.55,1080.08
260218,neutral,63.91,1075.0
270218,neutral,63.01,1069.7
280218,neutral,61.64,1079.39
010318,neutral,60.99,1085.35
020318,neutral,61.25,1081.95
050318,up,62.57,1079.21
060318,neutral,62.6,1076.66
070318,neutral,61.15,1063.16
080318,down,60.12,1066.15
090318,down,62.04,1073.46
120318,down,61.36,1064.05
130318,down,60.71,1063.86
140318,down,60.96,1066.4
150318,down,61.19,1062.55
160318,down,62.34,1068.75
190318,down,62.06,1070.21
200318,down,63.4,1072.16
210318,down,65.17,1070.55
220318,down,64.3,1063.96
230318,down,65.88,1079.9
260318,down,65.55,1082.53
270318,down,65.25,1074.3
280318,down,64.38,1074.12
290318,down,64.94,1063.41
300318,down,64.94,1062.0
020418,down,63.01,1060.99
030418,down,63.51,1056.16
040418,down,63.37,1053.73
050418,down,63.54,1057.43
060418,down,62.06,1061.64
090418,down,63.42,1070.46
100418,down,65.51,1068.77
110418,down,66.82,1063.38
120418,down,67.07,1065.75
130418,down,67.39,1069.98
160418,down,66.22,1070.66
170418,down,66.52,1069.52
180418,down,68.47,1066.09
190418,down,68.29,1064.07
200418,down,68.38,1066.24
230418,down,68.64,1071.41
240418,down,67.7,1080.18
250418,down,68.05,1076.75
260418,down,68.19,1081.17
270418,down,68.1,1076.79
300418,down,68.57,1067.6
010518,down,67.25,1069.45
020518,down,67.93,1072.52
030518,down,68.43,1078.81
040518,down,69.72,1074.12
070518,down,70.73,1073.33
080518,down,69.06,1078.39
090518,down,71.14,1077.56
100518,down,71.36,1077.98
110518,down,70.7,1064.37
140518,down,70.96,1065.95
150518,down,71.31,1069.16
160518,down,71.49,1078.86
170518,down,71.49,1076.49
180518,down,71.28,1080.91
210518,down,72.24,1080.51
220518,down,72.13,1076.51
230518,down,71.84,1074.2
240518,down,70.71,1074.79
250518,down,67.88,1079.23
280518,down,67.88,1073.65
290518,down,66.73,1073.17
300518,down,68.21,1083.93
310518,down,67.04,1075.03
010618,down,65.81,1079.95
040618,down,64.75,1070.36
050618,down,65.52,1070.53
060618,down,64.73,1070.29
070618,down,65.95,1065.15
080618,down,65.74,1071.33
110618,down,66.1,1072.65
120618,down,66.36,1076.38
130618,down,66.64,1079.25
140618,down,66.89,1084.7
150618,down,65.06,1090.77
180618,down,65.85,1103.82
190618,down,65.07,1104.16
200618,down,66.22,1111.12
210618,down,65.54,1107.72
220618,down,68.58,1109.63
250618,down,68.08,1110.53
260618,down,70.53,1114.03
270618,down,72.76,1117.6
280618,neutral,73.45,1122.78
290618,neutral,74.15,1120.54
020718,neutral,73.94,1114.51
030718,neutral,74.14,1118.17
040718,neutral,74.14,1113.34
050718,up,72.94,1114.31
060718,neutral,73.8,1117.76
090718,neutral,73.85,1113.65
100718,neutral,74.11,1112.48
110718,neutral,70.38,1112.56
120718,down,70.33,1127.17
130718,down,71.01,1122.65
160718,down,68.06,1129.85
170718,down,68.08,1126.9
180718,down,68.76,1125.55
190718,down,69.46,1131.09
200718,down,70.46,1134.48
230718,down,67.89,1127.16
240718,down,68.52,1132.45
250718,down,69.3,1127.98
260718,down,69.61,1115.75
270718,down,68.69,1123.15
300718,down,70.13,1114.6
310718,down,68.76,1116.67
010818,down,67.66,1112.2
020818,down,68.96,1118.6
030818,down,68.49,1128.15
060818,down,69.01,1122.9
070818,down,69.17,1125.4
080818,down,66.94,1116.25
090818,down,66.81,1115.95
100818,down,67.63,1121.89
130818,down,67.2,1130.9
140818,down,67.04,1135.97
150818,down,65.01,1126.75
160818,down,65.46,1136.38
170818,down,65.91,1126.24
200818,down,66.43,1118.5
210818,down,67.35,1116.88
220818,down,67.86,1116.1
230818,down,67.83,1117.5
240818,down,68.72,1126.15
270818,down,68.87,1111.17
280818,down,68.53,1108.23
290818,down,69.51,1106.88
300818,down,70.25,1108.45
310818,down,69.8,1115.45
030918,down,69.8,1114.81
040918,down,69.87,1113.5
050918,down,68.72,1121.3
060918,down,67.77,1118.1
070918,down,67.75,1124.7
100918,down,67.54,1126.85
110918,down,69.25,1136.77
120918,down,70.37,1125.3
130918,down,68.59,1125.75
140918,down,68.99,1120.55
170918,down,68.91,1120.9
180918,down,69.85,1125.62
190918,down,71.12,1120.8
200918,down,70.8,1122.25
210918,down,70.78,1116.4
240918,down,72.08,1114.1
250918,down,72.28,1117.85
260918,down,71.57,1115.83
270918,down,72.12,1114.17
280918,down,73.25,1112.31
011018,down,75.3,1109.01
021018,down,75.23,1112.25
031018,down,76.41,1117.5
041018,down,74.33,1125.42
051018,down,74.34,1132.9
081018,down,74.29,1131.1
091018,down,74.96,1133.2
101018,down,73.17,1132.4
111018,down,70.97,1142.85
121018,down,71.34,1134.3
151018,down,71.78,1131.19
161018,down,71.92,1135.17
171018,down,69.75,1122.15
181018,down,68.65,1127.1
191018,down,69.12,1136.6
221018,down,69.17,1131.6
231018,down,66.43,1131.25
241018,neutral,66.82,1136.64
251018,neutral,67.33,1137.56
261018,up,67.59,1135.23
291018,up,67.04,1139.5
301018,up,66.18,1142.08
311018,up,65.31,1137.7
011118,up,63.69,1140.97
021118,neutral,63.14,1129.05
051118,up,63.1,1116.1
061118,up,62.21,1121.56
071118,up,61.67,1119.95
081118,up,60.67,1115.37
091118,up,60.19,1119.57
121118,up,59.93,1130.95
131118,up,55.69,1137.46
141118,up,56.25,1131.13
151118,up,56.46,1131.2
161118,up,56.46,1127.0
191118,neutral,56.76,1120.4
201118,up,53.43,1126.19
211118,up,54.63,1128.4
221118,up,54.63,1137.31
231118,up,50.42,1135.5
261118,up,51.63,1133.5
271118,up,51.56,1129.03
281118,up,50.29,1130.37
291118,up,51.45,1121.12
301118,up,50.93,1117.02
031218,up,52.95,1117.15
041218,up,53.25,1108.3
051218,up,53.25,1110.63
061218,up,51.49,1111.66
071218,up,52.61,1119.6
101218,up,51.0,1122.7
111218,up,51.65,1131.5
121218,up,51.15,1127.62
131218,neutral,52.58,1123.85
141218,neutral,51.2,1127.02
171218,neutral,49.88,1131.65
181218,up,46.24,1128.15
191218,neutral,47.2,1125.07
201218,up,45.88,1128.13
211218,up,45.59,1120.03
241218,up,42.53,1127.5
251218,up,42.53,1123.23
261218,up,46.22,1122.63
271218,up,44.61,1123.52
281218,up,45.33,1119.6
311218,up,45.41,1116.3
010119,up,45.41,1112.5
020119,up,46.54,1113.8
030119,up,47.09,1122.18
040119,up,47.96,1124.12
070119,up,48.52,1114.4
080119,up,49.78,1116.4
090119,up,52.36,1121.05
100119,up,52.59,1118.67
110119,up,51.59,1116.55
140119,up,50.51,1118.6
150119,up,52.11,1122.0
160119,up,52.31,1122.4
170119,up,52.07,1118.77
180119,up,53.8,1120.55
210119,up,53.8,1125.79
220119,up,52.57,1132.37
230119,up,52.62,1130.15
240119,neutral,53.13,1125.33
250119,neutral,53.69,1126.75
280119,neutral,51.99,1118.01
290119,neutral,53.31,1119.7
300119,down,54.23,1117.87
310119,down,53.79,1109.0
010219,down,55.26,1111.55
040219,neutral,54.56,1118.3
050219,neutral,53.66,1121.1
060219,neutral,54.01,1118.7
070219,neutral,52.64,1121.63
080219,neutral,52.72,1123.75
110219,neutral,52.41,1122.88
120219,down,53.1,1125.02
130219,down,53.9,1120.3
140219,down,54.41,1123.72
150219,down,55.59,1128.3
180219,down,55.59,1125.31
190219,down,56.09,1124.28
200219,down,56.92,1121.42
210219,down,56.96,1121.72
220219,down,57.26,1124.15
250219,down,55.48,1122.31
260219,down,55.5,1117.2
270219,down,56.94,1114.3
280219,down,57.22,1115.1
010319,down,55.8,1124.22
040319,down,56.59,1126.81
050319,down,56.56,1128.15
060319,down,56.22,1126.2
070319,down,56.66,1127.0
080319,down,56.07,1133.07
110319,down,56.79,1134.06
120319,down,56.87,1130.77
130319,down,58.26,1127.27
140319,down,58.61,1129.59
150319,down,58.52,1135.42
180319,down,59.09,1132.73
190319,down,59.03,1131.2
200319,down,59.83,1129.72
210319,down,59.98,1125.0
220319,down,59.04,1127.77
250319,down,58.82,1135.14
260319,down,59.94,1133.85
270319,down,59.41,1133.93
280319,neutral,59.3,1138.5
290319,down,60.14,1134.32
010419,down,61.59,1136.7
020419,down,62.58,1132.67
030419,down,62.46,1136.39
040419,down,62.1,1133.53
050419,down,63.08,1134.3
080419,down,64.4,1136.69
090419,down,63.98,1141.11
100419,down,64.61,1140.1
110419,down,63.58,1135.9
120419,down,63.89,1140.99
150419,down,63.4,1133.43
160419,down,64.05,1133.2
170419,down,63.76,1135.7
180419,down,64.0,1130.2
190419,down,64.0,1136.11
220419,down,65.7,1134.5
230419,down,66.3,1140.04
240419,down,65.89,1142.0
250419,down,65.21,1155.26
260419,down,63.3,1159.0
290419,down,63.5,1157.73
300419,down,63.91,1158.79
010519,down,63.6,1163.26
020519,down,61.81,1164.67
030519,down,61.94,1166.11
060519,down,62.25,1163.33
070519,down,61.4,1168.05
080519,down,62.12,1171.3
090519,down,61.7,1172.19
100519,down,61.66,1179.19
130519,down,61.04,1174.42
140519,down,61.78,1187.18
150519,down,62.02,1186.93
160519,down,62.87,1186.04
170519,down,62.76,1190.49
200519,down,63.1,1193.83
210519,down,62.99,1193.33
220519,down,61.42,1193.33
230519,down,57.91,1188.8
240519,down,58.63,1188.8
270519,down,58.63,1185.0
280519,down,59.14,1182.31
290519,down,58.81,1187.58
300519,down,56.59,1192.21
310519,down,53.5,1188.38
030619,down,53.25,1187.87
040619,down,53.48,1178.35
050619,down,51.68,1176.05
060619,down,52.59,1178.74
070619,down,53.99,1177.0
100619,down,53.26,1180.76
110619,down,53.27,1182.1
120619,down,51.14,1177.98
130619,down,52.28,1183.43
140619,down,52.51,1181.08
170619,down,51.93,1185.89
180619,down,53.9,1185.35
190619,down,53.76,1173.58
200619,down,56.65,1170.3
210619,down,57.43,1157.21
240619,down,57.9,1158.31
250619,down,57.83,1152.47
260619,down,59.38,1155.71
270619,down,59.43,1152.5
280619,down,58.47,1155.51
010719,down,59.09,1155.6
020719,down,56.25,1159.75
030719,down,57.34,1165.58
040719,down,57.34,1168.87
050719,down,57.51,1167.13
080719,down,57.66,1174.02
090719,neutral,57.83,1179.85
100719,down,60.43,1181.48
110719,down,60.2,1175.53
120719,down,60.21,1174.08
150719,down,59.58,1176.41
160719,down,57.62,1178.43
170719,down,56.78,1177.88
180719,down,55.3,1178.69
190719,down,55.63,1170.77
220719,down,56.22,1175.11
230719,down,56.77,1174.76
240719,neutral,55.88,1176.8
250719,neutral,56.02,1176.55
260719,down,56.2,1182.39
290719,neutral,56.87,1183.35
300719,neutral,58.05,1181.85
310719,neutral,58.58,1180.65
010819,neutral,53.95,1186.31
020819,up,55.66,1194.75
050819,up,54.69,1203.94
060819,up,53.63,1216.65
070819,up,51.09,1212.53
080819,up,52.54,1212.23
090819,up,54.5,1207.03
120819,up,54.93,1213.2
130819,up,57.1,1217.63
140819,up,55.23,1204.73
150819,up,54.47,1215.64
160819,up,54.87,1211.5
190819,up,56.21,1207.49
200819,up,56.34,1210.53
210819,up,55.68,1205.28
220819,up,55.35,1201.32
230819,up,54.17,1208.56
260819,up,53.64,1212.65
270819,up,54.93,1210.73
280819,up,55.78,1210.76
290819,up,56.71,1211.37
300819,up,55.1,1207.16
020919,up,55.1,1209.15
030919,up,53.94,1212.77
040919,up,56.26,1210.48
050919,up,56.3,1202.69
060919,neutral,56.52,1196.0
090919,neutral,57.85,1191.62
100919,neutral,57.4,1190.86
110919,neutral,55.75,1189.5
120919,neutral,55.09,1189.8
130919,neutral,54.85,1180.75
160919,neutral,62.9,1178.72
170919,neutral,59.34,1183.29
180919,neutral,58.11,1185.65
190919,neutral,58.13,1189.55
200919,neutral,58.09,1193.86
230919,neutral,58.64,1193.13
240919,up,57.29,1193.01
250919,up,56.49,1193.94
260919,up,56.41,1197.89
270919,up,55.91,1198.63
300919,up,54.07,1201.91
011019,up,53.62,1198.0
021019,up,52.64,1201.69
031019,up,52.45,1203.57
041019,up,52.81,1200.08
071019,up,52.75,1191.33
081019,up,52.63,1195.76
091019,up,52.59,1198.37
101019,up,53.55,1196.78
111019,up,54.7,1188.81
141019,up,53.59,1182.49
151019,up,52.81,1182.3
161019,neutral,53.36,1183.93
171019,up,53.93,1184.83
181019,up,53.78,1177.27
211019,up,53.31,1178.08
221019,up,54.16,1171.4
231019,up,55.97,1171.26
241019,up,56.23,1169.7
251019,up,56.66,1174.25
281019,up,55.81,1170.82
291019,up,55.54,1166.76
301019,up,55.06,1165.75
311019,up,54.18,1163.7
011119,up,56.2,1168.55
041119,up,56.54,1163.8
051119,neutral,57.23,1161.81
061119,neutral,56.35,1155.2
071119,neutral,57.15,1160.08
081119,down,57.24,1158.6
111119,down,56.86,1158.6
121119,neutral,56.8,1163.9
131119,neutral,57.12,1164.95
141119,up,56.77,1169.86
151119,neutral,57.72,1167.52
181119,neutral,57.05,1162.33
191119,neutral,55.21,1165.69
201119,up,57.11,1165.82
211119,up,58.58,1168.26
221119,up,57.77,1175.23
251119,up,58.01,1179.49
261119,up,58.41,1172.41
271119,neutral,58.11,1172.6
281119,neutral,58.11,1175.36
291119,neutral,55.17,1177.01
021219,down,55.96,1181.47
031219,neutral,56.1,1183.79
041219,neutral,58.43,1187.63
051219,down,58.43,1189.46
061219,down,59.2,1187.98
091219,down,59.02,1186.11
101219,down,59.24,1188.68
111219,down,58.76,1189.07
121219,down,59.18,1187.93
131219,down,60.07,1169.59
161219,down,60.21,1172.53
171219,down,60.94,1167.46
181219,down,60.93,1162.78
191219,down,61.22,1164.36
201219,down,60.44,1161.06
231219,down,60.52,1159.3
241219,down,61.11,1161.57
251219,down,61.11,1162.23
261219,down,61.68,1159.75
271219,down,61.72,1161.2
301219,down,61.68,1160.68
311219,down,61.06,1156.35
010120,down,61.06,1153.75
020120,down,61.18,1153.97
030120,down,63.05,1157.15
060120,down,63.27,1165.85
070120,down,62.7,1167.42
080120,down,59.61,1166.46
090120,down,59.56,1161.26
100120,down,59.04,1157.81
130120,down,58.08,1156.93
140120,down,58.23,1153.94
150120,down,57.81,1157.05
160120,down,58.52,1156.78
170120,down,58.54,1158.77
200120,down,58.54,1160.36
210120,down,58.34,1157.57
220120,down,56.74,1168.74
230120,down,55.59,1163.73
240120,down,54.19,1167.6
270120,down,53.14,1169.15
280120,down,53.48,1176.73
290120,down,53.33,1174.28
300120,down,52.14,1178.08
310120,down,51.56,1187.12
030220,down,50.11,1194.87
040220,down,49.61,1189.36
050220,down,50.75,1182.48
060220,down,50.95,1183.46
070220,down,50.32,1184.25
100220,down,49.57,1191.09
110220,down,49.94,1185.63
120220,down,51.17,1180.72
130220,down,51.42,1177.96
140220,down,52.05,1183.47
170220,down,52.05,1182.18
180220,down,52.05,1183.81
190220,down,53.29,1189.93
200220,down,53.78,1191.37
210220,down,53.38,1204.4
240220,down,51.43,1205.77
250220,down,49.9,1217.65
260220,down,48.73,1214.55
270220,down,47.09,1211.36
280220,down,44.76,1211.31
020320,down,46.75,1200.1
030320,neutral,47.18,1188.28
040320,down,46.78,1186.34
050320,down,45.9,1183.68
060320,down,41.28,1187.47
090320,up,31.13,1187.7
100320,up,34.36,1199.96
110320,up,32.98,1184.7
120320,up,31.5,1189.39
130320,up,31.73,1209.97
160320,up,28.7,1210.8
170320,up,26.95,1232.04
180320,up,20.37,1237.99
190320,up,25.22,1255.35
200320,up,22.43,1256.88
230320,up,23.36,1253.95
240320,up,24.01,1262.93
250320,up,24.49,1228.6
260320,up,22.6,1231.08
270320,up,21.51,1212.19
300320,up,20.09,1211.63
310320,up,20.48,1222.7
010420,up,20.31,1216.66
020420,up,25.32,1234.73
030420,up,28.34,1226.85
060420,up,26.08,1235.8
070420,up,23.63,1223.1
080420,up,25.09,1215.31
090420,up,22.76,1214.75
100420,up,22.76,1209.51
130420,up,22.41,1211.04
140420,up,20.11,1213.9
150420,up,19.87,1212.38
160420,up,19.87,1222.55
170420,up,18.27,1226.64
200420,up,-37.63,1215.26
210420,up,10.01,1218.1
220420,up,13.78,1230.85
230420,up,16.5,1231.38
240420,up,16.94,1232.45
270420,up,12.78,1229.5
280420,up,12.34,1220.87
290420,up,15.06,1220.4
300420,up,18.84,1210.79
010520,up,19.78,1212.96
040520,up,20.39,1223.78
050520,up,24.56,1222.45
060520,up,23.99,1221.25
070520,up,23.55,1228.53
080520,up,24.74,1218.63
110520,up,24.14,1218.7
120520,up,25.78,1222.4
130520,up,25.29,1225.65
140520,up,27.56,1226.55
150520,up,29.43,1225.46
180520,up,31.82,1232.09
190520,up,32.5,1224.2
200520,up,33.49,1224.32
210520,up,33.92,1226.55
220520,up,33.25,1233.39
250520,up,33.25,1239.55
260520,up,34.35,1240.02
270520,up,32.81,1230.87
280520,up,33.71,1238.3
290520,up,35.49,1237.98
010620,up,35.44,1230.47
020620,up,36.81,1222.99
030620,up,37.29,1219.14
040620,up,37.41,1215.82
050620,up,39.55,1215.38
080620,up,38.19,1201.11
090620,up,38.94,1195.73
100620,up,39.6,1197.3
110620,up,36.34,1189.74
120620,up,36.26,1204.76
150620,up,37.12,1202.61
160620,up,38.38,1206.9
170620,up,37.96,1211.15
180620,up,38.84,1214.35
190620,up,39.75,1211.36
220620,up,40.46,1210.89
230620,up,40.37,1208.0
240620,up,38.01,1207.95
250620,up,38.72,1205.25
260620,up,38.49,1201.52
290620,up,39.7,1202.63
300620,up,39.27,1198.49
010720,up,39.82,1198.39
020720,up,40.65,1200.7
030720,up,40.65,1198.17
060720,up,40.63,1198.5
070720,up,40.62,1190.93
080720,up,40.9,1195.7
090720,up,39.62,1192.02
100720,up,40.55,1195.77
130720,up,40.1,1199.52
140720,up,40.29,1203.78
150720,up,41.2,1203.98
160720,up,40.75,1200.47
170720,up,40.59,1204.23
200720,up,40.81,1202.53
210720,up,41.96,1200.03
220720,up,41.9,1192.74
230720,up,41.07,1197.23
240720,up,41.29,1200.94
270720,up,41.6,1200.49
280720,up,41.04,1195.92
290720,up,41.27,1199.37
300720,neutral,39.92,1190.73
310720,up,40.27,1189.56
030820,up,41.01,1193.39
040820,neutral,41.7,1191.76
050820,neutral,42.19,1192.25
060820,down,41.95,1185.18
070820,down,41.22,1183.17
100820,down,41.94,1188.15
110820,down,41.61,1185.19
120820,down,42.67,1184.98
130820,down,42.24,1182.75
140820,neutral,42.01,1184.12
170820,neutral,42.89,1186.04
180820,up,42.89,1183.1
190820,up,42.93,1183.64
200820,up,42.58,1181.21
210820,up,42.34,1184.29
240820,up,42.62,1191.2
250820,up,43.35,1188.25
260820,up,43.39,1186.46
270820,up,43.04,1183.85
280820,up,42.97,1186.58
310820,up,42.61,1179.59
010920,up,42.76,1187.04
020920,up,41.51,1184.92
030920,up,41.37,1188.65
040920,up,39.77,1190.78
070920,up,39.77,1186.42
080920,up,36.76,1186.81
090920,up,38.05,1189.24
100920,up,37.3,1184.38
110920,up,37.33,1187.23
140920,up,37.26,1186.97
150920,up,38.28,1180.84
160920,up,40.16,1179.25
170920,up,40.97,1172.07
180920,up,41.11,1168.65
210920,up,39.31,1163.99
220920,up,39.6,1163.85
230920,up,39.93,1162.5
240920,up,40.31,1169.73
250920,up,40.25,1168.5
280920,up,40.6,1173.44
290920,up,39.29,1166.41
300920,up,40.22,1167.86
011020,up,38.72,1163.78
021020,up,37.05,1161.98
051020,up,39.22,1165.36
061020,up,40.67,1156.09
071020,up,39.95,1163.89
081020,up,41.19,1156.5
091020,up,40.6,1150.36
121020,up,39.43,1142.65
131020,up,40.2,1146.4
141020,up,41.04,1147.89
151020,up,40.96,1146.31
161020,up,40.88,1144.13
191020,up,40.83,1141.18
201020,up,41.46,1137.0
211020,up,40.03,1136.0
221020,up,40.64,1132.03
231020,up,39.85,1134.15
261020,up,38.56,1127.76
271020,up,39.57,1131.64
281020,up,37.39,1128.23
291020,up,36.17,1134.18
301020,up,35.79,1129.52
021120,up,36.81,1135.61
031120,up,37.66,1132.14
041120,up,39.15,1130.33
051120,up,38.79,1129.74
061120,up,37.14,1122.63
091120,up,40.29,1121.15
101120,up,41.36,1118.69
111120,up,41.45,1116.08
121120,up,41.12,1111.45
131120,up,40.13,1114.91
161120,up,41.34,1107.76
171120,up,41.43,1106.09
181120,up,41.82,1104.95
191120,up,41.74,1105.9
201120,up,42.15,1114.14
231120,up,43.06,1113.83
241120,up,44.91,1113.08
251120,up,45.71,1109.71
261120,up,45.71,1104.49
271120,up,45.53,1105.56
301120,up,45.34,1104.33
011220,up,44.55,1108.51
021220,up,45.28,1106.28
031220,up,45.64,1099.38
041220,up,46.26,1091.32
071220,up,45.76,1083.78
081220,up,45.6,1083.68
091220,up,45.52,1084.86
101220,up,46.78,1086.36
111220,up,46.57,1086.37
141220,up,46.99,1091.58
151220,up,47.62,1092.06
161220,up,47.82,1088.21
171220,up,48.36,1091.65
181220,up,49.1,1092.16
211220,up,47.74,1098.98
221220,up,47.02,1101.86
231220,up,48.12,1107.98
241220,up,48.23,1104.8
251220,up,48.23,1099.91
281220,up,47.62,1099.09
291220,up,48.0,1095.0
301220,up,48.4,1092.62
311220,up,48.52,1086.42
010121,up,48.52,1084.65
040121,neutral,47.62,1084.73
050121,neutral,49.93,1086.62
060121,neutral,50.63,1086.45
070121,neutral,50.83,1086.95
080121,down,52.24,1093.07
110121,down,52.25,1092.82
120121,neutral,53.21,1096.45
130121,down,52.91,1093.54
140121,down,53.57,1097.11
150121,neutral,52.36,1094.9
180121,up,52.36,1102.96
190121,neutral,52.98,1103.1
200121,neutral,53.24,1100.99
210121,neutral,53.13,1096.25
220121,neutral,52.27,1099.9
250121,down,52.77,1104.64
260121,neutral,52.61,1101.73
270121,neutral,52.85,1101.0
280121,neutral,52.34,1107.5
290121,up,52.2,1112.29
010221,up,53.55,1117.43
020221,neutral,54.76,1116.88
030221,neutral,55.69,1113.61
040221,neutral,56.23,1113.15
050221,neutral,56.85,1119.13
080221,neutral,57.97,1116.85
090221,neutral,58.36,1116.33
100221,neutral,58.68,1110.0
110221,neutral,58.24,1103.98
120221,neutral,59.47,1102.22
150221,neutral,59.47,1103.37
160221,neutral,60.05,1102.24
170221,neutral,61.14,1106.46
180221,neutral,60.52,1104.55
190221,neutral,59.24,1106.22
220221,neutral,61.49,1103.94
230221,neutral,61.67,1110.67
240221,up,63.22,1109.31
250221,neutral,63.53,1107.21
260221,up,61.5,1119.13
010321,up,60.64,1123.37
020321,up,59.75,1101.83
030321,neutral,61.28,1124.33
040321,up,63.83,1129.5
050321,up,66.09,1133.35
080321,up,65.05,1127.49
090321,up,64.01,1140.23
100321,up,64.44,1134.91
110321,up,66.02,1136.01
120321,up,65.61,1129.64
150321,up,65.39,1134.5
160321,up,64.8,1131.39
170321,up,64.6,1129.84
180321,up,60.0,1121.13
190321,up,61.42,1126.11
220321,up,61.55,1127.48
230321,up,57.76,1125.12
240321,up,61.18,1133.2
250321,up,58.56,1134.48
260321,up,60.97,1134.21
290321,up,61.56,1127.96
300321,up,60.55,1131.65
310321,up,59.16,1132.32
010421,up,61.45,1127.2
020421,up,61.45,1128.06
050421,up,58.65,1128.79
060421,up,59.33,1124.11
070421,up,59.77,1117.5
080421,up,59.6,1117.86
090421,up,59.32,1115.84
120421,up,59.7,1122.06
130421,up,60.18,1124.45
140421,neutral,63.15,1120.69
150421,neutral,63.46,1116.11
160421,neutral,63.13,1115.67
190421,neutral,63.38,1115.65
200421,neutral,62.44,1114.47
210421,neutral,61.35,1116.11
220421,neutral,61.43,1115.66
230421,neutral,62.14,1118.59
260421,neutral,61.91,1114.13
270421,neutral,62.94,1109.23
280421,neutral,63.86,1112.15
290421,neutral,65.01,1108.66
300421,neutral,63.58,1106.63
030521,neutral,64.49,1116.76
040521,neutral,65.69,1120.4
050521,neutral,65.63,1124.91
060521,neutral,64.71,1123.99
070521,neutral,64.9,1119.39
100521,down,64.92,1111.97
110521,neutral,65.28,1115.54
120521,neutral,66.08,1118.23
130521,up,63.82,1131.6
140521,neutral,65.37,1125.7
170521,up,66.27,1125.53
180521,neutral,65.49,1135.51
190521,neutral,63.36,1127.14
200521,neutral,62.05,1130.37
210521,neutral,63.58,1127.05
240521,neutral,66.05,1126.79
250521,down,66.07,1122.19
260521,down,66.21,1121.38
270521,down,66.85,1115.52
280521,down,66.32,1117.3
310521,down,66.32,1112.85
010621,down,67.72,1106.98
020621,down,68.83,1107.21
030621,down,68.81,1109.88
040621,down,69.62,1115.44
070621,down,69.23,1109.68
080621,down,70.05,1109.32
090621,down,69.96,1116.89
100621,down,70.29,1116.41
110621,down,70.91,1111.26
140621,down,70.88,1115.55
150621,down,72.12,1116.32
160621,down,72.15,1116.03
170621,down,71.04,1131.95
180621,down,71.64,1133.54
210621,down,73.66,1134.25
220621,down,73.06,1130.34
230621,down,73.08,1132.51
240621,down,73.3,1132.61
250621,down,74.05,1130.8
280621,down,72.91,1125.34
290621,down,72.98,1129.04
300621,down,73.47,1130.51
010721,down,75.23,1129.6
020721,down,75.16,1132.41
050721,down,75.16,1129.77
060721,down,73.37,1129.44
070721,down,72.2,1135.48
080721,down,72.94,1140.52
090721,down,74.56,1146.28
120721,down,74.1,1144.31
130721,down,75.25,1141.1
140721,down,73.13,1148.7
150721,down,71.65,1143.41
160721,down,71.81,1140.12
190721,down,66.42,1141.5
200721,down,67.42,1150.07
210721,down,70.3,1147.48
220721,down,71.91,1148.69
230721,down,72.07,1149.91
260721,down,71.91,1151.12
270721,down,71.65,1151.76
280721,down,72.39,1153.56
290721,down,73.62,1149.41
300721,down,73.95,1142.12
020821,down,71.26,1150.93
030821,down,70.56,1149.56
040821,down,68.15,1148.58
050821,down,69.09,1144.06
060821,down,68.28,1143.12
090821,down,66.48,1144.92
100821,down,68.29,1145.89
110821,down,69.25,1152.48
120821,down,69.09,1152.85
130821,down,68.44,1162.06
160821,down,67.29,1161.38
170821,down,66.59,1164.5
180821,down,65.46,1176.45
190821,down,63.69,1169.68
200821,down,62.32,1175.39
230821,down,65.64,1174.24
240821,down,67.54,1167.61
250821,down,68.36,1163.47
260821,down,67.42,1163.33
270821,down,68.74,1170.0
300821,down,69.21,1161.33
310821,down,68.5,1165.51
010921,down,68.59,1158.41
020921,down,69.99,1155.28
030921,down,69.29,1157.13
060921,down,69.29,1154.75
070921,down,68.35,1155.54
080921,down,69.3,1161.0
090921,down,68.14,1166.49
100921,down,69.72,1169.13
130921,down,70.45,1169.38
140921,down,70.46,1171.11
150921,down,72.61,1170.8
160921,down,72.61,1165.22
170921,down,71.97,1174.42
200921,down,70.29,1181.11
210921,down,70.56,1186.32
220921,down,72.23,1182.92
230921,down,73.3,1181.03
240921,down,73.98,1174.7
270921,down,75.45,1179.2
280921,down,75.29,1176.96
290921,down,74.83,1186.89
300921,down,75.03,1187.43
011021,down,75.88,1183.72
041021,down,77.62,1180.0
051021,neutral,78.93,1183.78
061021,neutral,77.43,1187.17
071021,neutral,78.3,1191.38
081021,neutral,79.35,1191.15
111021,neutral,80.52,1195.58
121021,neutral,80.64,1195.8
131021,neutral,80.44,1196.89
141021,down,81.31,1186.71
151021,down,82.28,1182.13
181021,down,82.44,1181.79
191021,down,82.96,1185.68
201021,down,83.87,1175.65
211021,down,82.5,1174.59
221021,down,83.76,1176.55
251021,down,83.76,1176.54
261021,down,84.65,1167.06
271021,down,82.66,1167.33
281021,down,82.81,1172.17
291021,down,83.57,1167.37
011121,down,84.05,1174.38
021121,down,83.91,1176.57
031121,down,80.86,1178.04
041121,down,78.81,1179.34
051121,down,81.27,1185.83
081121,down,81.93,1180.5
091121,down,84.15,1199.86
101121,down,81.34,1177.5
111121,down,81.59,1184.14
121121,down,80.79,1183.11
151121,down,80.88,1179.11
161121,down,80.76,1183.51
171121,down,78.36,1184.05
