Date,1_PER,1_PBR,2_PER,2_PBR,3_PER,3_PBR,4_PER,4_PBR,5_PER,5_PBR,6_PER,6_PBR,7_PER,7_PBR,8_PER,8_PBR,9_PER,9_PBR
20220509,9.6,1.02,9.15,0.98,,1.13,4.89,0.59,8.51,1.0,11.82,1.26,5.15,0.48,28.14,0.68,10.25,0.74
20220510,9.56,1.02,9.04,0.97,,1.11,4.83,0.58,8.4,0.99,11.87,1.27,5.05,0.47,28.28,0.68,10.27,0.75
20220511,9.55,1.02,8.85,0.95,,1.1,4.77,0.57,8.43,0.99,11.8,1.26,4.95,0.46,28.22,0.68,10.39,0.75
20220512,9.4,1.0,8.68,0.93,,1.07,4.74,0.57,8.23,0.97,11.54,1.23,4.98,0.47,27.52,0.66,10.31,0.75
20220513,9.61,1.02,8.94,0.96,,1.11,4.75,0.57,8.49,1.0,11.9,1.27,5.09,0.48,27.8,0.67,10.54,0.76
20220516,9.56,1.02,8.85,0.95,,1.11,4.74,0.57,8.45,1.0,11.83,1.26,5.09,0.48,27.82,0.67,10.47,0.76
20220517,9.66,1.03,8.92,0.95,,1.11,4.79,0.57,8.61,1.02,12.0,1.28,5.1,0.48,27.58,0.66,10.51,0.76
20220518,9.68,1.03,8.74,0.94,,1.09,4.76,0.57,8.62,1.02,12.1,1.29,5.06,0.47,27.4,0.66,10.5,0.76
20220519,9.54,1.02,8.64,0.92,,1.07,4.68,0.56,8.53,1.01,11.88,1.27,4.95,0.46,27.11,0.65,10.22,0.74
20220520,9.71,1.03,8.79,0.94,,1.1,4.77,0.57,8.81,1.04,12.09,1.29,5.05,0.47,27.36,0.66,10.43,0.76
20220523,9.74,1.04,8.7,0.93,,1.09,4.8,0.58,8.75,1.03,12.17,1.3,5.08,0.48,27.58,0.66,10.45,0.76
20220524,9.56,1.02,8.64,0.92,,1.08,4.74,0.57,8.52,1.01,11.8,1.26,5.1,0.48,27.54,0.66,10.32,0.75
20220525,9.61,1.02,8.8,0.94,,1.08,4.79,0.57,8.6,1.01,11.84,1.27,5.13,0.48,27.69,0.67,10.34,0.75
20220526,9.57,1.02,8.84,0.95,,1.1,4.84,0.58,8.7,1.03,11.63,1.24,5.13,0.48,27.64,0.66,10.31,0.75
20220527,9.67,1.03,8.81,0.94,,1.11,4.85,0.58,8.85,1.04,11.78,1.26,5.21,0.49,27.84,0.67,10.4,0.76
20220531,9.86,1.05,8.98,0.96,,1.14,4.87,0.58,9.21,1.09,11.94,1.28,5.22,0.49,28.08,0.68,10.77,0.78
20220601,,,,,,,,,,,,,,,,,,
20220602,9.74,1.04,8.88,0.95,,1.13,4.86,0.58,9.12,1.08,11.82,1.26,5.11,0.48,27.88,0.67,10.68,0.78
20220603,9.78,1.04,8.88,0.95,,1.14,4.86,0.58,9.3,1.1,11.84,1.27,5.12,0.48,28.1,0.68,10.67,0.77
20220606,,,,,,,,,,,,,,,,,,
20220607,9.61,1.02,8.69,0.93,,1.14,4.85,0.58,9.22,1.09,11.5,1.23,5.05,0.47,27.68,0.67,10.58,0.77
20220608,9.62,1.03,8.76,0.94,,1.14,4.82,0.58,9.29,1.1,11.55,1.24,5.05,0.47,27.72,0.67,10.52,0.76
20220609,10.24,1.01,9.76,0.93,,1.13,4.04,0.56,8.66,1.05,10.57,1.18,5.09,0.49,,0.68,10.53,0.76
20220610,10.17,1.01,9.9,0.94,,1.18,3.86,0.53,9.22,1.06,10.86,1.19,5.37,0.52,,0.68,10.81,0.79
20220613,9.81,0.97,9.47,0.9,,1.13,3.69,0.51,8.91,1.02,10.47,1.15,5.18,0.5,,0.66,10.33,0.75
20220614,9.76,0.97,9.39,0.89,,1.12,3.63,0.5,8.84,1.02,10.4,1.14,5.2,0.5,,0.66,10.17,0.74
20220615,9.58,0.95,9.3,0.88,,1.08,3.55,0.49,8.63,0.99,10.25,1.12,5.15,0.5,,0.66,10.14,0.74
20220616,9.58,0.95,9.17,0.87,,1.08,3.57,0.49,8.66,1.0,10.35,1.13,5.13,0.5,,0.65,10.08,0.74
20220617,9.52,0.94,9.13,0.87,,1.1,3.53,0.49,8.7,1.0,10.29,1.13,5.07,0.49,,0.66,9.97,0.73
20220621,9.41,0.93,8.83,0.84,,1.11,3.39,0.47,8.54,0.98,10.19,1.12,5.01,0.48,,0.65,10.0,0.73
20220622,9.16,0.91,8.44,0.8,,1.08,3.28,0.45,8.2,0.94,9.8,1.07,4.85,0.47,,0.63,9.8,0.72
20220623,9.08,0.9,8.08,0.77,,1.06,3.18,0.44,8.02,0.92,9.68,1.06,4.78,0.46,,0.64,9.74,0.71
20220624,9.28,0.92,8.35,0.79,,1.08,3.26,0.45,8.13,0.94,9.9,1.08,4.87,0.47,,0.65,9.87,0.72
20220627,9.4,0.93,8.6,0.82,,1.12,3.31,0.46,8.2,0.94,10.13,1.11,4.85,0.47,,0.66,10.24,0.75
20220628,9.49,0.94,8.78,0.84,,1.14,3.32,0.46,8.38,0.96,10.2,1.12,4.87,0.47,,0.66,10.34,0.76
20220629,9.3,0.92,8.73,0.83,,1.16,3.23,0.45,8.17,0.94,10.04,1.1,4.74,0.46,,0.67,9.98,0.73
20220630,9.14,0.91,8.71,0.83,,1.17,3.16,0.44,7.92,0.91,9.69,1.06,4.69,0.45,,0.65,9.98,0.73
