base_date,before_last,KOSPI,m_return
2019-07-31,2019-07-30,2024.550048828125,-0.006930957536515958
2019-08-30,2019-08-29,1967.7900390625,0.017782055681426767
2019-09-30,2019-09-27,2063.050048828125,0.006400275924065113
2019-10-31,2019-10-30,2083.47998046875,0.0015430501364546156
2019-11-29,2019-11-27,2087.9599609375,-0.01874668556901049
2019-12-30,2019-12-27,2197.669921875,-0.0029670671934167725
2020-01-31,2020-01-30,2119.010009765625,-0.013496271058833775
2020-02-28,2020-02-27,1987.010009765625,-0.03303334307967998
2020-03-31,2020-03-30,1754.6400146484375,0.021850551876364088
2020-04-29,2020-04-28,1947.56005859375,0.006964563702559934
2020-05-29,2020-05-28,2029.5999755859375,0.0005225120051992604
2020-06-30,2020-06-29,2108.330078125,0.007093498765115891
2020-07-31,2020-07-30,2249.3701171875,-0.007781126903779634
2020-08-31,2020-08-28,2326.169921875,-0.011738519151990423
2020-09-29,2020-09-28,2327.889892578125,0.008582810726921464
2020-10-30,2020-10-29,2267.14990234375,-0.025581634494713512
2020-11-30,2020-11-27,2591.340087890625,-0.015990379183971726
2020-12-30,2020-12-29,2873.469970703125,0.01877673213501585
2021-01-29,2021-01-28,2976.2099609375,-0.03025043137568728
2021-02-26,2021-02-25,3012.949951171875,-0.027983440884097988
2021-03-31,2021-03-30,3061.419921875,-0.002794813721498368
2021-04-30,2021-04-29,3147.860107421875,-0.008257524368719293
2021-05-28,2021-05-27,3188.72998046875,0.007335301620115198
2021-06-30,2021-06-29,3296.679931640625,0.00304258406902691
2021-07-30,2021-07-29,3202.320068359375,-0.012437307510510198
2021-08-31,2021-08-30,3199.27001953125,0.017518050484051084
2021-09-30,2021-09-29,3068.820068359375,0.002793887066682599
2021-10-29,2021-10-28,2970.679931640625,-0.012915590887958683
2021-11-30,2021-11-29,2839.010009765625,-0.02416717890836928
2021-12-30,2021-12-29,2977.64990234375,-0.005225065568202791
2022-01-28,2022-01-27,2663.340087890625,0.01868436973892207
2022-02-28,2022-02-25,2699.179931640625,0.008375768389099258
2022-03-31,2022-03-30,2757.64990234375,0.003971949346557535
2022-04-29,2022-04-28,2695.050048828125,0.010331832057344892
2022-05-31,2022-05-27,2685.89990234375,0.018138341816858583
2022-06-30,2022-06-29,2332.639892578125,-0.01907076894456583
2022-07-29,2022-07-28,2451.5,0.006664550681683368
2022-08-31,2022-08-30,2472.050048828125,0.008617185222166812
2022-09-30,2022-09-29,2155.489990234375,-0.007112132538787952
2022-10-31,2022-10-28,2293.610107421875,0.011113651103616062
2022-11-30,2022-11-29,2472.530029296875,0.01608461382950921
2022-12-29,2022-12-28,2236.39990234375,-0.019316384823744426
2023-01-31,2023-01-30,2425.080078125,-0.010361233919075397
2023-02-28,2023-02-27,2412.85009765625,0.004249577770545132
2023-03-31,2023-03-30,2476.860107421875,0.00966108862105175
2023-04-28,2023-04-27,2501.530029296875,0.002291829333498141
2023-05-31,2023-05-30,2577.1201171875,-0.0032488251029952897
2023-06-30,2023-06-29,2564.280029296875,0.005592116789830737
