"날짜","종가","시가","고가","저가","거래량","변동 %"
"2015- 06- 10","1,384.86","1,413.45","1,413.73","1,379.83","11.08K","-1.38%"
"2015- 06- 09","1,404.25","1,392.28","1,411.08","1,390.26","10.05K","0.94%"
"2015- 06- 08","1,391.19","1,379.49","1,391.73","1,369.61","9.66K","0.60%"
"2015- 06- 05","1,382.93","1,380.77","1,387.82","1,369.18","12.54K","-0.13%"
"2015- 06- 04","1,384.76","1,377.81","1,391.51","1,373.46","15.99K","0.06%"
"2015- 06- 03","1,383.93","1,385.84","1,396.29","1,366.99","26.51K","-0.36%"
"2015- 06- 02","1,388.98","1,407.74","1,415.91","1,388.98","39.40K","-1.55%"
"2015- 06- 01","1,410.86","1,413.51","1,415.02","1,385.90","12.88K","-0.32%"
"2015- 05- 29","1,415.36","1,420.32","1,436.24","1,415.21","19.31K","-0.50%"
"2015- 05- 28","1,422.48","1,423.18","1,440.27","1,422.48","11.21K","-0.49%"
"2015- 05- 27","1,429.51","1,441.80","1,441.80","1,408.52","12.44K","-1.65%"
"2015- 05- 26","1,453.44","1,464.65","1,469.73","1,445.45","10.66K","-1.03%"
"2015- 05- 22","1,468.51","1,483.66","1,485.19","1,462.16","14.42K","-0.57%"
"2015- 05- 21","1,476.95","1,479.57","1,498.09","1,474.97","14.72K","-0.06%"
"2015- 05- 20","1,477.82","1,455.01","1,477.82","1,451.66","17.74K","1.77%"
"2015- 05- 19","1,452.11","1,465.55","1,472.76","1,449.60","11.60K","-0.52%"
"2015- 05- 18","1,459.72","1,426.72","1,459.72","1,416.26","12.67K","2.64%"
"2015- 05- 15","1,422.19","1,426.62","1,433.27","1,419.52","9.47K","0.30%"
"2015- 05- 14","1,417.91","1,417.19","1,423.89","1,413.94","10.58K","0.51%"
"2015- 05- 13","1,410.75","1,398.17","1,412.25","1,393.60","8.99K","1.15%"
"2015- 05- 12","1,394.66","1,395.77","1,399.49","1,389.71","11.07K","-0.19%"
"2015- 05- 11","1,397.36","1,385.79","1,401.65","1,381.94","12.38K","1.62%"
"2015- 05- 08","1,375.03","1,374.40","1,384.35","1,361.67","11.27K","-0.33%"
"2015- 05- 07","1,379.55","1,385.03","1,386.36","1,362.19","14.59K","-1.01%"
"2015- 05- 06","1,393.59","1,406.80","1,408.17","1,386.10","12.64K","-1.16%"
"2015- 05- 04","1,410.01","1,401.36","1,411.31","1,401.36","15.14K","0.74%"
"2015- 04- 30","1,399.63","1,403.91","1,406.90","1,393.07","28.19K","-0.78%"
"2015- 04- 29","1,410.61","1,420.24","1,425.92","1,401.75","11.95K","-0.38%"
