"날짜","종가","시가","고가","저가","거래량","변동 %"
"2022- 06- 14","1,761.05","1,753.26","1,769.21","1,729.17","8.51M","-0.77%"
"2022- 06- 13","1,774.76","1,809.43","1,815.86","1,773.41","7.54M","-3.44%"
"2022- 06- 10","1,838.06","1,826.89","1,842.87","1,819.78","5.87M","-0.37%"
"2022- 06- 09","1,844.94","1,823.81","1,845.43","1,817.95","7.56M","1.09%"
"2022- 06- 08","1,824.97","1,819.92","1,835.24","1,815.55","6.44M","0.76%"
"2022- 06- 07","1,811.14","1,833.77","1,835.70","1,803.89","9.96M","-0.91%"
"2022- 06- 03","1,827.77","1,812.26","1,827.95","1,801.56","8.13M","2.07%"
"2022- 06- 02","1,790.63","1,804.04","1,809.48","1,786.20","6.14M","-1.01%"
"2022- 05- 31","1,808.89","1,769.90","1,808.89","1,768.34","15.80M","2.48%"
"2022- 05- 30","1,765.05","1,754.65","1,769.12","1,742.92","7.46M","1.55%"
"2022- 05- 27","1,738.05","1,725.81","1,749.54","1,724.61","18.26M","1.70%"
"2022- 05- 26","1,709.05","1,694.73","1,723.03","1,692.98","12.23M","1.19%"
"2022- 05- 25","1,688.90","1,691.83","1,703.99","1,683.18","6.76M","0.91%"
"2022- 05- 24","1,673.74","1,707.96","1,715.78","1,673.74","7.84M","-2.60%"
"2022- 05- 23","1,718.35","1,728.89","1,734.80","1,707.16","8.48M","-0.68%"
"2022- 05- 20","1,730.05","1,688.53","1,730.94","1,687.29","12.43M","3.22%"
"2022- 05- 19","1,676.02","1,656.39","1,684.44","1,648.37","23.01M","-1.07%"
"2022- 05- 18","1,694.13","1,706.48","1,715.82","1,688.44","12.52M","0.14%"
"2022- 05- 17","1,691.82","1,665.58","1,692.14","1,665.12","26.09M","1.90%"
"2022- 05- 16","1,660.26","1,680.21","1,687.70","1,654.83","5.64M","-0.40%"
"2022- 05- 13","1,666.88","1,634.43","1,668.73","1,631.93","5.01M","3.09%"
"2022- 05- 12","1,616.96","1,638.34","1,656.84","1,611.79","6.11M","-2.34%"
"2022- 05- 11","1,655.64","1,642.75","1,655.79","1,632.50","4.52M","0.30%"
"2022- 05- 10","1,650.69","1,641.82","1,653.90","1,615.17","6.42M","-1.22%"
"2022- 05- 09","1,671.02","1,700.02","1,703.99","1,664.12","5.72M","-2.12%"
"2022- 05- 06","1,707.29","1,696.15","1,711.65","1,689.46","5.54M","-0.23%"
"2022- 05- 04","1,711.30","1,705.39","1,717.97","1,702.74","5.87M","0.63%"
"2022- 05- 03","1,700.58","1,707.62","1,715.22","1,700.01","4.07M","-0.62%"
"2022- 05- 02","1,711.27","1,686.06","1,713.04","1,685.71","3.86K","0.34%"
"2022- 04- 29","1,705.50","1,701.48","1,725.42","1,696.73","6.21M","0.36%"
"2022- 04- 28","1,699.33","1,674.02","1,701.97","1,664.60","6.48K","2.41%"
"2022- 04- 27","1,659.28","1,642.46","1,660.32","1,633.43","5.66M","-1.10%"
"2022- 04- 26","1,677.73","1,693.61","1,694.49","1,676.15","4.63K","-0.18%"
"2022- 04- 25","1,680.75","1,687.15","1,692.70","1,672.86","5.27M","-1.61%"
"2022- 04- 22","1,708.32","1,708.70","1,712.19","1,699.37","7.72M","-1.01%"
"2022- 04- 21","1,725.81","1,711.71","1,731.68","1,707.03","5.40M","1.26%"
"2022- 04- 20","1,704.41","1,700.04","1,714.44","1,690.99","4.58M","0.08%"
"2022- 04- 19","1,703.07","1,695.49","1,703.34","1,692.47","4.32M","1.00%"
"2022- 04- 18","1,686.15","1,677.14","1,691.43","1,674.93","4.08M","-0.14%"
"2022- 04- 15","1,688.50","1,690.73","1,697.68","1,683.48","5.04M","-1.07%"
"2022- 04- 14","1,706.76","1,698.77","1,711.74","1,696.70","5.65M","0.40%"
"2022- 04- 13","1,699.89","1,681.40","1,700.08","1,669.53","4.54M","1.74%"
"2022- 04- 12","1,670.89","1,675.86","1,683.85","1,659.19","6.12M","-1.50%"
"2022- 04- 11","1,696.31","1,692.28","1,721.83","1,688.67","7.14M","-0.57%"
