"날짜","종가","시가","고가","저가","거래량","변동 %"
"2018- 09- 05","306.49","306.86","310.71","305.75","11.95M","0.36%"
"2018- 09- 04","305.39","308.40","308.44","304.81","6.81M","-1.03%"
"2018- 09- 03","308.57","305.49","309.41","304.38","9.27M","1.40%"
"2018- 08- 31","304.30","305.60","305.67","300.95","14.86M","-0.54%"
"2018- 08- 30","305.94","308.58","311.09","305.94","9.30M","-0.52%"
"2018- 08- 29","307.54","306.80","309.10","305.64","17.85M","0.51%"
"2018- 08- 28","305.97","302.50","309.02","302.39","11.59M","1.58%"
"2018- 08- 27","301.20","304.81","305.78","300.16","14.03M","-2.64%"
"2018- 08- 24","309.36","312.26","312.50","306.71","7.02M","-1.18%"
"2018- 08- 23","313.05","319.36","320.16","310.19","9.46M","0.09%"
"2018- 08- 22","312.77","309.55","316.39","308.30","14.15M","1.13%"
"2018- 08- 21","309.27","309.82","310.52","307.01","10.79M","-0.14%"
"2018- 08- 20","309.71","301.32","311.33","300.64","16.56M","3.73%"
"2018- 08- 17","298.58","296.75","298.86","295.02","7.62M","1.13%"
"2018- 08- 16","295.23","298.18","298.29","293.58","14.26M","-0.82%"
"2018- 08- 14","297.68","291.51","298.14","291.28","10.55M","2.35%"
"2018- 08- 13","290.84","298.30","299.38","289.65","17.56M","-2.55%"
"2018- 08- 10","298.44","298.91","299.16","295.69","12.91M","0.78%"
"2018- 08- 09","296.12","295.08","297.70","294.60","6.41M","-0.01%"
"2018- 08- 08","296.14","295.38","298.73","293.97","7.07M","0.12%"
"2018- 08- 07","295.78","295.07","296.30","291.07","5.97M","0.44%"
"2018- 08- 06","294.48","292.04","296.76","292.04","7.73M","0.33%"
"2018- 08- 03","293.51","284.54","294.31","284.53","8.96M","3.51%"
"2018- 08- 02","283.55","286.85","291.14","282.77","8.71M","-1.75%"
"2018- 08- 01","288.59","288.29","290.91","287.79","8.85M","0.48%"
"2018- 07- 31","287.21","289.48","292.54","286.81","10.67M","-0.29%"
"2018- 07- 30","288.05","283.39","288.58","282.53","11.79M","1.38%"
"2018- 07- 27","284.13","283.50","285.42","281.97","9.37M","1.22%"
"2018- 07- 26","280.70","277.42","283.84","277.16","14.90M","2.14%"
"2018- 07- 25","274.83","275.91","279.01","274.83","12.96M","0.23%"
"2018- 07- 24","274.20","269.32","275.64","264.67","26.97M","2.07%"
"2018- 07- 23","268.64","265.22","271.36","264.97","8.42M","1.37%"
"2018- 07- 20","265.02","264.76","266.33","263.21","7.79M","0.42%"
"2018- 07- 19","263.91","265.93","268.01","262.52","9.02M","-0.61%"
"2018- 07- 18","265.53","273.23","273.63","265.35","8.42M","-2.18%"
"2018- 07- 17","271.45","275.55","275.88","270.82","7.90M","-1.43%"
"2018- 07- 16","275.40","274.33","278.42","272.16","8.55M","0.92%"
"2018- 07- 13","272.89","273.96","275.52","271.14","9.55M","0.67%"
"2018- 07- 12","271.07","276.94","277.18","271.07","14.56M","-1.48%"
"2018- 07- 11","275.15","274.36","276.88","271.34","13.96M","-0.29%"
"2018- 07- 10","275.95","278.06","278.93","275.46","10.04M","0.07%"
"2018- 07- 09","275.77","281.62","281.71","274.16","10.41M","-3.34%"
"2018- 07- 06","285.31","280.82","286.52","278.56","13.13M","2.88%"
"2018- 07- 05","277.31","278.85","279.88","274.04","8.46M","-0.36%"
"2018- 07- 04","278.30","278.52","281.90","277.48","6.28M","-0.77%"
"2018- 07- 03","280.45","281.65","282.66","275.14","11.01M","0.79%"
"2018- 07- 02","278.26","290.36","290.99","278.26","11.98M","-4.35%"
"2018- 06- 29","290.92","291.69","292.32","284.43","11.69M","1.35%"
"2018- 06- 28","287.04","287.93","293.38","286.06","11.21M","-0.13%"
"2018- 06- 27","287.40","298.96","300.89","286.65","13.93M","-3.80%"
"2018- 06- 26","298.76","303.28","305.46","298.15","14.94M","-2.22%"
"2018- 06- 25","305.53","301.07","309.30","300.83","13.42M","1.73%"
"2018- 06- 22","300.32","296.26","300.45","294.51","13.60M","1.30%"
"2018- 06- 21","296.48","299.25","303.96","296.30","10.66M","-1.63%"
"2018- 06- 20","301.38","293.67","302.53","292.76","13.85M","2.33%"
"2018- 06- 19","294.53","305.89","307.84","293.53","16.11M","-3.86%"
"2018- 06- 18","306.35","313.20","313.77","303.14","17.92M","-2.07%"
"2018- 06- 15","312.81","315.38","317.35","311.47","17.44M","0.15%"
"2018- 06- 14","312.34","326.86","326.86","311.57","20.63M","-6.05%"
"2018- 06- 12","332.44","337.61","339.36","328.86","22.09M","-1.48%"
"2018- 06- 11","337.45","331.03","338.24","329.74","18.41M","2.30%"
"2018- 06- 08","329.87","340.52","340.53","329.40","14.53M","-2.61%"
"2018- 06- 07","338.72","335.91","340.30","335.15","15.55M","0.49%"
"2018- 06- 05","337.06","336.37","337.19","327.42","29.31M","-0.10%"
"2018- 06- 04","337.39","339.22","343.51","336.77","20.99M","0.61%"
"2018- 06- 01","335.34","340.47","342.64","333.27","30.89M","-0.64%"
"2018- 05- 31","337.49","334.14","339.60","333.51","25.80M","1.57%"
"2018- 05- 30","332.27","333.64","334.45","328.33","20.44M","0.04%"
"2018- 05- 29","332.13","332.58","337.06","328.35","30.35M","0.46%"
"2018- 05- 28","330.61","319.34","335.07","318.48","27.47M","4.31%"
"2018- 05- 25","316.95","331.63","332.12","315.51","24.88M","-5.31%"
"2018- 05- 24","334.72","339.19","339.96","332.13","10.84M","-0.79%"
"2018- 05- 23","337.39","334.96","339.77","330.75","14.73M","-1.30%"
"2018- 05- 21","341.83","343.57","345.13","339.67","12.66M","-0.50%"
"2018- 05- 18","343.54","336.90","343.77","334.52","14.79M","3.02%"
"2018- 05- 17","333.47","336.43","343.87","331.67","19.69M","-0.68%"
"2018- 05- 16","335.77","343.16","345.29","334.53","27.68M","-3.81%"
"2018- 05- 15","349.08","350.20","353.70","345.01","25.48M","-0.88%"
"2018- 05- 14","352.19","345.07","355.00","344.52","20.62M","2.69%"
"2018- 05- 11","342.95","337.88","345.23","334.68","22.85M","1.22%"
"2018- 05- 10","338.81","336.46","343.80","335.97","25.76M","2.50%"
"2018- 05- 09","330.56","327.34","331.51","321.12","31.96M","0.99%"
"2018- 05- 08","327.31","322.95","334.77","321.84","35.70M","0.93%"
"2018- 05- 04","324.30","309.15","325.63","309.00","39.55M","4.89%"
"2018- 05- 03","309.17","317.48","317.50","308.30","39.17M","-2.84%"
"2018- 05- 02","318.22","317.37","320.65","313.62","37.16M","1.44%"
"2018- 04- 30","313.70","305.49","315.73","305.15","33.87M","3.43%"
"2018- 04- 27","303.30","305.16","307.27","301.27","17.54M","-0.46%"
"2018- 04- 26","304.70","293.89","305.47","293.57","9.54M","3.79%"
"2018- 04- 25","293.56","299.63","300.82","292.27","10.24M","-2.72%"
"2018- 04- 24","301.76","302.60","304.19","298.26","10.23M","-0.22%"
"2018- 04- 23","302.43","307.97","309.18","300.95","13.19M","-0.67%"
"2018- 04- 20","304.46","304.27","305.35","300.55","9.20M","0.14%"
"2018- 04- 19","304.03","300.66","305.78","299.99","13.98M","1.72%"
"2018- 04- 18","298.89","297.95","300.47","296.42","12.99M","1.23%"
"2018- 04- 17","295.25","298.49","299.60","294.36","7.21M","-0.60%"
"2018- 04- 16","297.04","301.45","302.03","295.74","8.90M","-0.67%"
"2018- 04- 13","299.05","298.59","300.17","297.98","8.21M","0.24%"
"2018- 04- 12","298.34","297.95","302.17","297.39","11.54M","0.77%"
"2018- 04- 11","296.05","294.16","296.46","292.93","6.56M","0.82%"
"2018- 04- 10","293.65","298.25","298.28","289.85","12.00M","-1.53%"
"2018- 04- 09","298.21","297.64","299.87","295.66","12.52M","-0.32%"
"2018- 04- 06","299.17","297.90","301.44","297.18","12.61M","-0.15%"
"2018- 04- 05","299.63","293.24","300.38","292.39","13.33M","3.47%"
"2018- 04- 04","289.57","296.76","298.63","289.46","14.59M","-2.14%"
"2018- 04- 03","295.90","293.18","297.68","292.48","10.33M","-0.25%"
"2018- 04- 02","296.65","305.83","306.67","295.43","22.99M","-3.67%"
"2018- 03- 30","307.94","315.12","315.86","303.55","11.26M","-0.54%"
"2018- 03- 29","309.60","316.28","316.69","306.23","9.81M","-1.49%"
"2018- 03- 28","314.28","314.80","319.26","311.79","11.19M","-0.95%"
"2018- 03- 27","317.30","315.48","320.71","314.96","14.35M","1.00%"
"2018- 03- 26","314.15","308.66","315.94","300.32","12.98M","0.79%"
"2018- 03- 23","311.69","314.97","318.80","310.87","10.72M","-3.06%"
"2018- 03- 22","321.53","320.92","327.96","320.31","9.92M","0.18%"
"2018- 03- 21","320.94","315.80","321.09","315.80","8.71M","1.57%"
"2018- 03- 20","315.97","312.92","318.78","312.92","9.19M","0.35%"
"2018- 03- 19","314.88","317.46","318.06","312.17","8.71M","-0.27%"
"2018- 03- 16","315.72","315.58","317.37","313.80","6.93M","0.47%"
"2018- 03- 15","314.23","312.42","314.74","309.34","8.28M","0.25%"
"2018- 03- 14","313.45","316.03","319.83","311.10","12.25M","-1.90%"
"2018- 03- 13","319.51","320.39","322.76","316.39","9.18M","-1.27%"
"2018- 03- 12","323.63","319.19","324.90","316.74","14.90M","2.61%"
"2018- 03- 09","315.41","314.68","324.33","312.99","17.25M","1.05%"
"2018- 03- 08","312.12","302.86","312.12","302.86","14.63M","4.01%"
"2018- 03- 07","300.09","305.47","312.66","299.68","22.34M","-0.57%"
"2018- 03- 06","301.81","292.16","302.34","290.62","19.19M","5.01%"
"2018- 03- 05","287.41","292.95","294.78","287.09","6.75M","-1.84%"
"2018- 03- 02","292.81","295.80","296.22","291.16","9.59M","-2.28%"
"2018- 02- 28","299.65","296.65","302.44","296.39","6.81M","0.16%"
"2018- 02- 27","299.16","303.71","304.67","299.16","6.00M","-0.76%"
"2018- 02- 26","301.46","300.78","305.08","299.89","6.91M","1.19%"
"2018- 02- 23","297.91","294.20","298.26","294.19","7.72M","2.08%"
"2018- 02- 22","291.85","292.81","294.30","290.38","7.96M","-1.32%"
"2018- 02- 21","295.75","297.66","299.01","294.54","4.54M","-0.27%"
"2018- 02- 20","296.56","300.18","303.64","295.79","4.60M","-1.92%"
"2018- 02- 19","302.36","297.71","303.04","297.17","6.19M","2.98%"
"2018- 02- 14","293.60","287.98","293.60","287.79","5.87M","2.55%"
"2018- 02- 13","286.29","295.96","297.07","283.76","8.60M","-3.17%"
"2018- 02- 12","295.65","300.24","300.39","293.66","8.80M","-1.35%"
"2018- 02- 09","299.70","296.13","302.08","296.10","8.63M","-1.71%"
"2018- 02- 08","304.91","300.67","306.62","298.34","10.28M","2.05%"
"2018- 02- 07","298.78","309.92","311.29","298.78","8.72M","-2.62%"
"2018- 02- 06","306.81","301.10","307.56","296.92","13.08M","-1.17%"
"2018- 02- 05","310.45","316.00","317.32","310.01","9.14M","-3.67%"
"2018- 02- 02","322.27","324.82","326.98","320.43","8.99M","-0.80%"
"2018- 02- 01","324.88","322.57","328.32","322.57","6.79M","0.76%"
"2018- 01- 31","322.42","324.42","324.42","313.91","10.36M","-1.06%"
"2018- 01- 30","325.88","330.49","332.62","323.37","11.77M","-1.27%"
"2018- 01- 29","330.08","324.45","331.69","324.30","17.36M","1.73%"
"2018- 01- 26","324.47","323.47","325.30","321.34","12.27M","0.19%"
"2018- 01- 25","323.84","314.69","324.87","314.35","22.42M","2.69%"
"2018- 01- 24","315.35","313.49","315.45","312.90","7.67M","0.19%"
"2018- 01- 23","314.76","306.59","315.11","305.96","10.56M","3.27%"
"2018- 01- 22","304.80","305.63","306.92","300.76","5.92M","0.16%"
"2018- 01- 19","304.30","302.18","306.24","300.96","8.51M","0.15%"
"2018- 01- 18","303.84","305.15","306.62","301.46","6.80M","-0.18%"
"2018- 01- 17","304.40","306.75","307.51","301.61","15.67M","-1.55%"
"2018- 01- 16","309.20","309.85","312.44","304.44","11.31M","-0.34%"
"2018- 01- 15","310.26","312.40","313.04","308.77","8.90M","0.13%"
"2018- 01- 12","309.87","309.89","314.69","309.00","14.42M","-0.14%"
"2018- 01- 11","310.30","311.14","314.33","307.57","11.74M","-0.06%"
"2018- 01- 10","310.48","302.85","314.34","302.01","23.38M","3.17%"
"2018- 01- 09","300.94","297.44","301.29","297.12","14.71M","0.84%"
"2018- 01- 08","298.44","300.20","300.95","296.51","8.53M","0.02%"
"2018- 01- 05","298.37","299.82","303.04","294.11","15.89M","0.68%"
"2018- 01- 04","296.36","290.91","299.49","288.47","17.75M","3.33%"
"2018- 01- 03","286.82","278.77","288.87","277.87","9.45M","2.33%"
"2018- 01- 02","280.28","269.97","281.18","269.41","10.91M","5.24%"
"2017- 12- 28","266.32","258.61","268.04","258.26","10.43M","3.17%"
"2017- 12- 27","258.13","274.43","274.67","254.60","10.55M","-8.64%"
"2017- 12- 26","282.53","281.28","284.71","280.90","4.56M","0.73%"
"2017- 12- 22","280.48","284.33","284.40","280.16","5.05M","-1.04%"
"2017- 12- 21","283.44","285.13","285.79","282.82","5.27M","-0.85%"
"2017- 12- 20","285.86","282.44","286.66","281.97","7.38M","1.04%"
"2017- 12- 19","282.92","285.51","287.67","281.67","8.60M","-0.85%"
"2017- 12- 18","285.35","288.87","288.97","284.48","7.44M","-1.41%"
"2017- 12- 15","289.42","288.69","290.75","288.44","11.17M","1.00%"
"2017- 12- 14","286.56","292.03","292.31","286.56","15.82M","-1.74%"
"2017- 12- 13","291.64","285.08","291.64","285.01","11.35M","2.43%"
"2017- 12- 12","284.72","283.83","285.64","282.66","9.91M","0.59%"
"2017- 12- 11","283.06","281.28","284.89","280.91","15.12M","0.80%"
"2017- 12- 08","280.80","292.25","292.98","278.64","29.88M","-3.91%"
"2017- 12- 07","292.23","302.29","302.37","290.94","23.05M","-2.87%"
"2017- 12- 06","300.85","326.71","327.32","300.69","50.01M","-8.71%"
"2017- 12- 05","329.54","320.94","329.63","320.13","14.76M","2.88%"
"2017- 12- 04","320.33","319.51","320.45","315.61","7.46M","1.27%"
"2017- 12- 01","316.32","317.85","317.87","314.39","7.00M","-0.12%"
"2017- 11- 30","316.71","318.81","319.11","315.39","7.52M","0.22%"
"2017- 11- 29","316.01","314.98","316.90","313.25","5.54M","0.54%"
"2017- 11- 28","314.31","309.61","315.52","309.22","7.89M","1.38%"
"2017- 11- 27","310.02","314.31","315.28","309.08","10.93M","-1.44%"
"2017- 11- 24","314.54","318.34","318.54","312.90","6.35M","-0.81%"
"2017- 11- 23","317.10","318.10","320.62","316.70","6.35M","0.28%"
"2017- 11- 22","316.23","314.02","316.77","312.51","8.60M","0.90%"
"2017- 11- 21","313.42","318.66","318.77","312.28","8.56M","-1.27%"
"2017- 11- 20","317.46","323.01","323.35","316.98","6.48M","-0.91%"
"2017- 11- 17","320.37","318.30","323.60","316.89","6.44M","0.71%"
"2017- 11- 16","318.10","317.02","319.82","315.20","6.44M","0.58%"
"2017- 11- 15","316.28","324.45","324.79","314.92","8.80M","-3.01%"
"2017- 11- 14","326.09","322.93","326.84","320.94","9.82M","0.79%"
"2017- 11- 13","323.55","335.43","335.61","322.99","11.38M","-3.61%"
"2017- 11- 10","335.67","340.84","341.35","335.15","10.08M","-2.09%"
"2017- 11- 09","342.83","345.37","345.68","341.87","12.64M","-0.03%"
"2017- 11- 08","342.93","344.38","345.87","341.67","10.96M","-0.87%"
"2017- 11- 07","345.93","338.91","347.15","338.53","12.56M","2.17%"
"2017- 11- 06","338.59","338.14","339.50","335.60","8.73M","0.18%"
"2017- 11- 03","337.97","336.17","338.64","334.46","9.16M","1.31%"
"2017- 11- 02","333.61","336.58","337.17","332.57","5.81M","-0.69%"
"2017- 11- 01","335.94","337.93","338.09","334.02","7.78M","-1.01%"
"2017- 10- 31","339.38","332.23","341.14","332.23","11.54M","1.88%"
"2017- 10- 30","333.12","333.78","333.78","328.33","6.39M","0.23%"
"2017- 10- 27","332.34","325.86","333.51","325.60","8.30M","2.23%"
"2017- 10- 26","325.08","327.04","328.82","324.52","6.63M","-0.71%"
"2017- 10- 25","327.42","325.91","327.67","324.24","8.20M","0.72%"
"2017- 10- 24","325.07","326.92","329.75","323.83","5.71M","-0.27%"
"2017- 10- 23","325.96","333.65","334.19","325.75","7.10M","-2.29%"
"2017- 10- 20","333.59","336.73","336.73","330.84","14.31M","-1.24%"
"2017- 10- 19","337.79","333.89","338.67","333.66","10.65M","2.25%"
"2017- 10- 18","330.36","332.20","333.02","328.88","5.99M","-0.60%"
"2017- 10- 17","332.36","333.30","334.15","331.24","10.38M","-0.37%"
"2017- 10- 16","333.59","328.29","333.59","326.45","8.07M","1.87%"
"2017- 10- 13","327.48","323.08","327.78","322.94","15.13M","0.98%"
"2017- 10- 12","324.31","322.93","324.51","321.80","7.31M","0.75%"
"2017- 10- 11","321.88","315.79","322.28","315.31","9.90M","1.87%"
"2017- 10- 10","315.96","315.64","318.25","314.58","6.52M","0.62%"
"2017- 09- 29","314.01","310.57","316.39","310.19","5.78M","1.77%"
"2017- 09- 28","308.56","308.22","309.11","305.88","4.09M","-1.01%"
"2017- 09- 27","311.72","313.87","314.90","311.22","5.48M","-0.65%"
"2017- 09- 26","313.77","301.76","313.82","301.75","9.05M","4.44%"
"2017- 09- 25","300.43","305.38","307.98","300.09","6.00M","-2.12%"
"2017- 09- 22","306.93","316.79","317.46","306.51","7.01K","-2.97%"
"2017- 09- 21","316.31","320.12","320.62","315.88","6.15K","-1.40%"
"2017- 09- 20","320.81","325.69","326.99","319.91","8.96K","-0.99%"
"2017- 09- 19","324.02","316.01","327.89","315.69","9.18K","2.89%"
"2017- 09- 18","314.93","316.99","318.30","314.02","5.02K","-0.68%"
"2017- 09- 15","317.08","311.27","317.12","310.01","8.85K","1.82%"
"2017- 09- 14","311.40","308.92","311.69","307.15","7.90K","1.01%"
"2017- 09- 13","308.29","310.93","311.83","307.54","6.17K","-0.45%"
"2017- 09- 12","309.69","305.13","310.37","304.00","6.41K","1.91%"
"2017- 09- 11","303.89","307.52","308.79","302.69","7.76K","-0.85%"
"2017- 09- 08","306.51","309.82","310.51","304.11","6.99K","-1.20%"
"2017- 09- 07","310.24","308.58","312.62","307.64","9.37K","0.90%"
"2017- 09- 06","307.46","316.52","317.60","306.43","6.18K","-2.81%"
"2017- 09- 05","316.36","321.66","321.77","313.65","4.62K","-0.65%"
"2017- 09- 04","318.43","315.83","321.40","315.10","5.82K","-1.01%"
"2017- 09- 01","321.67","327.56","328.08","320.46","6.50K","-1.29%"
"2017- 08- 31","325.89","326.68","328.47","325.82","7.56K","-0.26%"
"2017- 08- 30","326.74","328.66","328.88","325.38","4.24K","-0.67%"
"2017- 08- 29","328.96","328.38","329.97","321.99","6.10K","-0.10%"
"2017- 08- 28","329.30","327.45","330.91","327.36","4.96K","0.59%"
"2017- 08- 25","327.36","322.43","329.04","322.29","9.09K","1.79%"
"2017- 08- 24","321.61","324.41","325.70","320.71","5.52K","-0.88%"
"2017- 08- 23","324.46","325.81","328.41","323.94","9.15K","0.30%"
"2017- 08- 22","323.50","323.87","325.16","321.44","9.07K","0.28%"
"2017- 08- 21","322.61","324.50","326.80","321.69","6.36K","-0.72%"
"2017- 08- 18","324.95","325.24","326.72","320.62","10.50K","-1.79%"
"2017- 08- 17","330.88","330.07","334.09","328.81","5.53K","-0.57%"
"2017- 08- 16","332.77","341.46","341.75","329.49","7.94K","-2.07%"
"2017- 08- 14","339.80","342.35","345.48","338.66","3.83K","-0.50%"
"2017- 08- 11","341.50","338.75","343.65","337.70","5.21K","-1.09%"
"2017- 08- 10","345.28","346.13","348.65","337.29","7.26K","-0.12%"
"2017- 08- 09","345.69","342.91","347.74","342.78","7.10K","-0.07%"
"2017- 08- 08","345.93","347.47","349.93","343.40","5.29K","-0.42%"
"2017- 08- 07","347.39","351.13","352.28","346.64","5.54K","-0.71%"
"2017- 08- 04","349.86","345.07","350.91","343.72","7.72K","1.32%"
"2017- 08- 03","345.31","353.68","354.14","342.35","9.59K","-2.20%"
"2017- 08- 02","353.06","354.74","356.82","352.05","11.93K","-0.70%"
"2017- 08- 01","355.55","344.30","356.20","344.30","10.92K","3.60%"
"2017- 07- 31","343.20","346.36","347.71","341.86","6.81K","-0.73%"
"2017- 07- 28","345.73","351.64","352.61","343.74","9.04K","-2.06%"
"2017- 07- 27","353.00","351.99","354.24","351.10","5.25K","0.53%"
"2017- 07- 26","351.14","348.86","351.61","348.36","5.96K","1.70%"
"2017- 07- 25","345.28","346.89","349.56","345.07","4.10K","0.06%"
"2017- 07- 24","345.09","350.97","351.36","344.53","3.95K","-1.56%"
"2017- 07- 21","350.55","344.06","351.18","344.02","6.06K","1.71%"
"2017- 07- 20","344.66","342.14","345.35","340.52","5.81K","1.16%"
"2017- 07- 19","340.72","339.03","341.05","337.35","7.50K","1.03%"
"2017- 07- 18","337.24","341.96","342.31","336.41","6.51K","-1.41%"
"2017- 07- 17","342.06","340.68","343.69","340.58","5.28K","0.87%"
"2017- 07- 14","339.10","341.46","342.55","337.47","6.38K","-0.76%"
"2017- 07- 13","341.71","341.99","343.59","340.98","6.12K","0.84%"
"2017- 07- 12","338.85","341.13","345.42","338.26","4.81K","-0.43%"
"2017- 07- 11","340.31","348.91","349.16","339.88","8.91K","-2.62%"
"2017- 07- 10","349.45","354.05","354.78","348.83","7.30K","-0.94%"
"2017- 07- 07","352.78","350.22","354.32","350.22","4.54K","0.85%"
"2017- 07- 06","349.80","350.90","353.95","348.74","5.41K","-0.31%"
"2017- 07- 05","350.88","352.30","353.73","348.42","5.05K","-0.24%"
"2017- 07- 04","351.71","356.87","360.10","351.28","6.64K","-1.14%"
"2017- 07- 03","355.75","354.47","356.24","353.08","6.14K","1.21%"
"2017- 06- 30","351.48","349.29","353.61","348.61","4.76K","0.07%"
"2017- 06- 29","351.22","347.91","352.38","346.61","7.24K","1.87%"
"2017- 06- 28","344.78","345.93","347.15","343.92","7.05K","-0.88%"
"2017- 06- 27","347.85","349.66","351.38","347.07","7.33K","-0.67%"
"2017- 06- 26","350.18","353.68","354.03","347.54","7.42K","-1.17%"
"2017- 06- 23","354.32","348.57","355.41","348.20","8.02K","1.93%"
"2017- 06- 22","347.60","350.74","350.83","344.05","11.02K","-2.10%"
"2017- 06- 21","355.05","356.85","358.41","354.36","7.97K","-0.56%"
"2017- 06- 20","357.05","363.02","363.18","355.47","12.92K","-1.99%"
"2017- 06- 19","364.29","371.93","372.80","363.72","11.25K","-2.05%"
"2017- 06- 16","371.90","376.71","377.11","370.26","8.90K","-1.36%"
"2017- 06- 15","377.01","378.12","380.26","374.05","11.83K","-0.36%"
"2017- 06- 14","378.39","370.43","379.64","370.36","23.19K","3.24%"
"2017- 06- 13","366.52","359.71","369.18","359.11","15.40K","1.60%"
"2017- 06- 12","360.75","360.38","363.68","359.69","9.21K","-0.04%"
"2017- 06- 09","360.89","360.75","362.38","356.53","9.61K","0.21%"
"2017- 06- 08","360.15","355.38","360.15","352.20","7.73K","1.50%"
"2017- 06- 07","354.83","355.72","356.89","352.13","5.72K","-0.86%"
"2017- 06- 05","357.90","360.45","361.04","355.60","7.28K","-0.20%"
"2017- 06- 02","358.61","364.41","364.62","357.16","13.50K","-1.04%"
"2017- 06- 01","362.37","358.58","363.59","354.37","6.38K","1.24%"
"2017- 05- 31","357.93","358.74","360.42","355.13","8.55K","-0.12%"
"2017- 05- 30","358.35","361.44","365.80","356.03","10.74K","-0.56%"
"2017- 05- 29","360.38","371.40","371.70","358.76","22.38K","-2.69%"
"2017- 05- 26","370.33","369.03","372.65","365.62","11.39K","0.45%"
"2017- 05- 25","368.68","360.72","368.99","358.16","16.38K","3.15%"
"2017- 05- 24","357.41","357.51","358.77","354.62","8.08K","0.96%"
"2017- 05- 23","354.02","347.82","355.89","347.67","6.92K","2.25%"
"2017- 05- 22","346.24","347.74","348.65","344.98","4.76K","0.31%"
"2017- 05- 19","345.17","342.01","349.02","341.41","5.81K","1.24%"
"2017- 05- 18","340.94","340.61","342.65","337.87","7.17K","-1.09%"
"2017- 05- 17","344.71","344.77","347.12","342.37","6.21K","0.04%"
"2017- 05- 16","344.57","348.91","348.99","340.13","7.56K","-0.78%"
"2017- 05- 15","347.27","351.38","352.32","345.91","4.69K","-1.02%"
"2017- 05- 12","350.86","356.58","357.51","349.51","5.84K","-1.43%"
"2017- 05- 11","355.94","355.08","358.53","353.99","9.43K","-0.12%"
"2017- 05- 10","356.38","356.79","362.31","355.55","15.08K","0.33%"
"2017- 05- 08","355.22","354.53","355.22","351.90","7.00K","0.43%"
"2017- 05- 04","353.69","351.98","355.11","351.93","5.10K","0.76%"
"2017- 05- 02","351.01","350.82","354.21","349.88","6.20K","-0.09%"
"2017- 04- 28","351.32","354.27","354.69","350.51","6.36K","-1.18%"
"2017- 04- 27","355.51","357.02","358.11","353.55","6.31K","-0.12%"
"2017- 04- 26","355.93","348.96","356.63","348.89","10.24K","2.37%"
"2017- 04- 25","347.68","346.77","348.60","346.03","4.73K","0.38%"
"2017- 04- 24","346.37","343.79","347.70","343.79","5.98K","0.77%"
"2017- 04- 21","343.73","345.29","345.40","342.06","4.26K","-0.25%"
"2017- 04- 20","344.59","341.43","345.26","340.27","5.63K","1.04%"
"2017- 04- 19","341.03","342.82","343.65","340.60","7.46K","-0.76%"
"2017- 04- 18","343.65","344.20","344.67","340.90","5.32K","0.18%"
"2017- 04- 17","343.02","341.86","343.73","341.25","3.56K","0.49%"
"2017- 04- 14","341.36","343.13","344.78","340.75","3.67K","-0.57%"
"2017- 04- 13","343.31","346.54","346.66","341.33","7.84K","-0.82%"
"2017- 04- 12","346.14","347.78","348.19","345.72","4.72K","-0.15%"
"2017- 04- 11","346.67","346.58","348.08","344.36","5.92K","0.15%"
"2017- 04- 10","346.14","349.19","349.25","344.86","6.01K","-0.87%"
"2017- 04- 07","349.18","348.00","349.78","346.92","5.81K","0.52%"
"2017- 04- 06","347.36","344.48","348.81","344.15","7.51K","0.15%"
"2017- 04- 05","346.83","345.87","348.28","344.67","9.39K","0.50%"
"2017- 04- 04","345.10","347.70","348.38","344.91","5.12K","-0.77%"
"2017- 04- 03","347.78","352.19","352.49","347.49","5.69K","-0.75%"
"2017- 03- 31","350.41","346.35","350.91","346.35","7.29K","1.19%"
"2017- 03- 30","346.29","352.18","352.18","345.74","7.90K","-1.50%"
"2017- 03- 29","351.58","359.41","359.41","351.58","8.87K","-1.64%"
"2017- 03- 28","357.45","359.47","362.58","356.72","4.76K","0.10%"
"2017- 03- 27","357.09","360.48","360.72","352.51","8.38K","-1.44%"
"2017- 03- 24","362.30","367.46","367.46","359.59","7.44K","-1.04%"
"2017- 03- 23","366.09","359.01","366.98","357.73","10.75K","3.11%"
"2017- 03- 22","355.05","355.02","360.25","354.51","8.24K","-1.01%"
"2017- 03- 21","358.67","362.81","363.23","357.49","6.63K","-0.91%"
"2017- 03- 20","361.95","363.00","363.28","360.14","5.75K","0.17%"
"2017- 03- 17","361.33","360.83","362.59","359.62","7.93K","0.40%"
"2017- 03- 16","359.89","352.68","360.72","352.13","12.16K","4.01%"
"2017- 03- 15","346.02","345.07","347.21","343.74","6.96K","0.39%"
"2017- 03- 14","344.69","349.63","350.66","344.53","6.96K","-1.36%"
"2017- 03- 13","349.46","348.10","350.27","343.44","4.92K","0.83%"
"2017- 03- 10","346.60","344.62","348.07","342.70","5.99K","0.16%"
"2017- 03- 09","346.04","348.98","350.15","345.41","8.06K","-1.37%"
"2017- 03- 08","350.84","355.52","356.39","350.42","8.47K","-1.22%"
"2017- 03- 07","355.17","343.60","355.89","343.44","16.39K","3.87%"
"2017- 03- 06","341.94","340.53","344.27","337.17","8.54K","0.31%"
"2017- 03- 03","340.87","340.01","342.90","338.69","7.50K","-0.18%"
"2017- 03- 02","341.47","342.51","346.92","338.09","11.94K","0.60%"
"2017- 02- 28","339.44","333.05","340.61","329.31","13.19K","1.42%"
