날짜,레이블,WTI,환율,VIX,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,ev_ebitda
2019-01-02,up,46.54,1113.8,23.22,0.88,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-948486585.0,-5857804.88,7.55,46.33,-3.24,14.97,33.88,6.66,0.0804173038
2019-01-03,up,47.09,1122.18,25.45,0.88,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-941906585.0,-765749.24,2.72,49.89,-2.93,16.04,29.05,6.29,0.0792243007
2019-01-04,up,47.96,1124.12,21.38,0.88,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-935646585.0,4070357.14,-9.37,53.49,-2.53,15.49,25.91,6.27,0.0776387487
2019-01-07,up,48.52,1114.4,21.4,0.9,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-930426585.0,-434632.91,-0.34,56.64,-2.03,14.11,27.74,5.96,0.0749158838
2019-01-08,up,49.78,1116.4,20.47,0.89,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-936346585.0,-3284374.14,-2.0,53.71,-1.8,13.93,27.69,5.81,0.0745235063
2019-01-09,up,52.36,1121.05,19.98,0.91,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-930806585.0,5372884.62,-0.72,57.06,-1.32,13.87,41.72,5.7,0.072994255
2019-01-10,up,52.59,1118.67,19.5,0.9,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-936366585.0,-1701013.51,1.78,54.38,-1.26,14.55,30.33,5.82,0.0728700716
2019-01-11,up,51.59,1116.55,18.19,0.9,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-941116585.0,239548.87,-0.19,52.0,-0.96,15.3,30.45,5.81,0.07213125
2019-01-14,up,50.51,1118.6,19.07,0.91,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-935806585.0,2742452.83,-1.47,54.96,-0.53,15.23,32.01,6.05,0.070117798
2019-01-15,up,52.11,1122.0,18.6,0.91,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-929686585.0,1512121.21,-3.3,58.54,-0.1,15.16,34.38,6.14,0.070117798
2019-01-16,up,52.31,1122.4,19.04,0.92,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-924696585.0,813073.93,0.51,61.59,0.28,15.56,43.46,6.12,0.0695462078
2019-01-17,up,52.07,1118.77,18.06,0.91,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-931226585.0,-4422297.3,3.23,58.95,0.35,16.67,37.49,6.13,0.0703493117
2019-01-18,up,53.8,1120.55,17.8,0.92,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-925276585.0,3623248.08,-0.84,62.57,0.82,17.87,39.21,6.03,0.0702327704
2019-01-22,up,52.57,1132.37,20.8,0.91,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-926566585.0,-201176.47,-1.63,63.05,2.04,18.76,34.97,6.32,0.071288413
2019-01-23,up,52.62,1130.15,19.52,0.93,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-921436585.0,6760000.0,-4.27,66.12,2.99,18.74,44.15,6.25,0.0702327704
2019-01-24,neutral,53.13,1125.33,18.89,0.94,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-914676585.0,6382135.92,-2.7,70.36,3.62,18.91,51.87,5.9,0.0697739563
2019-01-25,neutral,53.69,1126.75,17.42,0.95,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-908036585.0,3883478.26,-1.44,74.8,3.9,20.09,57.45,5.75,0.0684316632
2019-01-28,neutral,51.99,1118.01,18.87,0.94,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-913836585.0,-2786212.47,3.08,73.42,4.03,21.12,53.11,5.75,0.0687623713
2019-01-29,neutral,53.31,1119.7,19.13,0.93,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-919246585.0,-4974242.42,-2.41,72.11,4.28,21.62,46.95,5.59,0.0714072597
2019-01-30,down,54.23,1117.87,17.66,0.95,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-909866585.0,22140000.0,-0.72,78.27,5.01,22.78,69.75,5.29,0.0690962914
2019-01-31,neutral,53.79,1109.0,16.57,0.95,2726842.0,1.75,98.884,125.64,109.59,95.2,98.8,3.9,60.8,-0.1,0.5,-932006585.0,-747090.35,1.01,73.16,5.04,22.87,72.53,5.25,0.0686521588
2019-02-01,neutral,55.26,1111.55,16.14,0.95,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-940876585.0,5219646.02,-0.36,70.57,5.04,22.14,65.13,5.15,0.0662039294
2019-02-07,down,52.64,1121.63,16.37,0.95,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-956196585.0,-3487763.37,2.19,65.2,5.01,21.82,69.62,5.2,0.0656951758
2019-02-08,down,52.72,1123.75,15.72,0.94,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-967346585.0,-513902.44,-0.62,60.29,4.95,21.33,79.79,5.05,0.066410281
2019-02-11,down,52.41,1122.88,15.97,0.94,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-973366585.0,-4625351.68,0.76,57.31,5.11,22.0,82.33,5.19,0.0667216958
2019-02-12,down,53.1,1125.02,15.43,0.94,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-978636585.0,-1021754.39,-0.71,54.53,5.26,22.33,78.72,5.33,0.0677808049
2019-02-13,down,53.9,1120.3,15.65,0.94,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-972396585.0,-4896000.0,2.68,58.73,5.39,22.97,79.95,5.48,0.0678882353
2019-02-14,down,54.41,1123.72,16.22,0.94,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-966276585.0,5628526.65,-2.12,63.16,5.46,23.3,81.35,5.61,0.0684316632
2019-02-15,down,55.59,1128.3,14.91,0.94,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-972576585.0,-288697.79,-0.05,60.33,5.47,24.36,83.57,5.55,0.0683225074
2019-02-19,down,56.09,1124.28,14.88,0.94,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-973796585.0,-4991404.26,0.34,61.17,5.38,24.37,83.61,5.84,0.0674594489
2019-02-20,down,56.92,1121.42,14.02,0.94,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-968536585.0,-240326.98,1.17,64.98,5.19,23.71,85.12,6.11,0.0672465363
2019-02-21,down,56.96,1121.72,14.46,0.93,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-974416585.0,-1179169.81,-0.93,62.56,4.84,23.0,77.53,6.26,0.0679960067
2019-02-22,down,57.26,1124.15,13.51,0.94,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-966976585.0,1543181.82,-0.42,68.04,4.56,22.42,72.2,6.33,0.0671411257
2019-02-25,down,55.48,1122.31,14.85,0.93,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-971826585.0,-3334015.3,-0.31,66.24,3.88,21.23,71.18,6.48,0.0695462078
2019-02-26,down,55.5,1117.2,15.17,0.94,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-965196585.0,-3664095.56,0.48,71.34,3.11,19.93,69.56,6.58,0.0685422991
2019-02-27,down,56.94,1114.3,14.7,0.93,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-977536585.0,-2828598.13,3.55,66.93,1.96,18.07,68.03,6.74,0.0686521588
2019-02-28,down,57.22,1115.1,14.78,0.89,2730333.8,1.75,99.311,102.35,94.28,95.0,98.7,3.8,60.8,-0.1,0.5,-985716585.0,-13288329.54,7.39,63.5,0.72,16.15,62.86,6.14,0.0746533942
2019-03-04,down,56.59,1126.81,14.63,0.88,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-999106585.0,-8937004.75,1.46,56.86,0.25,14.26,58.5,5.33,0.0786409752
2019-03-05,down,56.56,1128.15,14.74,0.89,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-988156585.0,4559401.71,-0.18,65.75,0.01,13.91,66.08,5.25,0.0789308104
2019-03-06,down,56.22,1126.2,15.74,0.88,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-994966585.0,-2990657.44,0.59,62.37,-0.42,14.4,58.42,5.38,0.0810273812
2019-03-07,down,56.66,1127.0,16.59,0.88,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1001666585.0,-2940150.66,3.83,58.64,-0.81,14.75,57.83,5.49,0.0818043277
2019-03-08,down,56.07,1133.07,16.05,0.86,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1007886585.0,-3587796.61,2.82,54.8,-1.11,15.16,51.14,5.21,0.0835648344
2019-03-11,down,56.79,1134.06,14.33,0.86,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1012366585.0,1424792.12,-2.59,51.86,-0.94,15.92,39.69,5.25,0.0835648344
2019-03-12,down,56.87,1130.77,13.77,0.86,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1007996585.0,-2674823.53,2.45,55.09,-0.71,15.96,38.11,5.3,0.0835648344
2019-03-13,down,58.26,1127.27,13.41,0.86,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1011916585.0,-849453.38,-1.13,52.62,-0.47,16.72,37.02,5.34,0.0854027832
2019-03-14,down,58.61,1129.59,13.5,0.87,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1006736585.0,4569940.48,-1.88,56.38,0.04,16.66,37.42,5.43,0.0847253151
2019-03-15,down,58.52,1135.42,12.88,0.88,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-997486585.0,2600916.55,-0.29,64.05,0.4,16.98,45.17,5.25,0.0842237989
2019-03-18,down,59.09,1132.73,13.1,0.88,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1008476585.0,695116.28,-2.02,57.56,0.31,18.15,41.15,5.09,0.0830769231
2019-03-19,down,59.03,1131.2,13.56,0.89,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1004066585.0,468870.52,1.44,61.71,0.21,19.07,46.04,5.14,0.0827559008
2019-03-20,down,59.83,1129.72,13.91,0.89,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1008666585.0,2747245.66,1.56,58.81,-0.15,19.3,48.65,5.26,0.0835648344
2019-03-21,down,59.98,1125.0,13.63,0.87,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1012606585.0,-4152795.39,4.74,56.19,-0.54,19.94,39.18,5.18,0.085063571
2019-03-22,down,59.04,1127.77,16.48,0.87,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1017716585.0,2343693.69,1.47,52.59,-0.45,20.65,37.63,5.04,0.0829161012
2019-03-25,down,58.82,1135.14,16.33,0.85,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1022446585.0,-1377070.06,-1.01,49.01,-0.31,21.43,32.85,5.07,0.0834021198
2019-03-26,down,59.94,1133.85,14.68,0.86,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1017846585.0,2520000.0,-0.7,52.54,0.3,21.32,37.52,5.13,0.08323837
2019-03-27,down,59.41,1133.93,15.15,0.86,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1021806585.0,-2734573.17,1.11,49.62,0.74,21.47,32.11,5.22,0.0845580543
2019-03-28,down,59.3,1138.5,14.43,0.86,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1026336585.0,0.0,-1.99,46.1,1.46,21.88,31.67,5.37,0.0847253151
2019-03-29,down,60.14,1134.32,13.71,0.88,2750764.7,1.75,99.121,115.56,110.99,94.9,98.8,3.9,60.9,-0.1,0.5,-1020586585.0,6072400.0,-6.76,50.22,2.4,21.65,60.44,5.05,0.079965356
2019-04-01,down,61.59,1136.7,13.4,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1014126585.0,1701587.3,-0.14,55.51,2.72,21.81,62.96,4.68,0.0801164697
2019-04-02,down,62.58,1132.67,13.36,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1019486585.0,-3038378.38,0.21,51.51,2.88,22.4,61.66,4.85,0.0801164697
2019-04-03,down,62.46,1136.39,13.74,0.9,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1015106585.0,3438776.98,-0.92,55.28,3.18,23.03,64.45,4.97,0.0793711076
2019-04-04,down,62.1,1133.53,13.58,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1019336585.0,-812740.74,-0.65,52.14,3.24,23.71,68.75,5.03,0.0795184597
2019-04-05,down,63.08,1134.3,12.82,0.9,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1015116585.0,4197320.57,-0.85,55.77,3.38,23.8,76.01,5.09,0.0777811892
2019-04-08,down,64.4,1136.69,13.18,0.9,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1019936585.0,-1381401.87,1.19,52.22,3.19,23.79,62.27,5.16,0.0777811892
2019-04-09,down,63.98,1141.11,14.28,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1023726585.0,-3642352.94,1.27,49.23,3.05,23.21,50.75,5.21,0.0784953712
2019-04-10,down,64.61,1140.1,13.3,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1019856585.0,-169811.32,-0.38,52.31,3.08,22.86,52.65,5.35,0.0792243007
2019-04-11,down,63.58,1135.9,13.02,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1014856585.0,1012707.69,1.16,56.53,3.05,22.88,52.9,5.55,0.0779226917
2019-04-12,down,63.89,1140.99,12.01,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1019626585.0,658543.05,-0.32,53.17,2.86,22.76,54.04,5.73,0.0796678875
2019-04-15,down,63.4,1133.43,12.32,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1024146585.0,-2136750.0,0.39,49.78,2.76,23.02,57.32,5.94,0.079965356
2019-04-16,down,64.05,1133.2,12.18,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1020076585.0,2946027.71,-0.75,52.99,2.64,23.05,56.88,6.21,0.079965356
2019-04-17,down,63.76,1135.7,12.6,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1024286585.0,1175564.52,2.61,49.88,2.28,23.07,70.1,6.36,0.0804173038
2019-04-18,down,64.0,1130.2,12.09,0.87,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1027676585.0,-4652123.2,3.4,47.27,1.84,22.6,65.97,6.22,0.0834021198
2019-04-22,down,65.7,1134.5,12.42,0.87,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1030396585.0,-491369.29,-0.24,44.87,2.04,22.82,69.93,6.39,0.0825946763
2019-04-23,down,66.3,1140.04,12.28,0.87,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1026576585.0,3520740.74,0.34,47.53,2.12,23.45,61.51,6.69,0.0824357143
2019-04-24,down,65.89,1142.0,13.14,0.86,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1031426585.0,-3925193.8,4.9,43.57,2.04,24.06,59.44,6.85,0.0848932388
2019-04-25,down,65.21,1155.26,13.25,0.86,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1026676585.0,4194742.86,-2.42,46.76,2.34,24.73,54.62,6.88,0.0835648344
2019-04-26,down,63.3,1159.0,12.73,0.88,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1021716585.0,4563840.45,-4.41,50.31,2.63,26.39,61.71,6.81,0.0801164697
2019-04-29,down,63.5,1157.73,13.11,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1016806585.0,4370000.0,-1.86,54.13,2.51,27.62,67.22,6.64,0.0804173038
2019-04-30,down,63.91,1158.79,13.12,0.89,2763242.5,1.75,99.481,124.43,113.46,94.7,98.7,4.1,60.8,1.1,0.7,-1021176585.0,-1214587.81,-0.16,51.01,1.93,27.83,64.48,6.8,0.0813367005
2019-05-02,down,61.81,1164.67,14.42,0.89,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1013966585.0,906885.96,0.66,56.96,1.27,27.7,63.66,6.89,0.0816483905
2019-05-03,down,61.94,1166.11,12.87,0.89,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1021096585.0,-2598981.72,5.49,51.79,0.31,27.36,63.73,7.07,0.08323837
2019-05-07,down,61.4,1168.05,19.32,0.88,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1025126585.0,9560000.0,-0.65,48.56,-0.67,27.19,61.75,7.17,0.0843914527
2019-05-08,down,62.12,1171.3,19.4,0.88,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1015566585.0,3338682.75,8.64,56.8,-1.63,27.91,62.14,7.3,0.0842237989
2019-05-09,down,61.7,1172.19,19.1,0.84,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1020216585.0,-7790000.0,7.78,53.19,-3.0,28.47,49.76,6.67,0.0887769231
2019-05-10,down,61.66,1179.19,16.04,0.83,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1028006585.0,-2238992.81,6.16,46.48,-3.21,29.9,43.48,6.23,0.0902776933
2019-05-13,down,61.04,1174.42,20.55,0.81,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1033706585.0,-2566947.79,0.53,40.81,-3.27,31.25,33.3,5.93,0.0915367159
2019-05-14,down,61.78,1187.18,18.06,0.82,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1029736585.0,-595971.22,-3.67,43.75,-2.76,30.74,37.01,6.0,0.0922275744
2019-05-15,down,62.02,1186.93,16.44,0.84,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1025376585.0,3780000.0,-9.83,47.21,-2.15,30.15,38.43,5.68,0.0868796788
2019-05-16,down,62.87,1186.04,15.29,0.84,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1029156585.0,-1919790.03,-4.55,43.55,-2.13,29.69,33.43,5.41,0.087503633
2019-05-17,down,62.76,1190.49,15.96,0.85,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1025876585.0,-114545.45,0.75,46.15,-1.92,30.49,40.12,5.39,0.085063571
2019-05-20,down,63.1,1193.83,16.31,0.84,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1029656585.0,-2560638.3,5.11,42.41,-2.12,31.99,27.47,5.3,0.0854027832
2019-05-21,down,62.99,1193.33,14.95,0.84,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1032556585.0,-2131908.13,0.13,39.42,-2.06,33.3,23.47,5.22,0.0867925632
2019-05-22,down,61.42,1193.33,14.75,0.85,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1028986585.0,1113832.6,-0.96,41.88,-1.85,33.21,22.73,5.4,0.0852328396
2019-05-23,down,57.91,1188.8,16.92,0.85,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1026046585.0,2197555.56,-0.56,43.99,-1.72,33.12,22.5,5.45,0.0842237989
2019-05-24,down,58.63,1188.8,15.85,0.84,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1029236585.0,-2365466.67,0.9,40.99,-1.68,33.06,15.71,5.46,0.0864404452
2019-05-28,down,59.14,1182.31,17.5,0.85,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1030066585.0,525569.23,1.14,39.33,-0.89,33.22,24.56,5.83,0.0842237989
2019-05-29,down,58.81,1187.58,17.9,0.84,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1035956585.0,-1325569.62,-0.23,33.61,-0.45,33.35,14.2,5.93,0.0860929568
2019-05-30,down,56.59,1192.21,17.3,0.85,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1031876585.0,3791167.32,-1.88,35.76,0.44,33.07,21.54,6.02,0.0855751684
2019-05-31,down,53.5,1188.38,18.71,0.85,2774827.3,1.75,99.652,120.29,109.61,94.6,98.5,3.9,60.8,1.1,0.7,-1027386585.0,3967129.91,1.53,38.27,1.23,32.77,29.09,6.05,0.0830769231
2019-06-03,down,53.25,1187.87,18.86,0.83,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1032026585.0,6875773.58,-3.94,33.78,2.14,32.81,23.82,6.26,0.0829161012
2019-06-04,down,53.48,1178.35,16.97,0.85,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1023266585.0,4344153.4,-3.96,38.68,3.43,32.53,32.6,5.88,0.0821179958
2019-06-05,down,51.68,1176.05,16.09,0.86,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1016236585.0,-420129.03,0.62,43.5,4.34,33.08,37.64,5.76,0.082277363
2019-06-07,down,53.99,1177.0,16.3,0.86,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1020306585.0,699099.76,-3.36,39.39,5.28,34.84,37.46,5.97,0.0821179958
2019-06-10,down,53.26,1180.76,15.94,0.87,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1015436585.0,2685714.29,-3.39,42.85,6.42,36.65,49.06,5.82,0.0793711076
2019-06-11,down,53.27,1182.1,15.99,0.88,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1011676585.0,3080576.44,-4.43,45.77,7.23,39.38,49.06,5.76,0.0792243007
2019-06-12,down,51.14,1177.98,15.91,0.89,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1007646585.0,-919604.99,0.59,49.14,7.95,41.7,53.16,5.74,0.0776387487
2019-06-13,down,52.28,1183.43,15.82,0.89,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1001416585.0,5741564.36,-1.52,55.02,8.48,42.95,65.87,5.81,0.0772188458
2019-06-14,down,52.51,1181.08,15.28,0.9,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-995286585.0,2099908.26,0.47,61.79,8.84,44.43,63.0,5.86,0.0772188458
2019-06-17,down,51.93,1185.89,15.35,0.9,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1000156585.0,-2361090.91,1.87,57.96,9.14,45.1,60.85,6.0,0.0784953712
2019-06-18,down,53.9,1185.35,15.15,0.89,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1003176585.0,-1952931.6,-1.91,55.4,9.72,45.84,68.45,6.12,0.0789308104
2019-06-19,down,53.76,1173.58,14.33,0.91,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-997466585.0,3312429.5,-0.4,62.01,10.33,46.95,83.49,6.07,0.0762537166
2019-06-20,down,56.65,1170.3,14.75,0.91,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1001696585.0,-2003701.07,2.65,58.56,10.35,47.22,81.43,6.18,0.0772188458
2019-06-21,down,57.43,1157.21,15.4,0.89,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1004416585.0,-4086344.09,-1.37,56.18,10.49,47.07,73.9,6.21,0.0790765307
2019-06-24,down,57.9,1158.31,15.26,0.91,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-998186585.0,427933.13,0.37,63.89,10.85,47.04,81.19,6.25,0.0759817853
2019-06-25,down,57.83,1152.47,16.28,0.9,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1001796585.0,-2095612.65,5.56,60.99,10.78,46.08,82.06,6.47,0.0782087192
2019-06-26,down,59.38,1155.71,16.21,0.89,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1005666585.0,2151231.53,-0.52,57.61,10.75,45.05,78.68,6.53,0.0780647101
2019-06-27,down,59.43,1152.5,15.82,0.89,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1009636585.0,522857.14,1.79,53.84,10.73,44.38,81.12,6.72,0.0787856262
2019-06-28,down,58.47,1155.51,15.08,0.89,2796016.9,1.75,99.491,111.42,103.47,94.4,98.3,3.9,60.8,1.1,0.7,-1013296585.0,-927471.07,-5.98,50.03,10.58,43.59,81.91,6.89,0.0796678875
