날짜,레이블,WTI,환율,VIX,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,ev_ebitda
2013-06-04,down,93.31,1118.8,16.27,1.15,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555549548.0,-973.33,17616.58,57.58,10.22,31.05,93.54,10.03,0.0676766267
2013-06-05,down,93.74,1122.4,17.5,1.13,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555553198.0,-2431.28,638.53,54.36,9.25,29.69,89.65,9.72,0.0688159875
2013-06-07,neutral,96.03,1118.2,15.14,1.13,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555556298.0,-3796.17,1969.17,51.49,8.65,28.87,81.21,9.88,0.0690489583
2013-06-10,neutral,95.77,1097.1,15.44,1.14,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555552318.0,-1236.83,4135.78,55.65,7.95,27.98,75.7,9.97,0.0685857663
2013-06-11,neutral,95.38,1097.1,17.07,1.13,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555554678.0,-1277.02,7317.06,53.58,6.72,27.32,73.63,10.29,0.0671215445
2013-06-12,neutral,95.88,1097.1,18.59,1.11,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555558958.0,-2361.62,8974.82,49.67,5.36,26.62,69.12,10.33,0.0675651066
2013-06-13,up,96.69,1127.2,16.41,1.1,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555561698.0,-3934.63,-627.66,47.03,3.97,26.35,72.16,10.35,0.068700684
2013-06-14,up,97.85,1129.2,17.15,1.1,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555556318.0,-748.25,4239.95,51.91,2.78,26.53,73.92,10.68,0.0679019343
2013-06-17,up,97.77,1126.5,16.8,1.09,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555559318.0,-2062.91,5038.99,49.18,1.0,26.49,72.25,10.97,0.0685857663
2013-06-18,up,98.44,1125.97,16.61,1.1,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555555758.0,1447.45,8421.14,52.44,-0.87,26.64,73.84,11.35,0.0685857663
2013-06-19,up,98.24,1133.5,16.64,1.07,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555558828.0,-2543.11,45426.55,49.78,-3.25,27.1,68.63,11.37,0.0708434121
2013-06-20,up,95.4,1129.6,20.49,1.03,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555563468.0,-4830.15,23004.31,45.59,-5.25,27.7,60.22,10.14,0.0737847615
2013-06-21,up,93.69,1144.9,18.9,1.01,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555571208.0,4733.77,-2514.3,37.89,-5.95,29.66,43.81,9.69,0.0743211122
2013-06-24,up,95.18,1156.9,20.11,1.01,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555577838.0,-1716.37,3842.44,30.24,-6.31,29.37,40.55,9.68,0.0743211122
2013-06-25,up,95.32,1160.6,18.47,0.99,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555581828.0,-2152.62,2227.1,25.08,-6.39,29.47,35.68,9.81,0.0750036774
2013-06-26,up,95.5,1152.3,17.21,1.0,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555576648.0,677.37,-10922.34,27.51,-5.97,29.58,40.77,9.63,0.0748667269
2013-06-27,up,97.05,1155.1,16.86,1.02,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555572358.0,2225.0,-4306.65,29.73,-5.56,29.12,44.17,9.54,0.0743211122
2013-06-28,up,96.56,1147.2,16.86,1.04,1884068.8,2.5,92.71,112.94,104.47,96.1,99.7,3.1,59.9,1.2,0.1,-555567908.0,3862.49,-5528.65,32.28,-5.61,29.46,52.02,9.5,0.0731254482
2013-07-01,up,97.99,1121.9,16.37,1.04,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555562988.0,409.52,-840.0,35.44,-6.33,30.2,55.44,9.63,0.0722211731
2013-07-02,up,99.6,1134.3,16.44,1.05,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555559978.0,2683.81,9215.04,37.55,-7.26,31.56,44.54,9.9,0.071966344
2013-07-03,up,101.24,1133.0,16.2,1.01,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555563328.0,-3929.41,30380.02,33.45,-8.63,33.04,26.14,9.53,0.0737847615
2013-07-05,up,103.22,1138.9,14.89,1.02,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555555538.0,-1331.41,11054.05,38.61,-8.99,33.94,26.59,9.2,0.0741866408
2013-07-08,up,103.14,1141.6,14.78,1.0,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555558178.0,-1424.44,5041.89,35.61,-9.08,33.78,20.96,9.17,0.0740526551
2013-07-09,up,103.53,1147.4,14.35,1.01,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555555288.0,1248.98,-2057.84,37.45,-8.63,32.75,30.77,9.29,0.0731254482
2013-07-10,up,106.52,1140.9,14.21,1.0,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555557698.0,-2110.57,-15327.39,34.85,-8.07,30.91,26.61,9.58,0.0735201582
2013-07-11,up,104.91,1134.6,14.01,1.04,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555555248.0,4530.0,-15252.62,36.27,-6.93,28.98,33.62,9.15,0.071463327
2013-07-12,up,105.95,1123.4,13.84,1.04,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555550718.0,746.3,2832.92,39.08,-6.89,27.16,30.84,8.9,0.071463327
2013-07-15,up,106.32,1123.8,13.79,1.04,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555547468.0,2321.67,-5354.45,41.23,-6.84,25.95,31.12,9.17,0.0712138087
2013-07-16,up,106.0,1120.9,14.42,1.04,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555550448.0,-1692.57,8242.1,38.35,-6.77,24.61,27.44,9.22,0.071463327
2013-07-17,up,106.48,1113.8,13.78,1.05,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555547828.0,2332.39,-1401.86,39.95,-6.22,23.41,28.12,9.4,0.0713389894
2013-07-18,up,108.04,1116.1,13.77,1.04,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555551958.0,1549.52,276.86,36.06,-5.58,21.69,33.12,9.42,0.0717146
2013-07-19,up,108.05,1123.6,12.54,1.04,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555555588.0,-2085.12,-12851.54,32.5,-4.56,20.14,27.86,9.87,0.0736522222
2013-07-22,up,106.91,1118.4,12.29,1.08,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555552248.0,5298.33,-19560.0,34.12,-2.92,18.46,41.22,9.35,0.0703559172
2013-07-23,up,107.23,1117.6,12.66,1.09,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555545538.0,4101.66,-6852.26,37.72,-2.37,16.94,43.38,8.6,0.0682421372
2013-07-24,up,105.39,1116.3,13.18,1.11,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555540878.0,3954.74,-8078.01,40.54,-2.26,16.63,50.97,8.28,0.067789671
2013-07-25,up,105.49,1115.0,12.97,1.1,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555545298.0,-3163.64,334.58,36.29,-2.75,16.69,43.86,8.13,0.0684712323
2013-07-26,up,104.7,1115.4,12.72,1.11,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555540018.0,73.45,5079.98,39.43,-3.07,17.66,44.61,8.38,0.0682421372
2013-07-29,up,104.55,1086.9,13.39,1.09,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555544708.0,-3678.22,4118.02,34.78,-3.56,18.6,28.91,8.23,0.0688159875
2013-07-30,up,103.08,1111.4,13.39,1.1,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555539548.0,4150.55,-4406.27,37.69,-3.3,19.0,51.45,8.25,0.0690489583
2013-07-31,up,105.03,1113.3,13.45,1.1,1887385.3,2.5,92.909,120.26,107.11,96.7,99.8,3.2,59.9,0.9,0.8,-555535268.0,-914.47,-1137.27,40.28,-3.18,18.69,61.51,8.45,0.0690489583
2013-08-01,up,107.89,1122.5,12.94,1.11,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555531098.0,4820.0,-13123.03,42.97,-3.04,18.85,75.41,8.51,0.0688159875
2013-08-02,up,106.94,1122.4,11.98,1.11,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555526278.0,-5300.0,1951.29,46.31,-3.42,19.03,71.17,8.47,0.0689328735
2013-08-05,up,106.56,1123.6,11.84,1.11,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555531578.0,-2205.79,3362.42,41.62,-3.89,20.48,63.85,8.67,0.0692835119
2013-08-06,up,105.3,1112.9,12.72,1.1,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555527618.0,3073.75,822.12,44.29,-4.37,21.68,57.56,8.99,0.0696365164
2013-08-07,up,104.37,1113.1,12.98,1.09,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555531808.0,-3010.0,-337.43,40.56,-4.94,22.53,56.36,9.22,0.0717146
2013-08-08,up,103.4,1114.2,12.73,1.1,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555528798.0,1360.81,3485.57,42.45,-5.06,23.37,55.9,9.5,0.071966344
2013-08-09,up,105.97,1111.6,13.41,1.1,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555532678.0,615.8,-1167.76,39.04,-5.57,24.26,50.24,9.7,0.0715880987
2013-08-12,up,106.11,1110.6,12.81,1.11,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555529468.0,3569.59,-9729.57,40.89,-5.85,24.76,48.63,9.94,0.071966344
2013-08-13,up,106.83,1113.2,12.31,1.11,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555533278.0,-3407.42,-588.71,37.61,-6.51,25.31,41.91,10.14,0.0720928799
2013-08-14,up,106.85,1117.6,13.04,1.12,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555528688.0,1960.71,927.11,40.12,-7.25,26.6,40.85,10.57,0.0717146
2013-08-16,neutral,107.46,1117.3,14.37,1.12,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555523288.0,3116.81,-6266.67,43.28,-8.38,28.13,40.89,11.13,0.0722211731
2013-08-19,up,107.1,1112.5,15.1,1.12,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555518158.0,-1124.1,10113.1,46.51,-9.75,29.77,40.71,11.33,0.071463327
2013-08-20,up,104.97,1117.5,14.91,1.09,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555521388.0,-4991.37,16556.63,44.05,-11.41,31.94,26.71,11.11,0.0735201582
2013-08-21,up,103.85,1119.5,15.94,1.06,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555527478.0,-4451.8,28232.38,39.27,-12.22,34.1,16.49,10.45,0.0743211122
2013-08-22,up,105.03,1117.8,14.76,1.04,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555532888.0,-3537.31,-1548.01,34.78,-12.14,35.39,4.82,9.68,0.0755579619
2013-08-23,up,106.42,1120.1,13.98,1.05,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555525898.0,123.72,-2489.58,38.07,-10.96,34.39,7.23,9.79,0.0750036774
2013-08-26,up,105.92,1112.8,14.99,1.06,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555520238.0,2564.61,-9625.13,41.0,-9.65,33.58,13.07,9.96,0.0743211122
2013-08-27,up,109.01,1111.0,16.77,1.07,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555516318.0,2057.84,4126.02,43.16,-8.41,32.91,12.9,9.84,0.0729952648
2013-08-28,up,110.1,1116.4,16.49,1.06,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555522778.0,739.98,-8993.44,38.08,-7.39,32.39,7.79,9.55,0.0732560967
2013-08-29,up,108.8,1113.9,16.81,1.08,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555518968.0,-399.47,-3581.76,40.02,-5.62,30.76,8.9,9.64,0.0720928799
2013-08-30,up,107.65,1111.7,17.01,1.09,1885134.6,2.5,93.238,115.17,105.93,97.3,99.8,3.2,59.9,0.9,0.8,-555515438.0,2471.25,-5252.02,41.89,-3.75,29.43,17.77,9.89,0.0712138087
2013-09-03,up,108.54,1097.6,16.61,1.13,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555506588.0,4936.2,-8596.73,46.88,0.19,27.09,25.55,9.35,0.0695184492
2013-09-04,up,107.23,1101.4,15.88,1.14,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555500598.0,3404.68,-3745.2,50.63,1.59,26.7,33.5,9.09,0.0685857663
2013-09-05,up,108.37,1093.2,15.77,1.15,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555494248.0,770.86,-693.12,55.03,2.86,26.86,40.15,9.07,0.0684712323
2013-09-06,neutral,110.53,1096.7,15.85,1.15,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555489188.0,1274.75,-6317.83,58.82,4.4,27.57,41.12,9.37,0.0671215445
2013-09-09,neutral,109.52,1092.2,15.63,1.18,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555485338.0,5650.0,-7333.72,61.84,6.21,28.56,56.56,9.04,0.0660371594
2013-09-10,down,107.39,1085.7,14.53,1.19,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555479688.0,6739.63,-3487.98,66.6,7.25,30.38,63.3,8.89,0.0658240376
2013-09-11,down,107.56,1085.1,13.82,1.21,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555470578.0,5475.99,-2792.12,75.37,8.16,32.06,73.39,8.68,0.0648844152
2013-09-12,down,108.6,1085.0,14.29,1.2,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555477568.0,-3563.95,2658.96,72.78,8.47,32.93,64.35,8.8,0.0654029699
2013-09-13,neutral,108.21,1082.0,14.16,1.19,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555485458.0,-5152.67,-3893.69,69.39,8.91,33.3,65.69,8.79,0.0654029699
2013-09-16,down,106.59,1080.3,14.38,1.21,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555479898.0,2676.81,-1894.61,75.49,9.75,34.15,62.73,8.87,0.0642720706
2013-09-17,down,105.42,1080.7,14.53,1.22,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555474428.0,3492.89,-7114.85,82.17,9.91,34.11,71.72,8.97,0.0631796159
2013-09-23,down,103.59,1074.6,14.31,1.22,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555480048.0,-3013.25,7538.37,80.52,9.52,34.07,65.96,8.91,0.063474042
2013-09-24,down,103.13,1073.0,14.08,1.2,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555486368.0,-595.65,2975.33,78.41,8.92,32.73,65.95,8.75,0.0636711759
2013-09-25,down,102.66,1073.5,14.01,1.2,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555492808.0,1102.65,1359.0,75.99,8.67,31.8,65.98,8.72,0.0642720706
2013-09-26,down,103.03,1075.6,14.06,1.2,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555497028.0,2160.85,918.48,74.25,8.31,31.16,63.0,8.91,0.0647808453
2013-09-27,down,102.87,1074.6,15.46,1.19,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555500778.0,-3305.9,8670.32,72.6,7.79,30.68,63.45,9.23,0.0660371594
2013-09-30,neutral,102.33,1075.8,16.6,1.18,1901453.7,2.5,93.419,114.78,104.07,97.8,99.7,3.0,60.1,0.9,0.8,-555505578.0,-124.91,-638.88,70.37,7.41,30.16,55.59,9.15,0.0661436887
2013-10-01,neutral,102.04,1073.3,15.54,1.18,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555512198.0,-1090.01,3891.02,66.96,7.39,30.36,59.96,9.36,0.0658240376
2013-10-02,neutral,104.1,1072.5,16.6,1.16,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555517338.0,-4406.92,24046.17,63.98,7.3,30.58,54.78,9.18,0.0661436887
2013-10-04,neutral,103.84,1070.7,16.74,1.16,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555521958.0,3473.14,-5663.12,61.06,7.62,31.08,54.76,8.87,0.0674539534
2013-10-07,down,103.03,1069.1,19.41,1.16,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555526698.0,5.71,-875.0,57.89,8.3,33.32,53.97,8.88,0.067231604
2013-10-08,down,103.49,1069.1,20.34,1.17,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555523458.0,4667.06,-2748.66,61.06,9.08,34.83,57.78,8.93,0.0648844152
2013-10-10,down,103.01,1074.6,16.48,1.15,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555528258.0,-2343.33,-9407.37,57.87,9.38,36.45,48.32,8.83,0.0654029699
2013-10-11,down,102.02,1070.7,15.72,1.18,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555524648.0,3543.71,3334.13,61.38,10.23,37.6,65.12,8.66,0.0650904211
2013-10-14,down,102.41,1069.2,16.07,1.15,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555529008.0,-999.07,-5723.65,58.51,10.15,37.72,63.18,8.81,0.0655074612
2013-10-15,down,101.21,1070.2,18.66,1.17,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555523768.0,-231.29,2855.55,63.75,10.48,38.04,71.96,8.89,0.0646786574
2013-10-16,down,102.29,1063.5,14.71,1.15,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555529418.0,-3102.04,5836.29,60.14,10.28,37.09,72.0,8.89,0.0660371594
2013-10-17,down,100.67,1066.0,13.48,1.14,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555533728.0,-1550.66,6339.49,57.15,10.51,36.19,71.85,8.89,0.0665743794
2013-10-18,down,100.81,1061.7,13.04,1.15,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555528228.0,5870.0,278.28,62.7,10.75,35.45,76.62,8.87,0.0665743794
2013-10-21,down,99.22,1040.1,13.16,1.14,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555534098.0,593.25,-3819.45,58.75,10.66,34.99,76.2,8.79,0.0671215445
2013-10-22,down,97.8,1061.0,13.33,1.15,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555529528.0,3653.82,-748.94,63.61,10.85,34.66,83.51,8.85,0.0662516658
2013-10-23,down,96.86,1057.0,13.42,1.14,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555534258.0,-4479.77,12255.32,60.44,10.53,33.53,80.97,8.95,0.0674539534
2013-10-24,down,97.11,1057.0,13.2,1.14,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555529258.0,2137.43,1462.98,66.06,10.66,32.32,85.98,8.71,0.0666837684
2013-10-25,down,97.85,1062.15,13.09,1.13,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555532888.0,-1091.11,6064.9,63.8,10.48,31.76,85.77,8.99,0.0669013777
2013-10-28,down,98.68,1061.1,13.31,1.13,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555529918.0,1589.68,-5500.17,67.18,10.49,31.17,74.72,9.14,0.0671215445
2013-10-29,down,98.2,1060.5,13.41,1.13,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555526968.0,1604.46,-5439.3,70.61,10.28,30.75,76.54,9.27,0.0667923958
2013-10-30,down,96.77,1061.7,13.65,1.15,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555523488.0,2932.81,4799.86,74.82,9.72,29.55,78.55,9.31,0.0658240376
2013-10-31,down,96.38,1058.2,13.75,1.12,1909727.4,2.5,93.134,126.36,117.09,98.3,99.8,3.1,60.2,0.9,0.7,-555527108.0,-4059.0,8847.18,73.26,8.34,27.49,77.68,9.25,0.0671215445
2013-11-01,down,94.61,1060.5,13.28,1.11,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555531167.0,-2944.39,8336.67,71.45,7.43,25.39,79.97,9.11,0.0669013777
2013-11-04,down,94.62,1039.5,12.93,1.1,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555535727.0,-3264.04,13358.48,69.3,6.41,23.43,74.81,8.9,0.0673431653
2013-11-05,down,93.37,1061.5,13.27,1.08,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555539237.0,-7103.34,1901.95,67.57,5.59,21.72,62.67,8.58,0.0680145701
2013-11-06,down,94.8,1060.5,12.67,1.08,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555549187.0,-2199.33,585.45,62.05,5.1,20.46,61.03,8.67,0.0679019343
2013-11-07,down,94.2,1059.0,13.91,1.07,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555554507.0,-3690.0,10904.96,58.56,4.47,19.55,57.02,8.87,0.0684712323
2013-11-08,down,94.6,1062.4,12.9,1.06,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555558197.0,-2111.29,1967.9,55.96,3.96,18.57,52.75,8.75,0.068700684
2013-11-11,down,95.14,1046.9,12.53,1.05,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555562047.0,-2060.68,5828.15,53.15,3.61,18.33,45.76,8.89,0.0695184492
2013-11-12,down,93.04,1071.4,12.82,1.05,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555559257.0,-1161.35,6082.93,55.52,3.51,18.06,51.43,8.95,0.0701152951
2013-11-13,down,93.88,1072.4,12.52,1.04,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555562127.0,-1964.72,9992.78,53.55,3.31,18.25,50.53,8.94,0.0713389894
2013-11-14,down,93.76,1069.6,12.37,1.03,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555565257.0,-2520.43,-9515.35,51.4,3.62,18.64,52.34,8.82,0.0722211731
2013-11-15,down,93.84,1067.6,12.19,1.05,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555562147.0,1245.15,-4987.17,53.67,4.29,19.68,61.51,8.8,0.0688159875
2013-11-18,down,93.03,1034.7,13.1,1.05,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555567097.0,-2398.57,-1610.34,50.38,4.21,20.35,62.9,8.73,0.0681287471
2013-11-19,down,93.34,1054.0,13.39,1.06,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555564417.0,1015.38,5332.89,52.25,4.11,20.19,63.1,9.08,0.0676766267
2013-11-20,down,93.33,1054.2,13.4,1.04,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555568367.0,-4189.41,15808.78,49.68,3.53,20.03,59.92,9.02,0.067789671
2013-11-21,down,95.44,1055.9,12.66,1.02,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555573777.0,-2039.29,3113.43,46.01,3.49,20.08,55.69,8.45,0.0685857663
2013-11-22,down,94.84,1061.1,12.26,1.03,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555567507.0,4069.49,-10228.07,49.82,4.29,21.02,63.16,8.09,0.067789671
2013-11-25,down,94.09,1060.7,12.79,1.05,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555561207.0,-4804.8,6523.81,53.99,5.0,22.53,76.76,7.79,0.0664664594
2013-11-26,down,93.68,1059.0,12.81,1.05,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555556167.0,5900.0,-4725.15,57.67,5.07,22.41,78.72,7.93,0.0661436887
2013-11-27,down,92.3,1059.4,12.98,1.06,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555550267.0,3361.45,-5038.9,62.25,4.97,22.9,81.57,7.83,0.0660371594
